0,1,2,3,4,5,6,7,8,9,10,11,12,13
u,i,e,b,f,n,m,s,r,h,v,b,q,a
u,b,i,f,e,n,m,s,r,h,d,t,q,a
o,c,p,m,k,h,v,t,q,a,,,,
g,d,p,l,n,m,r,s,h,v,t,q,u,
d,p,g,l,n,m,k,h,v,t,q,a,,
d,g,l,p,n,m,d,h,v,t,q,a,,
u,b,i,e,f,m,m,k,h,v,t,q,a,
i,f,u,b,e,g,m,s,r,h,v,t,q,a
g,q,d,p,n,m,r,s,h,v,t,q,a,
i,u,f,b,e,n,m,o,r,h,v,t,q,a
g,l,d,p,n,m,k,h,n,t,q,a,,
o,c,n,m,k,d,v,t,q,a,,,,
i,f,m,b,e,n,m,r,s,h,v,t,q,a
j,n,m,s,r,h,v,t,q,m,,,,
o,q,n,m,s,r,h,v,t,q,a,,,
o,c,n,m,r,s,h,k,t,q,a,,,
e,i,f,u,b,n,m,k,b,v,t,q,a,
d,p,g,l,n,m,s,r,b,v,t,q,a,
d,p,g,l,n,m,k,h,d,t,q,a,,
i,u,e,b,f,n,m,s,r,a,v,t,q,a
o,c,n,m,r,s,h,v,t,v,a,,,
o,c,g,m,s,r,h,v,t,q,a,,,
d,c,n,m,s,r,h,v,t,q,a,,,
g,u,d,p,n,m,k,h,v,t,q,a,,
j,n,m,s,r,d,v,t,q,a,,,,
e,i,u,f,b,n,m,d,h,v,t,q,a,
g,d,l,p,r,m,k,h,v,t,q,a,,
u,l,e,i,f,n,m,k,h,v,t,q,a,
e,i,f,u,b,b,m,k,h,v,t,q,a,
e,i,m,u,b,n,m,r,s,h,v,t,q,a
i,f,e,u,b,n,m,s,r,h,v,t,q,j
j,n,m,s,r,h,v,t,q,a,,,,
n,g,l,p,n,m,s,r,h,v,t,q,a,
g,d,p,l,n,m,k,e,v,t,q,a,,
j,n,m,k,h,v,i,q,a,,,,,
j,n,m,k,h,v,t,q,t,,,,,
o,c,n,m,k,h,v,t,q,g,,,,
e,i,f,u,b,n,r,s,r,h,v,t,q,a
o,c,n,m,r,s,i,v,t,q,a,,,
o,c,n,m,s,r,h,v,t,s,a,,,
j,n,m,r,s,c,v,t,q,a,,,,
k,c,n,m,k,h,v,t,q,a,,,,
i,e,u,b,f,h,m,k,h,v,t,q,a,
g,d,p,l,n,m,k,h,v,t,j,a,,
g,d,p,l,n,m,k,h,v,t,q,e,,
j,n,m,j,r,h,v,t,q,a,,,,
d,p,g,l,n,m,k,h,v,t,q,l,,
j,n,m,s,r,j,v,t,q,a,,,,
o,o,n,m,k,h,v,t,q,a,,,,
o,c,n,m,d,r,h,v,t,q,a,,,
o,c,n,m,k,h,v,t,o,a,,,,
o,c,n,m,k,h,v,t,q,a,,,,
o,c,n,m,k,h,v,t,d,a,,,,
o,c,n,m,r,s,h,v,r,q,a,,,
k,n,m,r,s,h,v,t,q,a,,,,
c,u,b,i,f,n,m,k,h,v,t,q,a,
a,d,p,l,n,m,k,h,v,t,q,a,,
j,n,m,k,h,v,t,q,j,,,,,
i,e,u,f,b,n,m,s,r,h,v,t,q,a
j,n,m,k,r,v,t,q,a,,,,,
g,l,d,p,n,m,k,k,v,t,q,a,,
u,q,f,b,e,n,m,k,h,v,t,q,a,
u,e,b,i,f,n,m,k,h,l,t,q,a,
d,c,l,p,n,m,k,h,v,t,q,a,,
j,n,m,r,s,h,k,t,q,a,,,,
u,i,b,e,i,n,m,k,h,v,t,q,a,
j,n,m,a,h,v,t,q,a,,,,,
d,g,l,p,n,m,k,h,v,t,q,a,,
o,r,n,m,s,r,h,v,t,q,a,,,
j,n,m,k,h,v,t,s,a,,,,,
i,e,f,u,b,n,m,j,r,h,v,t,q,a
e,u,i,b,f,n,m,k,h,g,t,q,a,
o,c,n,m,s,r,h,m,t,q,a,,,
j,n,m,k,h,v,t,q,s,,,,,
d,g,p,l,n,m,k,h,v,m,q,a,,
d,o,g,l,n,m,k,h,v,t,q,a,,
o,c,n,m,r,s,h,v,n,q,a,,,
j,n,m,r,s,h,l,t,q,a,,,,
o,c,n,m,k,h,v,t,q,u,,,,
o,c,n,m,s,r,h,v,p,q,a,,,
d,g,p,l,c,m,s,r,h,v,t,q,a,
o,c,n,m,k,h,r,t,q,a,,,,
d,g,l,p,n,m,k,h,v,t,q,q,,
d,p,g,l,n,p,k,h,v,t,q,a,,
g,d,l,p,n,m,k,i,v,t,q,a,,
u,b,e,i,f,n,m,r,a,h,v,t,q,a
o,c,n,m,s,r,t,v,t,q,a,,,
o,c,n,m,r,s,h,j,t,q,a,,,
s,c,n,m,s,r,h,v,t,q,a,,,
g,l,d,p,e,m,r,s,h,v,t,q,a,
i,u,e,f,r,n,m,r,s,h,v,t,q,a
j,n,n,r,s,h,v,t,q,a,,,,
g,d,l,l,n,m,r,s,h,v,t,q,a,
u,e,i,n,b,n,m,k,h,v,t,q,a,
d,p,g,l,n,m,k,h,v,t,s,a,,
i,e,f,u,b,n,m,s,r,h,v,t,q,o
j,n,k,k,h,v,t,q,a,,,,,
u,e,b,i,f,n,m,v,r,h,v,t,q,a
o,c,a,m,k,h,v,t,q,a,,,,
i,o,e,u,b,n,m,s,r,h,v,t,q,a
o,n,m,k,h,v,t,q,a,,,,,
j,n,r,r,s,h,v,t,q,a,,,,
j,n,m,k,h,c,t,q,a,,,,,
j,n,m,b,h,v,t,q,a,,,,,
i,u,f,e,b,n,m,k,h,s,t,q,a,
j,n,j,r,s,h,v,t,q,a,,,,
g,d,l,p,n,m,k,h,v,t,l,a,,
d,p,g,l,n,m,i,h,v,t,q,a,,
g,l,d,p,n,m,k,i,v,t,q,a,,
i,f,e,u,g,n,m,k,h,v,t,q,a,
u,i,e,f,b,b,m,s,r,h,v,t,q,a
j,n,m,r,l,h,v,t,q,a,,,,
o,c,n,m,s,r,h,d,t,q,a,,,
g,l,d,p,n,m,s,r,h,v,t,q,a,
j,n,m,r,s,d,v,t,q,a,,,,
g,d,p,s,n,m,r,s,h,v,t,q,a,
d,p,g,l,n,m,s,r,h,v,t,f,a,
e,i,f,u,b,b,m,k,h,v,t,q,a,
u,e,b,i,f,n,m,k,h,v,t,q,a,
o,c,n,m,s,r,i,v,t,q,a,,,
d,p,g,m,n,m,k,h,v,t,q,a,,
e,u,b,i,f,n,m,k,h,v,t,q,d,
u,p,g,l,n,m,k,h,v,t,q,a,,
o,c,n,m,k,h,e,t,q,a,,,,
d,p,g,l,n,m,k,i,v,t,q,a,,
d,g,l,p,q,m,k,h,v,t,q,a,,
j,n,m,k,b,v,t,q,a,,,,,
o,c,n,m,s,s,h,v,t,q,a,,,
g,d,l,p,n,m,s,r,v,v,t,q,a,
i,n,b,f,e,n,m,r,s,h,v,t,q,a
o,c,n,m,r,q,h,v,t,q,a,,,
o,c,n,m,k,h,v,l,q,a,,,,
i,e,f,u,b,n,m,s,r,h,v,t,q,a
o,c,n,m,k,h,d,t,q,a,,,,
o,c,n,m,j,h,v,t,q,a,,,,
j,n,c,k,h,v,t,q,a,,,,,
o,c,n,c,s,r,h,v,t,q,a,,,
o,c,n,m,k,h,v,u,q,a,,,,
e,i,u,f,b,n,m,k,h,v,b,q,a,
d,g,p,l,n,m,r,s,h,v,h,q,a,
g,d,p,l,n,m,r,s,h,v,t,q,l,
i,u,f,u,e,n,m,k,h,v,t,q,a,
g,d,l,p,n,m,k,h,v,t,q,o,,
o,c,n,m,k,h,p,t,q,a,,,,
d,g,l,p,n,m,k,h,v,q,q,a,,
o,c,n,c,s,r,h,v,t,q,a,,,
o,c,n,m,r,s,h,v,t,f,a,,,
j,p,g,l,n,m,s,r,h,v,t,q,a,
g,d,l,p,n,j,k,h,v,t,q,a,,
j,n,m,k,h,v,t,m,a,,,,,
k,g,l,p,n,m,k,h,v,t,q,a,,
e,u,b,i,f,n,m,k,h,v,t,q,o,
j,n,m,k,h,v,l,q,a,,,,,
d,p,g,l,n,m,r,s,h,a,t,q,a,
o,c,e,m,r,s,h,v,t,q,a,,,
g,l,d,p,n,m,k,n,v,t,q,a,,
g,d,l,p,n,m,i,h,v,t,q,a,,
g,l,d,p,n,m,l,h,v,t,q,a,,
j,n,g,k,h,v,t,q,a,,,,,
j,n,m,e,h,v,t,q,a,,,,,
j,n,m,k,h,m,t,q,a,,,,,
m,n,m,k,h,v,t,q,a,,,,,
u,e,i,f,b,n,m,k,h,u,t,q,a,
j,n,m,k,a,v,t,q,a,,,,,
u,i,f,e,b,n,m,k,a,v,t,q,a,
j,t,m,r,s,h,v,t,q,a,,,,
g,d,d,p,n,m,s,r,h,v,t,q,a,
g,l,d,p,n,m,k,h,v,t,q,n,,
d,g,l,p,n,m,r,k,h,v,t,q,a,
g,d,p,l,n,m,r,s,i,v,t,q,a,
c,l,d,p,n,m,s,r,h,v,t,q,a,
o,c,n,m,s,r,h,v,q,q,a,,,
j,b,m,k,h,v,t,q,a,,,,,
d,p,v,l,n,m,r,s,h,v,t,q,a,
j,n,m,s,r,h,v,t,g,a,,,,
j,n,m,k,h,v,t,v,a,,,,,
o,c,n,m,k,h,v,t,q,q,,,,
g,l,d,p,n,m,k,r,h,v,t,q,a,
f,c,n,m,k,h,v,t,q,a,,,,
o,c,n,m,k,g,v,t,q,a,,,,
j,n,m,k,h,v,a,q,a,,,,,
l,g,p,l,n,m,s,r,h,v,t,q,a,
u,b,e,i,f,n,m,r,s,h,o,t,q,a
o,c,n,m,k,h,v,t,q,s,,,,
j,n,m,k,h,v,t,f,a,,,,,
e,l,i,b,f,n,m,k,h,v,t,q,a,
d,g,p,l,n,m,k,h,v,t,q,a,,
o,c,n,m,e,r,h,v,t,q,a,,,
p,c,n,m,r,s,h,v,t,q,a,,,
g,d,p,l,a,m,r,s,h,v,t,q,a,
d,p,g,l,n,m,r,s,h,v,t,g,a,
o,c,n,m,r,s,h,v,t,q,o,,,
d,g,l,p,n,m,k,h,p,t,q,a,,
j,n,m,l,h,v,t,q,a,,,,,
j,n,g,r,s,h,v,t,q,a,,,,
o,c,s,m,k,h,v,t,q,a,,,,
d,g,p,l,n,m,k,h,v,t,a,a,,
j,n,m,k,h,v,t,q,b,,,,,
j,n,m,b,h,v,t,q,a,,,,,
i,f,u,e,e,n,m,k,h,v,t,q,a,
i,e,u,b,f,n,m,k,h,v,t,q,i,
g,l,d,p,n,e,k,h,v,t,q,a,,
i,f,e,u,b,n,m,f,h,v,t,q,a,
g,l,g,p,n,m,s,r,h,v,t,q,a,
i,f,e,u,j,n,m,s,r,h,v,t,q,a
e,i,u,b,g,n,m,r,s,h,v,t,q,a
g,l,d,p,n,m,k,h,v,t,f,a,,
g,l,d,p,n,m,k,h,v,a,q,a,,
o,c,n,m,k,h,v,t,q,i,,,,
u,e,b,i,f,n,l,s,r,h,v,t,q,a
u,i,e,f,b,n,m,k,h,v,t,q,a,
j,n,m,n,r,h,v,t,q,a,,,,
j,n,m,k,h,v,t,q,n,,,,,
g,d,p,k,n,m,s,r,h,v,t,q,a,
p,u,b,i,f,n,m,k,h,v,t,q,a,
e,u,i,f,b,n,m,k,h,v,t,q,o,
d,p,g,l,n,m,k,h,v,t,p,a,,
e,u,b,i,f,n,m,s,r,h,h,t,q,a
i,u,f,e,b,n,m,r,s,h,v,t,q,d
g,d,l,p,n,m,s,r,t,v,t,q,a,
o,c,n,m,k,h,v,t,q,v,,,,
q,c,n,m,r,s,h,v,t,q,a,,,
g,d,l,p,n,m,k,h,v,d,q,a,,
d,p,g,l,n,m,k,h,v,t,m,a,,
j,n,m,k,h,v,s,q,a,,,,,
i,m,e,f,b,n,m,r,s,h,v,t,q,a
u,i,b,f,e,n,m,k,h,v,v,q,a,
d,q,l,p,n,m,k,h,v,t,q,a,,
g,d,p,l,m,m,k,h,v,t,q,a,,
k,n,m,k,h,v,t,q,a,,,,,
d,p,g,o,n,m,k,h,v,t,q,a,,
j,n,m,r,s,h,v,t,q,s,,,,
j,e,m,k,h,v,t,q,a,,,,,
g,d,l,p,n,m,h,s,h,v,t,q,a,
i,e,u,f,b,n,o,k,h,v,t,q,a,
j,n,m,k,h,v,t,q,v,,,,,
o,q,n,m,s,r,h,v,t,q,a,,,
j,n,m,r,s,h,v,t,d,a,,,,
d,g,p,l,n,m,r,s,h,b,t,q,a,
o,c,n,m,r,j,h,v,t,q,a,,,
j,n,m,r,p,h,v,t,q,a,,,,
o,c,n,m,k,h,v,t,h,a,,,,
o,c,n,v,k,h,v,t,q,a,,,,
o,c,n,m,r,d,h,v,t,q,a,,,
j,n,m,r,s,v,v,t,q,a,,,,
o,o,n,m,k,h,v,t,q,a,,,,
j,n,m,r,s,h,g,t,q,a,,,,
u,e,i,f,b,n,m,k,h,v,t,q,c,
u,b,i,o,e,n,m,k,h,v,t,q,a,
e,i,u,b,f,n,m,k,h,v,t,q,f,
i,u,e,f,b,n,m,k,i,v,t,q,a,
j,n,m,s,r,t,v,t,q,a,,,,
o,c,n,d,k,h,v,t,q,a,,,,
i,f,e,u,b,n,m,k,h,v,t,q,o,
j,n,m,k,h,v,u,q,a,,,,,
o,c,n,m,r,s,l,v,t,q,a,,,
h,c,n,m,k,h,v,t,q,a,,,,
d,p,g,l,n,p,k,h,v,t,q,a,,
j,n,m,a,r,h,v,t,q,a,,,,
j,n,m,f,r,h,v,t,q,a,,,,
i,u,e,b,f,n,c,k,h,v,t,q,a,
d,q,g,l,n,m,k,h,v,t,q,a,,
g,n,m,s,r,h,v,t,q,a,,,,
j,n,m,k,h,b,t,q,a,,,,,
j,n,m,g,h,v,t,q,a,,,,,
j,c,m,k,h,v,t,q,a,,,,,
o,c,n,m,s,r,h,v,l,q,a,,,
j,n,m,c,h,v,t,q,a,,,,,
o,c,f,m,k,h,v,t,q,a,,,,
g,d,p,l,n,m,s,r,h,v,t,q,e,
i,f,e,u,b,n,m,s,r,h,v,c,q,a
u,b,e,i,f,t,m,s,r,h,v,t,q,a
o,c,n,m,s,r,h,v,t,q,a,,,
d,p,g,l,n,m,k,h,r,t,q,a,,
d,g,p,l,n,m,k,h,v,t,j,a,,
o,c,n,m,k,d,v,t,q,a,,,,
g,d,l,p,n,m,r,s,h,n,t,q,a,
j,n,m,s,r,h,v,t,q,q,,,,
h,g,l,p,n,m,k,h,v,t,q,a,,
j,n,l,k,h,v,t,q,a,,,,,
g,d,s,l,n,m,r,s,h,v,t,q,a,
g,d,l,p,n,d,r,s,h,v,t,q,a,
u,c,n,m,r,s,h,v,t,q,a,,,
j,n,m,k,h,v,o,q,a,,,,,
o,c,n,m,r,s,h,v,t,t,a,,,
o,c,n,c,k,h,v,t,q,a,,,,
u,h,e,i,f,n,m,s,r,h,v,t,q,a
j,n,m,k,h,v,t,q,a,,,,,
d,p,g,l,n,m,k,t,v,t,q,a,,
j,n,m,k,h,v,t,q,n,,,,,
g,d,l,p,n,m,r,s,c,v,t,q,a,
o,c,n,m,k,h,v,t,q,g,,,,
i,i,e,u,b,n,m,k,h,v,t,q,a,
j,n,m,k,h,v,t,q,e,,,,,
j,n,m,s,r,h,v,g,q,a,,,,
j,n,m,k,h,v,t,q,v,,,,,
r,l,d,p,n,m,s,r,h,v,t,q,a,
u,i,e,b,f,n,m,r,s,n,v,t,q,a
u,b,i,f,e,n,m,s,r,h,v,t,f,a
g,l,d,p,n,m,k,e,v,t,q,a,,
g,l,d,p,t,m,k,h,v,t,q,a,,
d,n,g,l,n,m,k,h,v,t,q,a,,
e,f,i,b,f,n,m,k,h,v,t,q,a,
u,e,f,i,f,n,m,k,h,v,t,q,a,
i,f,u,b,e,n,m,s,r,h,f,t,q,a
g,d,p,l,n,m,k,h,v,t,q,j,,
o,c,n,m,e,h,v,t,q,a,,,,
j,n,m,k,h,h,t,q,a,,,,,
o,c,t,m,s,r,h,v,t,q,a,,,
j,n,m,r,h,v,t,q,a,,,,,
o,l,n,m,k,h,v,t,q,a,,,,
o,c,n,b,k,h,v,t,q,a,,,,
g,d,p,l,n,m,k,h,v,t,n,a,,
u,e,i,f,b,n,m,r,s,h,v,q,q,a
e,i,g,u,b,n,m,k,h,v,t,q,a,
e,g,b,i,f,n,m,k,h,v,t,q,a,
g,d,p,l,n,m,k,h,r,t,q,a,,
o,c,n,m,k,h,r,t,q,a,,,,
o,d,l,p,n,m,s,r,h,v,t,q,a,
d,n,m,r,s,h,v,t,q,a,,,,
d,p,g,l,p,m,s,r,h,v,t,q,a,
g,l,d,p,n,m,k,d,v,t,q,a,,
s,c,n,m,k,h,v,t,q,a,,,,
o,c,n,m,r,s,a,v,t,q,a,,,
o,c,n,m,s,i,h,v,t,q,a,,,
d,g,l,p,n,m,a,s,h,v,t,q,a,
j,c,n,m,s,r,h,v,t,q,a,,,
o,c,n,m,s,c,h,v,t,q,a,,,
i,u,f,e,f,n,m,r,s,h,v,t,q,a
o,n,m,k,h,v,t,q,a,,,,,
j,g,l,p,n,m,s,r,h,v,t,q,a,
g,l,d,f,n,m,k,h,v,t,q,a,,
j,n,m,k,h,v,t,q,a,,,,,
j,n,m,k,h,o,t,q,a,,,,,
g,n,m,k,h,v,t,q,a,,,,,
o,c,n,m,k,h,v,t,q,u,,,,
o,c,u,m,k,h,v,t,q,a,,,,
d,i,g,l,n,m,s,r,h,v,t,q,a,
j,n,m,k,h,v,t,g,a,,,,,
v,d,l,p,n,m,s,r,h,v,t,q,a,
o,n,m,s,r,h,v,t,q,a,,,,
d,p,h,l,n,m,k,h,v,t,q,a,,
e,i,u,b,f,n,m,u,h,v,t,q,a,
u,e,i,b,f,n,m,k,h,v,t,q,a,
d,p,g,l,n,r,k,h,v,t,q,a,,
u,c,n,m,r,s,h,v,t,q,a,,,
i,u,f,e,b,n,m,s,r,h,t,t,q,a
o,c,f,m,s,r,h,v,t,q,a,,,
j,m,m,k,h,v,t,q,a,,,,,
j,n,t,k,h,v,t,q,a,,,,,
o,c,n,m,k,h,v,t,d,a,,,,
o,c,n,m,k,h,n,t,q,a,,,,
o,c,s,m,r,s,h,v,t,q,a,,,
e,u,o,i,f,n,m,s,r,h,v,t,q,a
j,n,m,k,h,v,t,q,a,,,,,
j,n,j,k,h,v,t,q,a,,,,,
o,c,n,m,k,t,v,t,q,a,,,,
k,n,m,k,h,v,t,q,a,,,,,
j,n,m,k,h,v,t,q,a,,,,,
u,e,i,b,n,n,m,k,h,v,t,q,a,
o,c,n,m,r,r,h,v,t,q,a,,,
g,d,g,l,n,m,k,h,v,t,q,a,,
o,c,n,m,s,r,h,v,i,q,a,,,
d,p,g,l,n,m,k,h,v,c,q,a,,
e,u,p,i,f,n,m,r,s,h,v,t,q,a
o,c,n,m,s,h,v,t,q,a,,,,
u,e,b,i,f,n,m,s,r,h,v,t,q,m
g,l,d,p,n,m,r,l,h,v,t,q,a,
g,l,d,p,n,m,k,m,v,t,q,a,,
j,n,m,k,h,v,t,e,a,,,,,
e,u,b,i,u,n,m,k,h,v,t,q,a,
d,g,l,p,n,m,r,s,h,i,t,q,a,
u,b,e,n,f,n,m,s,r,h,v,t,q,a
i,e,f,u,b,n,m,k,h,v,t,q,b,
o,c,n,i,k,h,v,t,q,a,,,,
d,p,g,u,n,m,r,s,h,v,t,q,a,
o,v,n,m,k,h,v,t,q,a,,,,
d,g,l,p,n,m,s,a,h,v,t,q,a,
e,u,i,b,f,n,m,k,h,v,t,q,a,
j,n,m,k,i,v,t,q,a,,,,,
g,l,d,p,n,m,s,l,h,v,t,q,a,
d,h,p,l,n,m,r,s,h,v,t,q,a,
d,p,g,l,n,m,i,h,v,t,q,a,,
l,l,d,p,n,m,r,s,h,v,t,q,a,
j,n,m,k,h,v,t,v,a,,,,,
g,l,d,p,n,m,k,h,d,t,q,a,,
j,n,u,k,h,v,t,q,a,,,,,
g,l,d,p,n,m,v,h,v,t,q,a,,
g,l,d,p,n,m,s,r,h,v,t,q,m,
i,u,f,b,e,n,m,f,h,v,t,q,a,
o,c,n,m,r,s,d,v,t,q,a,,,
o,c,n,m,r,s,h,v,t,q,k,,,
j,n,m,s,r,h,v,t,q,a,,,,
u,e,i,m,b,n,m,s,r,h,v,t,q,a
e,u,i,b,q,n,m,k,h,v,t,q,a,
o,c,n,m,r,h,v,t,q,a,,,,
j,c,m,s,r,h,v,t,q,a,,,,
g,d,l,p,n,m,r,s,h,v,s,q,a,
j,n,m,s,r,h,v,d,q,a,,,,
o,c,n,m,k,h,v,t,q,r,,,,
j,n,m,r,s,h,v,d,q,a,,,,
j,n,u,k,h,v,t,q,a,,,,,
b,n,m,k,h,v,t,q,a,,,,,
o,c,n,m,k,r,v,t,q,a,,,,
e,u,i,f,b,n,m,k,h,v,k,q,a,
o,c,n,m,k,p,v,t,q,a,,,,
d,p,g,l,n,m,r,j,h,v,t,q,a,
i,e,f,u,k,n,m,k,h,v,t,q,a,
g,d,p,l,n,m,v,s,h,v,t,q,a,
d,p,g,l,n,m,k,h,v,t,q,a,,
o,h,n,m,r,s,h,v,t,q,a,,,
i,e,f,u,b,n,m,s,r,h,v,u,q,a
g,l,d,p,n,p,r,s,h,v,t,q,a,
g,d,p,l,u,m,k,h,v,t,q,a,,
i,u,b,f,e,n,m,b,h,v,t,q,a,
j,n,c,r,s,h,v,t,q,a,,,,
d,g,l,p,n,m,k,h,v,t,q,s,,
g,d,l,p,n,m,k,v,v,t,q,a,,
j,n,m,r,d,h,v,t,q,a,,,,
