0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
b,e,w,x,c,e,w,x,c,e,w,x,q,c,o,z,p,y,d,j,m,f,u,a,k,,,,,,,,,,,,,,,
b,e,w,o,g,h,m,q,j,d,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,w,w,x,c,e,e,x,c,e,w,o,z,h,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,o,z,p,y,d,n,t,m,f,a,u,k,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,z,p,y,v,y,v,y,d,i,k,m,f,u,a,s,,,,,,,,,,,,,,,,,
b,o,w,e,g,p,y,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,w,e,w,x,c,e,x,c,c,o,g,h,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,
b,e,l,o,z,h,d,w,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,n,o,z,p,y,d,w,t,r,aa,n,t,r,aa,n,t,r,aa,m,f,u,a,k,,,,,,,,,,,,,,,
b,e,w,o,g,p,y,v,y,v,y,v,d,n,t,r,n,aa,t,r,aa,n,t,m,f,u,a,k,,,,,,,,,,,,
b,e,w,o,k,h,d,q,j,m,f,u,a,z,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,k,c,o,z,p,y,d,l,m,f,u,a,,,,,,,,,,,,,,,,
l,e,w,x,c,e,w,x,c,e,w,x,c,o,z,h,d,b,m,f,u,a,k,,,,,,,,,,,,,,,,,
b,e,w,l,z,p,y,d,o,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,u,z,h,d,l,m,f,o,a,k,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,g,x,c,e,w,o,w,p,y,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,,
b,e,x,x,c,e,w,x,c,e,w,w,c,o,g,h,d,n,t,m,f,u,a,k,,,,,,,,,,,,,,,,
b,e,w,o,z,p,l,d,y,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
o,e,w,b,g,h,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,j,x,c,e,w,x,c,e,w,x,c,w,o,z,p,y,d,q,m,f,u,a,k,,,,,,,,,,,,,,,
b,z,w,x,c,e,w,x,c,e,w,x,c,e,o,h,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,
b,e,w,o,g,p,l,v,y,d,y,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,
a,e,w,x,c,e,w,o,g,h,d,i,s,m,f,u,b,k,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,d,e,w,o,z,h,c,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,g,u,y,v,y,d,i,s,m,f,p,a,k,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,t,o,z,p,y,d,n,t,r,aa,n,w,m,f,u,a,k,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,m,z,h,d,i,s,o,f,u,a,k,,,,,,,,,,,,,,,,,,
b,e,u,x,c,e,w,o,g,h,d,l,m,f,w,a,k,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,w,e,x,c,e,w,x,c,o,z,h,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,
b,e,w,o,g,p,y,d,n,t,r,t,n,t,r,aa,n,aa,m,f,u,a,k,,,,,,,,,,,,,,,,,
b,e,w,x,c,f,w,x,c,e,w,o,z,h,d,n,t,m,e,u,a,k,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,p,o,g,w,y,v,y,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,z,p,y,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,
b,w,w,x,c,e,w,x,c,e,x,c,e,o,g,h,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,
b,e,w,o,g,p,y,d,i,s,a,f,u,m,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,f,c,e,w,x,c,x,o,z,p,y,d,q,j,m,u,a,k,,,,,,,,,,,,,,,
b,e,w,o,z,p,y,d,n,t,r,aa,a,t,m,f,u,n,k,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,g,p,t,d,n,y,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,k,w,o,g,h,d,i,s,m,f,u,a,e,,,,,,,,,,,,,,,,,,,,,,
b,e,w,f,z,p,y,v,y,d,q,j,m,o,u,a,k,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,m,p,y,d,i,s,g,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,z,p,y,i,d,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,k,h,d,i,s,m,f,u,a,z,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,s,z,p,y,v,y,d,i,o,m,f,u,a,k,,,,,,,,,,,,,,,,,,,
b,e,w,c,c,e,w,x,c,e,w,x,x,o,z,p,y,v,y,d,n,t,r,aa,n,t,m,f,u,a,k,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,o,z,p,y,v,y,d,i,s,m,f,u,a,k,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,l,o,z,h,d,m,f,u,a,k,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,g,h,d,l,u,f,m,a,k,,,,,,,,,,,,,,,,,,,,,,,
f,e,w,o,g,p,y,d,n,t,r,aa,n,t,m,b,u,a,k,,,,,,,,,,,,,,,,,,,,,
b,e,d,x,c,e,w,o,z,h,w,n,t,r,aa,n,t,m,f,u,a,k,,,,,,,,,,,,,,,,,,
b,y,w,o,z,p,y,v,y,v,v,e,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,f,x,c,w,o,z,p,y,d,q,j,m,u,a,k,,,,,,,,,,,,,,,
k,e,w,o,g,p,y,v,y,d,l,m,f,u,a,b,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,d,o,z,p,y,w,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,o,g,p,y,d,n,a,m,f,u,t,k,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,p,g,o,y,v,y,d,n,t,r,aa,n,t,m,f,u,a,k,,,,,,,,,,,
b,e,w,o,z,y,y,v,y,v,p,v,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,
o,e,w,b,g,h,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,a,o,z,p,y,d,l,m,f,u,w,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,g,p,y,d,l,m,a,u,f,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,a,h,d,n,t,m,f,u,z,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,o,g,h,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,
w,e,w,x,c,e,b,o,z,h,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,k,c,e,w,x,c,e,w,x,c,o,g,p,y,v,y,d,i,s,m,f,u,a,x,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,h,o,z,w,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,
b,e,w,e,c,x,w,x,c,e,w,o,g,p,y,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,
h,e,w,o,g,b,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,p,g,y,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
f,e,w,o,z,p,y,d,q,j,m,b,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,k,g,h,d,l,m,f,u,a,o,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,f,w,o,z,h,d,l,m,e,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,aa,w,o,g,h,d,n,t,r,e,n,t,r,aa,n,t,m,f,u,a,k,,,,,,,,,,,,,,
b,e,w,a,c,e,w,x,c,e,w,x,c,x,o,g,p,y,v,y,d,q,j,m,f,u,k,,,,,,,,,,,,,
b,e,w,o,g,p,u,v,y,v,y,d,n,t,m,f,y,a,k,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,y,e,w,o,g,p,y,v,c,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,,
b,c,w,x,c,e,w,x,e,e,w,x,c,o,z,p,y,d,n,t,r,aa,n,t,r,aa,n,t,m,f,u,a,k,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,o,g,a,d,q,j,m,f,u,h,k,,,,,,,,,,,,,,,,,,
b,e,e,x,c,w,w,x,c,e,w,o,z,p,y,v,y,v,y,d,q,j,m,f,u,a,k,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,c,x,o,z,h,d,n,t,r,aa,n,t,m,f,u,a,k,,,,,,,,,,,,
b,q,w,x,c,e,w,o,z,h,d,e,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,
b,e,w,c,x,e,w,o,g,p,y,d,n,t,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,u,p,y,d,q,j,m,f,z,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,o,z,p,y,v,y,d,n,t,k,aa,n,t,m,f,u,a,r,,,,,,,,,
b,e,w,x,c,e,w,o,u,p,y,d,i,s,m,f,g,a,k,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,n,w,o,z,h,d,n,t,r,aa,e,t,m,f,u,a,k,,,,,,,,,,,,,,,,,,
b,e,w,o,z,h,d,q,j,u,f,m,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,z,p,y,v,y,v,y,v,d,i,s,m,k,u,a,f,,,,,,,,,,,,,,,,,,,,
b,u,w,o,g,h,d,l,m,f,e,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,j,g,h,d,q,o,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,s,h,d,i,z,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,z,p,y,v,y,q,d,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,g,h,t,n,d,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,k,x,c,e,w,x,c,e,w,o,z,h,d,n,t,r,aa,n,t,r,aa,n,t,m,f,u,a,w,,,,,,,,,,
b,e,w,x,c,e,w,x,n,e,w,x,c,c,o,z,h,d,t,r,aa,n,t,m,f,u,a,k,,,,,,,,,,,,
b,e,v,o,g,p,y,w,y,v,y,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,e,c,w,o,g,h,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,z,h,d,t,t,r,aa,n,t,r,aa,n,r,aa,n,m,f,u,a,k,,,,,,,,,,,,
b,e,w,x,c,e,w,k,z,h,d,i,s,m,f,u,a,o,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,k,c,e,w,x,c,x,o,g,h,d,i,s,m,f,u,a,,,,,,,,,,,,,,,,
b,q,w,o,z,p,y,v,y,v,y,v,d,e,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,
b,e,w,k,g,p,y,d,l,m,f,u,a,o,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,g,r,y,d,n,t,p,aa,n,t,r,aa,n,t,m,f,u,a,k,,,,,,,,,,,,,
e,e,w,x,c,e,w,x,c,b,w,o,z,h,d,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,
b,e,w,o,z,h,k,l,m,f,u,a,d,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,e,c,e,w,x,c,w,x,c,x,o,z,h,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,z,p,y,v,y,v,y,v,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,
b,p,w,x,c,e,w,o,g,e,y,v,y,v,y,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,j,c,o,g,h,d,q,x,m,f,u,a,k,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,g,n,y,v,y,v,y,d,n,t,r,aa,p,t,m,f,u,a,k,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,a,o,g,p,y,v,y,d,q,j,m,f,u,k,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,o,g,h,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,
b,v,w,o,z,p,y,e,y,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,g,h,d,q,a,m,f,u,j,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,g,w,o,e,h,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,x,c,w,o,g,h,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,
m,e,w,o,z,p,y,d,q,j,b,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
u,e,w,o,g,p,y,v,y,d,l,m,f,b,a,k,,,,,,,,,,,,,,,,,,,,,,,,
b,e,x,x,c,e,w,w,c,e,w,o,g,h,d,i,s,m,f,u,a,k,,,,,,,,,,,,,,,,,,
b,e,w,o,g,p,y,v,y,v,k,d,n,t,m,f,u,a,y,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,l,c,x,o,z,h,d,m,f,u,a,k,,,,,,,,,,,,,,,,,
b,e,w,o,z,h,d,q,f,m,j,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,x,c,e,w,x,c,f,g,h,d,i,s,m,o,u,a,k,,,,,,,,,,,,,,,,
b,e,w,x,o,e,w,c,z,h,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,g,p,y,v,k,d,n,t,m,f,u,a,y,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,m,p,y,d,l,z,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
s,e,w,o,g,h,d,i,b,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,g,p,n,d,y,t,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,z,h,m,q,j,d,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,y,o,g,p,w,d,n,t,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,o,z,q,y,d,p,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,
h,e,w,o,g,b,d,q,j,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,x,c,e,w,d,g,h,o,l,m,f,u,a,k,,,,,,,,,,,,,,,,,,,,,,,
b,e,w,o,g,p,y,v,y,d,u,t,r,aa,n,t,m,f,n,a,k,,,,,,,,,,,,,,,,,,,
