0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,o,EOS
BOS,e,a,g,EOS,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,r,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,x,k,EOS
s,BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,w,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,o,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,h,d,v,o,w,b,k,EOS
BOS,e,BOS,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,d,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,q,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,k,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,y,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,BOS,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,g,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,e,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,e,w,b,k,EOS
BOS,e,a,g,q,h,c,l,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,l,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,v,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,e,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,k,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,w,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,l,EOS
s,BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,y,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,c,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,EOS,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,h,k,EOS
BOS,e,a,g,q,h,c,j,l,r,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
l,BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,k,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,l,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,w,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,y,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,p,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,a,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,o,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,d,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,h,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,t,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,r,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,g,w,b,k,EOS
BOS,e,a,g,q,h,c,q,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
q,BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,EOS,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,a,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,o,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,k,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,y,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,d,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,x,v,o,w,b,k,EOS
BOS,e,a,g,q,h,q,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,EOS,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,u,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,g,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,i,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,w,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,p,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,w,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,w,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,w,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,x,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,m,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,q,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,d,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,m,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,v,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,l,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,n,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,n,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,EOS,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,o,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,d,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
y,BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,t,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,k,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,n,b,k,EOS
BOS,v,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,f,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,l,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,o,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,r,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,f,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,s,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,j,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,t,w,b,k,EOS
BOS,t,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,p,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,e,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,s,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,e,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,p,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,q,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,h,EOS
BOS,e,a,g,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,k,m,n,x,i,y,r,d,v,o,w,b,k,EOS
j,BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
f,BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,t,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,l,r,d,v,o,w,b,k,EOS
BOS,e,a,q,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,j,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,i,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,b,k,EOS
BOS,e,a,g,q,m,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,o,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,m,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,o,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,t,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,r,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,n,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,u,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,a,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,i,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,j,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,i,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,n,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,o,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,e,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,s,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,g,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,q,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,y,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,e,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,t,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,s,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,n,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,v,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,a,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,BOS,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,u,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,k,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,x,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,d,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,g,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,o,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,b,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,y,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,t,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,e,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,q,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,i,b,k,EOS
BOS,e,a,g,q,EOS,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,v,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,b,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,g,x,i,y,r,d,v,o,w,b,k,EOS
f,BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
v,BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,h,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,u,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,r,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,n,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,f,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,q,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,n,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,i,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,i,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,k,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,EOS,v,o,w,b,k,EOS
BOS,e,a,g,q,h,c,j,l,p,t,s,f,u,m,n,x,i,y,r,d,v,o,i,w,b,k,EOS
