0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
c,l,g,h,q,m,o,e,m,d,k,f,,,,,,
c,l,g,h,m,q,a,d,f,,,,,,,,,
i,p,b,n,a,f,k,,,,,,,,,,,
i,j,b,n,a,d,k,,,,,,,,,,,
i,p,n,a,d,f,k,,,,,,,,,,,
c,l,g,h,o,e,m,o,e,q,m,a,d,k,f,,,
c,l,g,h,m,o,q,m,o,e,m,o,e,a,d,k,f,
c,l,g,h,q,m,o,e,m,o,e,m,d,k,f,,,
i,p,n,b,d,f,k,,,,,,,,,,,
i,n,b,a,d,k,f,,,,,,,,,,,
i,j,n,b,a,d,k,,,,,,,,,,,
i,j,n,b,d,k,f,,,,,,,,,,,
i,j,b,n,a,d,k,,,,,,,,,,,
i,j,b,n,a,f,k,,,,,,,,,,,
i,n,b,a,d,k,f,,,,,,,,,,,
c,l,g,m,h,q,o,e,m,o,e,m,a,d,k,,,
i,j,n,a,d,k,f,,,,,,,,,,,
l,g,m,o,h,q,e,m,o,e,m,o,e,a,d,k,f,
p,b,n,a,d,k,f,,,,,,,,,,,
i,j,n,b,a,f,k,,,,,,,,,,,
i,p,b,n,d,k,f,,,,,,,,,,,
c,l,g,h,q,m,a,f,k,,,,,,,,,
c,l,g,m,h,o,e,m,o,q,e,m,o,e,a,d,f,k
i,p,n,b,a,d,f,,,,,,,,,,,
c,l,g,m,o,h,m,o,e,q,m,a,d,k,f,,,
c,l,g,h,m,o,e,q,m,o,e,m,o,a,d,k,f,
c,l,g,h,m,q,e,m,a,d,f,k,,,,,,
c,l,g,h,m,o,e,m,o,e,m,a,d,f,k,,,
i,p,n,b,a,d,f,,,,,,,,,,,
c,l,g,h,o,q,e,m,a,d,k,f,,,,,,
i,p,b,n,d,f,k,,,,,,,,,,,
c,l,g,m,h,q,a,k,f,,,,,,,,,
i,j,b,a,d,k,f,,,,,,,,,,,
c,l,g,h,q,a,d,k,f,,,,,,,,,
c,l,g,m,q,a,d,k,f,,,,,,,,,
c,l,h,m,q,a,d,k,f,,,,,,,,,
c,l,g,h,q,a,d,k,f,,,,,,,,,
i,j,b,n,a,d,f,,,,,,,,,,,
c,l,m,o,e,h,m,o,e,m,o,e,q,a,d,k,f,
c,l,g,h,q,o,e,m,a,d,k,f,,,,,,
c,l,g,h,m,o,e,m,o,e,m,a,d,k,f,,,
i,j,n,b,a,d,f,,,,,,,,,,,
i,j,n,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,o,q,m,a,d,f,k,,,,,,
i,j,b,n,a,d,f,,,,,,,,,,,
c,l,g,h,m,o,m,o,e,m,o,q,e,a,d,k,f,
i,p,n,a,d,f,k,,,,,,,,,,,
i,j,n,b,a,k,f,,,,,,,,,,,
c,l,g,o,e,m,h,q,o,e,m,o,e,m,a,d,k,f
c,l,g,h,q,m,o,e,m,d,f,k,,,,,,
c,l,g,h,q,m,a,f,k,,,,,,,,,
i,p,b,n,d,k,f,,,,,,,,,,,
c,g,h,m,o,e,q,m,o,e,m,a,d,f,k,,,
c,l,g,m,h,q,o,e,m,o,e,o,e,m,a,d,f,k
l,g,h,m,o,e,m,q,a,d,f,k,,,,,,
c,l,g,h,m,o,q,e,m,d,k,f,,,,,,
i,b,n,a,d,f,k,,,,,,,,,,,
c,l,g,m,o,h,q,e,m,d,k,f,,,,,,
c,l,g,h,q,a,d,k,f,,,,,,,,,
i,j,n,b,a,d,k,,,,,,,,,,,
c,l,g,m,e,m,o,e,m,h,q,o,e,o,a,d,f,k
c,l,g,m,e,m,h,q,a,d,k,f,,,,,,
c,l,g,m,o,q,e,m,o,e,m,o,e,a,d,f,k,
c,l,g,h,m,o,q,e,m,d,k,f,,,,,,
i,j,b,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,q,e,m,a,d,k,f,,,,,,
c,l,g,h,q,m,e,m,a,d,f,k,,,,,,
j,n,b,a,d,f,k,,,,,,,,,,,
i,p,b,a,d,f,k,,,,,,,,,,,
c,l,h,q,m,o,e,m,a,d,k,f,,,,,,
j,b,n,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,q,e,m,a,d,k,f,,,,,,
c,l,g,m,o,e,m,o,e,m,o,q,e,a,d,k,f,
c,l,g,m,o,h,e,q,m,o,e,a,d,k,f,,,
c,l,g,h,q,m,o,e,m,o,e,m,a,d,k,,,
j,n,b,a,d,k,f,,,,,,,,,,,
c,l,g,h,q,m,e,m,a,d,k,f,,,,,,
l,g,h,m,o,q,e,m,o,e,m,a,d,k,f,,,
l,g,m,h,o,q,e,m,a,d,k,f,,,,,,
l,g,m,h,q,a,d,k,f,,,,,,,,,
j,b,n,a,d,k,f,,,,,,,,,,,
i,p,b,n,a,f,k,,,,,,,,,,,
c,l,g,h,q,o,e,m,o,e,m,o,e,m,a,d,f,k
c,l,g,h,m,q,e,m,a,d,k,f,,,,,,
c,l,g,h,q,m,o,m,a,d,k,f,,,,,,
i,p,n,a,d,f,k,,,,,,,,,,,
i,j,n,b,a,d,k,,,,,,,,,,,
i,j,b,n,a,d,f,,,,,,,,,,,
i,j,n,b,d,f,k,,,,,,,,,,,
i,p,n,b,a,d,k,,,,,,,,,,,
i,p,n,a,d,k,f,,,,,,,,,,,
i,n,b,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,o,e,m,a,d,k,f,,,,,,
i,j,n,a,d,f,k,,,,,,,,,,,
i,j,n,b,a,d,f,,,,,,,,,,,
l,g,h,q,m,a,d,k,f,,,,,,,,,
c,l,g,h,m,o,q,e,m,a,d,f,,,,,,
i,p,n,b,d,k,f,,,,,,,,,,,
c,l,g,m,o,h,e,q,m,a,d,k,,,,,,
c,l,g,m,h,q,a,k,f,,,,,,,,,
c,l,g,h,m,q,o,e,m,a,d,k,,,,,,
i,j,n,b,a,d,f,,,,,,,,,,,
c,l,g,m,o,h,m,o,q,e,m,o,e,a,d,f,k,
c,l,g,q,m,a,d,k,f,,,,,,,,,
c,l,g,m,h,o,e,q,m,o,e,m,o,a,d,f,k,
j,n,b,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,o,q,e,m,a,f,k,,,,,,
c,l,g,h,m,q,d,k,f,,,,,,,,,
i,b,n,a,d,f,k,,,,,,,,,,,
i,p,b,a,d,k,f,,,,,,,,,,,
i,p,b,n,a,k,f,,,,,,,,,,,
c,l,g,h,q,m,o,e,a,d,f,k,,,,,,
i,n,b,a,d,k,f,,,,,,,,,,,
c,l,g,h,q,m,a,d,f,,,,,,,,,
c,l,g,h,m,o,q,e,m,o,e,o,e,m,a,d,f,k
i,p,n,a,d,k,f,,,,,,,,,,,
i,j,b,n,a,f,k,,,,,,,,,,,
j,b,n,a,d,k,f,,,,,,,,,,,
i,p,b,n,a,d,k,,,,,,,,,,,
c,l,g,h,q,m,o,e,m,e,m,o,e,o,a,d,f,k
i,j,n,b,a,d,f,,,,,,,,,,,
i,p,b,a,d,f,k,,,,,,,,,,,
i,j,n,b,a,d,f,,,,,,,,,,,
c,l,g,m,o,e,m,o,h,q,m,o,e,e,a,d,k,f
c,g,h,q,m,a,d,k,f,,,,,,,,,
i,j,b,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,q,a,d,f,,,,,,,,,
i,p,n,b,a,d,k,,,,,,,,,,,
c,l,g,h,m,q,o,e,m,o,e,m,o,e,a,k,f,
c,l,g,h,q,m,o,e,m,d,f,k,,,,,,
c,l,g,m,o,e,h,m,o,e,m,o,e,a,d,f,k,
c,l,g,h,m,q,a,d,k,,,,,,,,,
i,p,b,n,a,f,k,,,,,,,,,,,
i,p,b,n,a,k,f,,,,,,,,,,,
i,j,b,a,d,f,k,,,,,,,,,,,
i,n,b,a,d,k,f,,,,,,,,,,,
i,j,n,b,a,k,f,,,,,,,,,,,
c,l,g,h,q,m,o,e,m,o,e,m,o,e,a,d,f,k
c,l,g,h,q,a,d,f,k,,,,,,,,,
i,j,n,b,a,f,k,,,,,,,,,,,
i,j,b,n,d,k,f,,,,,,,,,,,
c,l,g,h,q,m,o,e,m,o,e,m,e,o,a,d,k,f
i,p,n,b,d,f,k,,,,,,,,,,,
i,p,n,b,a,d,k,,,,,,,,,,,
i,n,b,a,d,f,k,,,,,,,,,,,
i,p,b,n,a,d,k,,,,,,,,,,,
i,p,n,a,d,k,f,,,,,,,,,,,
l,g,h,q,m,a,d,k,f,,,,,,,,,
p,b,n,a,d,k,f,,,,,,,,,,,
c,l,g,m,o,e,m,h,q,d,f,k,,,,,,
i,p,n,b,a,d,f,,,,,,,,,,,
c,l,g,m,h,o,e,m,q,o,e,m,o,e,a,d,f,k
c,l,g,h,q,m,o,e,m,o,e,m,a,f,k,,,
i,p,b,n,d,k,f,,,,,,,,,,,
c,l,g,m,o,h,e,m,q,o,e,m,a,d,k,,,
c,l,g,m,o,e,h,m,e,m,o,e,q,o,a,d,f,k
i,j,n,a,d,f,k,,,,,,,,,,,
i,j,b,a,d,f,k,,,,,,,,,,,
i,p,b,n,a,f,k,,,,,,,,,,,
i,p,b,n,a,f,k,,,,,,,,,,,
c,l,g,m,h,q,o,m,a,d,k,f,,,,,,
i,j,n,b,a,f,k,,,,,,,,,,,
i,p,b,n,a,f,k,,,,,,,,,,,
c,l,g,h,q,a,d,k,f,,,,,,,,,
i,p,n,b,a,k,f,,,,,,,,,,,
i,j,n,b,d,k,f,,,,,,,,,,,
c,l,g,h,m,o,e,m,a,d,k,f,,,,,,
c,l,g,m,o,e,q,m,o,e,m,a,d,f,k,,,
c,g,m,o,e,m,o,e,m,o,h,q,e,a,d,f,k,
i,j,n,a,d,k,f,,,,,,,,,,,
c,l,g,m,o,e,m,h,q,a,d,k,,,,,,
c,l,g,m,e,h,q,m,a,d,f,k,,,,,,
p,b,n,a,d,k,f,,,,,,,,,,,
i,j,n,b,a,d,k,,,,,,,,,,,
i,j,b,n,a,d,k,,,,,,,,,,,
c,l,g,m,h,o,q,e,m,o,e,m,a,d,k,,,
c,l,g,m,h,q,d,k,f,,,,,,,,,
l,g,m,o,h,q,e,m,a,d,f,k,,,,,,
i,n,b,a,d,f,k,,,,,,,,,,,
i,j,b,a,d,k,f,,,,,,,,,,,
i,p,n,a,d,k,f,,,,,,,,,,,
i,j,n,b,a,f,k,,,,,,,,,,,
j,n,b,a,d,f,k,,,,,,,,,,,
p,n,b,a,d,k,f,,,,,,,,,,,
c,l,m,h,q,a,d,f,k,,,,,,,,,
i,j,b,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,o,e,m,a,d,f,k,,,,,,
i,p,n,a,d,k,f,,,,,,,,,,,
i,j,b,n,a,d,k,,,,,,,,,,,
c,l,g,m,o,h,e,m,q,e,m,o,e,a,d,k,f,
c,l,g,h,m,q,a,k,f,,,,,,,,,
p,n,b,a,d,k,f,,,,,,,,,,,
i,j,b,n,a,d,k,,,,,,,,,,,
c,l,g,h,m,q,o,m,a,d,f,k,,,,,,
p,b,n,a,d,f,k,,,,,,,,,,,
c,l,g,m,o,e,h,m,q,a,d,f,,,,,,
i,p,n,a,d,k,f,,,,,,,,,,,
c,l,g,m,h,q,a,k,f,,,,,,,,,
c,l,m,o,h,q,e,m,o,e,m,a,d,f,k,,,
i,p,b,n,a,d,f,,,,,,,,,,,
i,j,n,b,a,d,k,,,,,,,,,,,
i,p,n,b,d,f,k,,,,,,,,,,,
c,l,g,h,m,o,e,m,a,d,f,k,,,,,,
i,j,b,n,d,k,f,,,,,,,,,,,
c,l,g,q,m,a,d,f,k,,,,,,,,,
c,l,g,m,h,o,q,m,a,d,f,k,,,,,,
i,j,n,a,d,k,f,,,,,,,,,,,
c,l,g,m,h,q,e,m,a,d,k,f,,,,,,
i,p,b,a,d,k,f,,,,,,,,,,,
c,l,g,m,o,h,e,m,o,q,e,m,e,a,d,f,k,
i,j,b,n,d,k,f,,,,,,,,,,,
c,l,g,h,o,e,m,o,e,m,o,e,m,q,a,d,f,k
c,l,g,m,o,e,h,q,m,a,k,f,,,,,,
c,g,h,q,m,o,e,m,o,e,m,a,d,k,f,,,
c,l,g,m,o,h,e,m,o,q,m,o,e,e,a,d,k,f
i,j,b,a,d,k,f,,,,,,,,,,,
c,g,h,q,m,o,e,m,a,d,k,f,,,,,,
c,l,g,h,q,m,o,e,m,o,e,m,o,e,d,f,k,
i,p,b,n,d,f,k,,,,,,,,,,,
c,l,g,q,m,a,d,k,f,,,,,,,,,
j,b,n,a,d,k,f,,,,,,,,,,,
i,p,n,b,d,k,f,,,,,,,,,,,
c,l,g,h,m,o,e,m,o,e,m,a,d,k,f,,,
i,n,b,a,d,k,f,,,,,,,,,,,
c,l,g,h,m,o,e,m,a,d,k,f,,,,,,
i,n,b,a,d,k,f,,,,,,,,,,,
i,j,b,n,a,d,k,,,,,,,,,,,
i,j,n,b,a,d,k,,,,,,,,,,,
i,p,n,b,a,f,k,,,,,,,,,,,
c,l,g,h,o,q,e,m,a,d,k,f,,,,,,
c,l,g,h,m,o,e,m,a,d,k,f,,,,,,
i,p,n,b,a,d,k,,,,,,,,,,,
c,l,g,h,m,q,o,e,m,d,k,f,,,,,,
c,l,g,h,m,q,o,e,m,o,e,m,a,k,f,,,
i,p,b,n,a,d,k,,,,,,,,,,,
l,g,h,m,q,a,d,k,f,,,,,,,,,
c,l,g,m,o,e,h,m,q,d,k,f,,,,,,
i,j,n,b,a,d,k,,,,,,,,,,,
i,j,n,b,a,d,k,,,,,,,,,,,
c,l,g,h,q,m,a,d,k,,,,,,,,,
c,l,g,m,o,e,h,m,q,a,d,f,,,,,,
c,l,m,o,e,h,q,m,a,d,f,k,,,,,,
i,p,n,a,d,f,k,,,,,,,,,,,
c,l,g,h,q,m,o,m,a,d,f,k,,,,,,
c,l,g,h,q,m,o,e,m,o,e,m,o,e,a,d,k,
c,l,g,o,h,e,m,q,o,e,m,a,d,f,k,,,
i,b,n,a,d,f,k,,,,,,,,,,,
i,j,n,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,q,a,d,f,,,,,,,,,
c,g,m,h,q,o,e,m,a,d,f,k,,,,,,
i,p,n,b,a,f,k,,,,,,,,,,,
c,l,g,h,m,o,e,q,m,o,e,m,o,e,d,f,k,
c,l,g,m,o,h,e,q,m,o,e,m,a,d,k,,,
c,l,g,m,o,h,q,e,a,d,f,k,,,,,,
i,p,n,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,o,e,m,o,e,m,a,d,k,f,,,
i,j,b,n,d,f,k,,,,,,,,,,,
c,l,g,m,q,a,d,f,k,,,,,,,,,
i,p,n,b,d,k,f,,,,,,,,,,,
i,j,b,n,a,k,f,,,,,,,,,,,
p,n,b,a,d,k,f,,,,,,,,,,,
c,l,g,m,h,o,q,e,o,e,m,a,d,k,f,,,
i,p,n,b,a,k,f,,,,,,,,,,,
i,p,n,b,a,d,k,,,,,,,,,,,
c,l,g,h,q,m,o,e,m,d,f,k,,,,,,
c,l,g,m,h,o,q,e,m,a,f,k,,,,,,
c,l,g,h,q,m,a,d,k,,,,,,,,,
c,g,m,o,h,q,e,m,a,d,k,f,,,,,,
j,b,n,a,d,k,f,,,,,,,,,,,
i,p,n,b,a,d,f,,,,,,,,,,,
i,j,b,n,a,d,f,,,,,,,,,,,
i,j,b,a,d,f,k,,,,,,,,,,,
i,p,b,a,d,k,f,,,,,,,,,,,
i,j,b,a,d,f,k,,,,,,,,,,,
c,l,g,h,q,a,d,k,f,,,,,,,,,
i,j,b,n,a,f,k,,,,,,,,,,,
i,p,n,a,d,f,k,,,,,,,,,,,
c,l,h,m,o,e,q,m,o,e,m,a,d,k,f,,,
c,l,g,h,q,m,d,k,f,,,,,,,,,
i,b,n,a,d,k,f,,,,,,,,,,,
c,l,g,m,o,e,m,o,e,h,m,q,e,a,d,f,k,
c,l,g,h,m,a,d,k,f,,,,,,,,,
i,j,b,n,a,k,f,,,,,,,,,,,
i,b,n,a,d,k,f,,,,,,,,,,,
i,j,n,b,d,f,k,,,,,,,,,,,
c,l,g,m,h,q,a,d,f,,,,,,,,,
i,p,b,n,a,d,f,,,,,,,,,,,
c,l,g,m,o,h,e,q,o,e,m,a,d,f,k,,,
i,p,n,a,d,f,k,,,,,,,,,,,
c,l,g,h,q,a,d,f,k,,,,,,,,,
i,p,n,b,a,k,f,,,,,,,,,,,
l,g,h,q,m,o,e,m,a,d,k,f,,,,,,
c,l,g,m,h,q,a,d,k,,,,,,,,,
p,b,n,a,d,k,f,,,,,,,,,,,
c,l,g,m,h,q,a,d,f,,,,,,,,,
c,l,g,h,q,m,e,m,o,e,m,o,e,a,d,k,f,
c,l,g,m,h,q,o,e,m,d,f,k,,,,,,
j,b,n,a,d,k,f,,,,,,,,,,,
c,l,g,h,q,o,e,m,a,d,f,k,,,,,,
c,l,g,h,m,q,a,f,k,,,,,,,,,
i,j,b,a,d,k,f,,,,,,,,,,,
c,l,g,m,h,q,e,m,a,d,f,k,,,,,,
c,l,g,m,o,h,q,e,m,o,e,m,o,e,a,d,k,f
i,j,n,b,a,d,f,,,,,,,,,,,
l,g,m,o,h,q,e,m,a,d,k,f,,,,,,
c,l,h,m,q,o,e,m,a,d,k,f,,,,,,
i,p,b,n,a,d,k,,,,,,,,,,,
p,b,n,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,o,q,m,o,e,m,o,e,a,d,k,f,
c,l,g,q,m,a,d,f,k,,,,,,,,,
c,l,g,h,m,a,d,f,k,,,,,,,,,
c,l,g,h,m,q,o,e,o,e,m,o,e,m,a,d,k,f
i,p,n,a,d,f,k,,,,,,,,,,,
i,p,b,a,d,k,f,,,,,,,,,,,
i,j,n,b,a,k,f,,,,,,,,,,,
i,j,b,n,a,k,f,,,,,,,,,,,
l,g,m,h,q,a,d,k,f,,,,,,,,,
i,j,b,a,d,k,f,,,,,,,,,,,
i,j,b,n,a,f,k,,,,,,,,,,,
c,l,g,h,q,m,a,d,k,,,,,,,,,
c,l,g,h,q,a,d,k,f,,,,,,,,,
c,g,m,h,o,e,q,m,a,d,k,f,,,,,,
i,j,b,a,d,f,k,,,,,,,,,,,
p,b,n,a,d,f,k,,,,,,,,,,,
i,j,n,b,a,f,k,,,,,,,,,,,
i,p,b,n,a,d,f,,,,,,,,,,,
i,j,n,a,d,f,k,,,,,,,,,,,
i,j,b,n,a,k,f,,,,,,,,,,,
i,p,n,b,a,d,k,,,,,,,,,,,
i,j,n,a,d,f,k,,,,,,,,,,,
i,p,n,b,d,f,k,,,,,,,,,,,
i,j,b,n,a,k,f,,,,,,,,,,,
i,n,b,a,d,k,f,,,,,,,,,,,
i,p,b,n,a,d,f,,,,,,,,,,,
i,j,b,a,d,k,f,,,,,,,,,,,
c,l,g,m,o,e,m,h,q,o,e,m,o,e,a,d,k,
i,p,b,n,d,k,f,,,,,,,,,,,
i,p,n,a,d,k,f,,,,,,,,,,,
i,j,b,n,a,f,k,,,,,,,,,,,
c,l,g,m,o,e,h,m,o,e,m,o,e,a,d,f,k,
i,p,b,n,a,k,f,,,,,,,,,,,
i,p,n,b,a,d,f,,,,,,,,,,,
c,l,g,h,q,a,d,f,k,,,,,,,,,
l,g,h,q,m,a,d,f,k,,,,,,,,,
c,l,g,m,o,h,e,m,o,e,m,a,d,k,f,,,
i,p,b,a,d,f,k,,,,,,,,,,,
i,p,n,b,d,k,f,,,,,,,,,,,
c,l,g,m,o,h,q,e,m,o,m,a,d,f,k,,,
c,l,g,h,q,m,d,k,f,,,,,,,,,
i,p,b,n,a,d,k,,,,,,,,,,,
c,l,h,q,m,a,d,f,k,,,,,,,,,
i,j,n,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,q,e,m,a,d,f,k,,,,,,
i,p,n,a,d,k,f,,,,,,,,,,,
l,g,h,m,o,q,e,m,a,d,f,k,,,,,,
i,p,n,b,a,d,f,,,,,,,,,,,
i,b,n,a,d,f,k,,,,,,,,,,,
j,b,n,a,d,f,k,,,,,,,,,,,
c,l,g,m,h,q,e,m,o,e,m,o,e,o,a,d,k,f
c,l,g,m,o,h,q,e,m,o,m,a,d,k,f,,,
j,b,n,a,d,k,f,,,,,,,,,,,
c,l,g,h,o,q,e,m,a,d,f,k,,,,,,
c,l,g,m,o,m,o,e,m,o,e,h,q,e,a,d,k,f
c,l,g,h,m,q,d,f,k,,,,,,,,,
p,n,b,a,d,k,f,,,,,,,,,,,
i,j,b,n,d,k,f,,,,,,,,,,,
i,j,n,a,d,k,f,,,,,,,,,,,
c,l,g,h,q,m,o,m,a,d,f,k,,,,,,
i,j,b,n,a,d,f,,,,,,,,,,,
c,l,g,m,q,a,d,k,f,,,,,,,,,
c,l,g,h,q,m,o,e,m,a,d,k,,,,,,
c,l,m,o,e,m,h,q,o,e,m,a,d,f,k,,,
c,l,g,h,m,q,o,m,o,e,m,a,d,f,k,,,
c,l,g,m,o,e,m,h,q,o,e,m,o,e,a,d,f,k
c,l,g,m,q,a,d,f,k,,,,,,,,,
c,l,g,h,q,o,e,m,a,d,f,k,,,,,,
c,l,g,h,q,m,d,f,k,,,,,,,,,
c,l,h,q,m,o,e,m,a,d,k,f,,,,,,
i,p,n,b,a,d,f,,,,,,,,,,,
c,l,g,m,o,e,m,h,q,e,m,a,d,f,k,,,
c,l,g,h,q,m,d,k,f,,,,,,,,,
c,g,h,m,q,o,e,m,a,d,k,f,,,,,,
i,j,b,a,d,k,f,,,,,,,,,,,
i,j,b,n,d,k,f,,,,,,,,,,,
c,l,g,h,m,o,q,m,o,e,m,a,d,f,k,,,
c,l,g,m,o,h,e,m,a,d,k,f,,,,,,
i,j,b,n,a,d,f,,,,,,,,,,,
c,l,g,q,m,a,d,f,k,,,,,,,,,
i,n,b,a,d,f,k,,,,,,,,,,,
l,g,m,h,q,a,d,k,f,,,,,,,,,
i,p,b,n,a,f,k,,,,,,,,,,,
i,p,n,a,d,k,f,,,,,,,,,,,
i,p,b,a,d,k,f,,,,,,,,,,,
c,l,g,m,o,e,m,h,q,o,e,a,d,f,k,,,
c,g,m,o,h,e,q,m,a,d,k,f,,,,,,
i,j,b,n,d,k,f,,,,,,,,,,,
l,g,h,q,m,a,d,k,f,,,,,,,,,
i,p,b,a,d,k,f,,,,,,,,,,,
l,g,m,o,e,h,q,m,a,d,f,k,,,,,,
i,n,b,a,d,f,k,,,,,,,,,,,
i,j,n,b,a,k,f,,,,,,,,,,,
c,l,g,m,o,h,e,q,m,a,d,f,,,,,,
c,l,g,h,q,m,o,e,m,o,e,m,a,d,k,,,
c,l,g,m,o,h,q,m,o,e,m,a,d,k,f,,,
i,j,n,b,a,d,f,,,,,,,,,,,
i,p,n,a,d,f,k,,,,,,,,,,,
c,l,g,h,m,a,d,f,k,,,,,,,,,
c,l,g,m,h,q,o,e,m,e,m,a,d,k,f,,,
i,j,b,a,d,f,k,,,,,,,,,,,
i,j,n,b,a,f,k,,,,,,,,,,,
c,l,g,h,m,o,e,m,o,q,m,a,d,k,f,,,
c,l,g,m,o,h,q,e,m,a,d,k,,,,,,
l,g,h,q,m,a,d,f,k,,,,,,,,,
c,l,g,m,h,o,q,e,m,o,m,o,e,e,a,d,f,k
i,p,b,n,a,k,f,,,,,,,,,,,
c,l,g,m,h,o,e,m,o,q,m,a,d,f,k,,,
c,l,g,m,o,e,m,h,q,a,d,f,,,,,,
i,p,b,a,d,k,f,,,,,,,,,,,
c,l,g,h,o,e,m,o,e,q,m,a,d,k,f,,,
