0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
c,l,g,h,m,o,e,q,m,o,e,m,o,e,a,d,k,f,f
c,l,g,h,m,q,o,e,m,c,a,d,f,k,,,,,
c,l,g,h,m,o,q,e,m,o,e,m,a,d,f,k,,,
i,q,p,n,b,a,d,f,k,,,,,,,,,,
c,l,g,k,h,m,o,q,e,m,a,d,k,f,,,,,
i,p,b,n,n,a,d,f,k,,,,,,,,,,
c,l,g,m,h,h,q,a,d,k,f,,,,,,,,
l,i,j,b,n,a,d,k,f,,,,,,,,,,
c,l,g,m,h,q,a,o,d,k,f,,,,,,,,
c,l,g,m,h,q,j,a,d,k,f,,,,,,,,
c,l,g,h,m,q,a,d,k,c,f,,,,,,,,
c,l,g,h,m,q,a,q,d,k,f,,,,,,,,
i,o,j,b,n,a,d,f,k,,,,,,,,,,
c,l,g,p,m,o,e,h,m,o,e,m,o,e,q,a,d,k,f
c,l,g,h,m,q,o,e,m,a,d,k,h,f,,,,,
c,l,g,h,q,d,m,o,e,m,o,e,m,a,d,k,f,,
a,i,j,n,b,a,d,k,f,,,,,,,,,,
i,j,e,b,n,a,d,f,k,,,,,,,,,,
c,l,g,h,m,o,a,q,e,m,a,d,f,k,,,,,
i,j,b,e,n,a,d,k,f,,,,,,,,,,
c,l,g,h,m,o,e,m,o,e,m,o,q,k,e,a,d,k,f
i,p,b,n,a,d,f,m,k,,,,,,,,,,
i,j,n,b,a,k,d,k,f,,,,,,,,,,
i,c,l,g,m,o,e,m,h,q,o,e,m,o,e,a,d,k,f
c,l,g,h,q,m,o,e,m,a,d,g,f,k,,,,,
c,l,g,q,h,q,m,a,d,f,k,,,,,,,,
i,p,b,n,f,a,d,k,f,,,,,,,,,,
c,l,g,k,h,m,o,e,q,m,o,e,m,a,d,f,k,,
c,l,g,m,h,q,o,e,q,m,o,e,m,o,e,a,d,f,k
c,l,g,h,m,o,g,e,m,q,a,d,f,k,,,,,
c,l,g,h,m,o,q,e,m,g,a,d,k,f,,,,,
i,p,l,b,n,a,d,f,k,,,,,,,,,,
c,l,g,m,o,h,q,e,m,a,n,d,k,f,,,,,
c,l,g,h,q,m,a,j,d,k,f,,,,,,,,
i,j,n,b,a,d,g,f,k,,,,,,,,,,
c,l,b,g,m,o,e,m,o,e,m,h,q,o,e,a,d,f,k
c,l,g,m,o,e,m,h,q,a,o,d,k,f,,,,,
c,l,g,h,m,o,q,e,m,k,o,e,m,o,e,a,d,f,k
c,l,g,h,m,o,q,e,k,m,a,d,k,f,,,,,
i,j,b,n,p,a,d,f,k,,,,,,,,,,
c,l,g,h,m,i,q,o,e,m,a,d,k,f,,,,,
c,l,g,h,f,q,m,o,e,m,a,d,f,k,,,,,
i,j,n,h,b,a,d,f,k,,,,,,,,,,
i,p,n,k,b,a,d,f,k,,,,,,,,,,
c,l,g,h,q,m,o,e,m,a,d,b,k,f,,,,,
i,j,f,b,n,a,d,f,k,,,,,,,,,,
c,c,l,g,h,m,o,q,e,m,a,d,k,f,,,,,
c,l,g,m,h,o,e,m,o,e,m,o,q,e,a,q,d,k,f
o,c,l,g,m,o,h,e,q,m,o,e,m,a,d,k,f,,
c,l,g,h,q,n,m,o,e,m,o,e,m,a,d,k,f,,
i,j,n,b,a,d,d,k,f,,,,,,,,,,
c,c,l,g,h,q,m,o,e,m,a,d,k,f,,,,,
c,l,g,h,m,o,q,e,m,o,c,e,m,a,d,k,f,,
c,l,g,m,h,o,q,k,e,m,a,d,k,f,,,,,
j,c,l,g,m,h,q,a,d,k,f,,,,,,,,
i,j,b,n,d,a,d,k,f,,,,,,,,,,
i,p,b,n,a,d,q,f,k,,,,,,,,,,
c,l,g,h,q,p,m,o,e,m,o,e,m,o,e,a,d,f,k
p,c,l,g,h,m,o,q,e,m,a,d,k,f,,,,,
c,l,g,h,q,m,o,e,m,a,d,k,f,f,,,,,
k,i,p,n,b,a,d,f,k,,,,,,,,,,
i,j,n,b,a,m,d,f,k,,,,,,,,,,
i,j,a,b,n,a,d,k,f,,,,,,,,,,
i,j,g,n,b,a,d,f,k,,,,,,,,,,
q,i,p,n,b,a,d,k,f,,,,,,,,,,
i,i,p,b,n,a,d,k,f,,,,,,,,,,
i,j,i,n,b,a,d,f,k,,,,,,,,,,
m,c,l,g,h,m,o,q,e,m,a,d,k,f,,,,,
i,i,j,n,b,a,d,f,k,,,,,,,,,,
i,j,i,n,b,a,d,f,k,,,,,,,,,,
c,l,l,g,h,q,m,a,d,k,f,,,,,,,,
c,l,g,h,m,p,o,q,e,m,a,d,k,f,,,,,
i,p,n,b,a,f,d,k,f,,,,,,,,,,
c,l,q,g,m,o,h,e,q,m,a,d,k,f,,,,,
c,l,g,m,h,h,q,a,d,k,f,,,,,,,,
c,l,g,h,m,p,q,o,e,m,a,d,k,f,,,,,
i,j,b,n,b,a,d,f,k,,,,,,,,,,
c,l,g,m,o,h,e,m,o,q,e,m,e,o,a,d,f,k,
c,l,g,h,q,m,a,d,h,k,f,,,,,,,,
c,l,g,m,d,h,o,e,q,m,o,e,m,o,e,a,d,f,k
i,j,n,b,a,d,l,f,k,,,,,,,,,,
c,l,g,h,m,o,q,e,m,a,d,f,h,k,,,,,
c,l,g,h,m,q,a,j,d,k,f,,,,,,,,
i,j,b,n,a,d,f,m,k,,,,,,,,,,
i,d,p,b,n,a,d,k,f,,,,,,,,,,
i,p,b,n,a,h,d,k,f,,,,,,,,,,
c,l,g,h,q,m,o,e,m,a,d,f,b,k,,,,,
i,p,n,b,h,a,d,k,f,,,,,,,,,,
c,l,g,h,q,m,a,d,f,b,k,,,,,,,,
c,l,g,h,m,o,q,e,m,o,e,m,o,e,j,a,d,f,k
i,p,b,f,n,a,d,k,f,,,,,,,,,,
i,j,b,h,n,a,d,f,k,,,,,,,,,,
i,j,b,n,a,c,d,k,f,,,,,,,,,,
i,p,b,n,a,i,d,f,k,,,,,,,,,,
c,l,g,h,q,m,o,e,m,o,e,m,o,e,a,d,b,f,k
i,j,e,n,b,a,d,f,k,,,,,,,,,,
p,i,p,n,b,a,d,f,k,,,,,,,,,,
i,j,n,g,b,a,d,f,k,,,,,,,,,,
c,l,g,c,m,o,e,m,o,h,q,e,m,o,e,a,d,k,f
c,l,m,g,h,q,m,a,d,k,f,,,,,,,,
i,j,o,b,n,a,d,f,k,,,,,,,,,,
c,l,g,j,h,m,q,a,d,f,k,,,,,,,,
i,p,n,b,a,d,f,d,k,,,,,,,,,,
c,i,l,g,h,m,q,o,e,m,o,e,m,o,e,a,d,k,f
c,l,g,h,q,m,o,e,m,a,d,d,f,k,,,,,
c,l,g,m,d,o,e,h,m,o,e,m,o,q,e,a,d,f,k
c,f,l,g,h,m,q,a,d,f,k,,,,,,,,
i,p,b,n,a,q,d,f,k,,,,,,,,,,
i,p,b,j,n,a,d,k,f,,,,,,,,,,
i,j,q,n,b,a,d,f,k,,,,,,,,,,
i,p,n,b,a,d,d,k,f,,,,,,,,,,
d,i,j,n,b,a,d,k,f,,,,,,,,,,
c,l,g,h,q,m,o,d,e,m,o,e,m,o,e,a,d,f,k
c,l,h,g,m,h,q,a,d,f,k,,,,,,,,
i,h,j,n,b,a,d,f,k,,,,,,,,,,
i,j,b,n,a,j,d,k,f,,,,,,,,,,
c,l,g,h,q,m,o,k,e,m,o,e,m,o,e,a,d,k,f
i,p,n,b,b,a,d,f,k,,,,,,,,,,
i,p,n,b,h,a,d,k,f,,,,,,,,,,
i,j,n,l,b,a,d,f,k,,,,,,,,,,
i,p,b,n,a,d,m,k,f,,,,,,,,,,
c,i,p,b,n,a,d,k,f,,,,,,,,,,
e,c,l,g,h,q,m,a,d,k,f,,,,,,,,
i,p,b,g,n,a,d,k,f,,,,,,,,,,
c,l,g,m,o,e,m,h,q,a,i,d,f,k,,,,,
i,f,p,n,b,a,d,f,k,,,,,,,,,,
c,l,g,m,h,o,e,m,q,o,e,m,o,e,q,a,d,f,k
c,k,l,g,h,q,m,o,e,m,o,e,m,a,d,f,k,,
i,p,b,n,a,e,d,k,f,,,,,,,,,,
c,l,g,g,m,o,h,e,m,q,o,e,m,a,d,k,f,,
c,l,g,m,o,e,h,m,o,e,m,o,e,q,k,a,d,f,k
i,j,n,b,a,d,b,f,k,,,,,,,,,,
i,j,b,n,a,g,d,f,k,,,,,,,,,,
i,p,p,b,n,a,d,f,k,,,,,,,,,,
i,p,b,b,n,a,d,f,k,,,,,,,,,,
q,c,l,g,m,h,q,o,e,m,a,d,k,f,,,,,
i,j,n,b,b,a,d,f,k,,,,,,,,,,
i,p,j,b,n,a,d,f,k,,,,,,,,,,
c,l,g,h,q,m,a,l,d,k,f,,,,,,,,
i,p,n,b,a,a,d,k,f,,,,,,,,,,
i,n,j,n,b,a,d,k,f,,,,,,,,,,
c,l,l,g,h,m,q,o,e,m,a,d,k,f,,,,,
c,l,g,m,o,h,e,q,q,m,o,e,m,a,d,f,k,,
c,l,g,m,p,o,e,m,o,e,m,o,h,q,e,a,d,f,k
i,j,b,n,a,d,k,a,f,,,,,,,,,,
c,l,k,g,m,o,e,m,h,q,a,d,k,f,,,,,
c,l,g,g,m,o,e,h,q,m,a,d,f,k,,,,,
i,p,b,n,o,a,d,k,f,,,,,,,,,,
i,j,n,b,a,n,d,k,f,,,,,,,,,,
i,j,b,n,a,d,f,j,k,,,,,,,,,,
c,c,l,g,m,h,o,q,e,m,o,e,m,a,d,f,k,,
c,l,g,m,n,h,q,a,d,k,f,,,,,,,,
c,l,g,m,o,h,q,e,e,m,a,d,f,k,,,,,
i,j,n,f,b,a,d,f,k,,,,,,,,,,
i,j,n,d,b,a,d,k,f,,,,,,,,,,
e,i,p,b,n,a,d,k,f,,,,,,,,,,
i,j,n,b,a,k,d,f,k,,,,,,,,,,
i,j,n,b,a,d,f,l,k,,,,,,,,,,
i,p,n,i,b,a,d,k,f,,,,,,,,,,
c,k,l,g,m,h,q,a,d,f,k,,,,,,,,
i,j,b,n,d,a,d,f,k,,,,,,,,,,
c,l,g,h,m,q,j,o,e,m,a,d,f,k,,,,,
i,n,p,n,b,a,d,k,f,,,,,,,,,,
g,i,j,b,n,a,d,f,k,,,,,,,,,,
c,l,g,m,o,h,d,e,m,q,o,e,m,o,e,a,d,k,f
g,c,l,g,h,m,q,a,d,k,f,,,,,,,,
i,p,n,b,a,d,k,o,f,,,,,,,,,,
i,j,b,n,i,a,d,k,f,,,,,,,,,,
c,l,g,h,m,o,q,o,e,m,a,d,f,k,,,,,
i,p,b,n,h,a,d,f,k,,,,,,,,,,
c,l,g,m,o,e,h,m,q,a,d,b,f,k,,,,,
i,p,b,n,n,a,d,k,f,,,,,,,,,,
c,l,g,m,h,q,a,d,f,k,f,,,,,,,,
c,p,l,g,m,o,h,q,e,m,o,e,m,a,d,f,k,,
i,p,b,n,a,g,d,k,f,,,,,,,,,,
i,j,n,d,b,a,d,f,k,,,,,,,,,,
i,p,n,b,a,d,k,f,k,,,,,,,,,,
q,c,l,g,h,m,q,o,e,m,a,d,f,k,,,,,
i,n,j,b,n,a,d,k,f,,,,,,,,,,
c,l,g,h,q,m,a,j,d,f,k,,,,,,,,
c,f,l,g,m,h,o,e,q,m,a,d,f,k,,,,,
i,j,b,l,n,a,d,k,f,,,,,,,,,,
c,l,g,m,o,h,q,e,i,m,a,d,k,f,,,,,
l,i,p,n,b,a,d,k,f,,,,,,,,,,
h,c,l,g,m,o,h,e,m,o,q,e,m,o,e,a,d,f,k
i,j,b,n,a,d,k,d,f,,,,,,,,,,
c,l,g,h,m,o,e,m,o,e,m,o,e,q,a,d,f,k,
c,l,g,m,p,o,e,h,q,m,a,d,k,f,,,,,
c,c,l,g,h,q,m,o,e,m,o,e,m,a,d,k,f,,
o,c,l,g,m,o,h,e,m,o,q,e,m,e,a,d,k,f,
i,j,o,n,b,a,d,k,f,,,,,,,,,,
c,l,g,h,q,m,o,e,m,a,d,b,k,f,,,,,
c,l,g,h,o,q,m,o,e,m,o,e,m,e,a,d,f,k,
i,k,p,b,n,a,d,f,k,,,,,,,,,,
c,l,g,h,d,q,m,a,d,k,f,,,,,,,,
i,j,b,n,o,a,d,k,f,,,,,,,,,,
i,p,n,b,a,d,i,k,f,,,,,,,,,,
c,l,g,h,q,m,o,e,p,m,o,e,m,a,d,k,f,,
h,i,j,n,b,a,d,k,f,,,,,,,,,,
c,l,g,h,q,b,m,o,e,m,a,d,k,f,,,,,
h,i,p,n,b,a,d,k,f,,,,,,,,,,
i,j,b,n,a,d,e,k,f,,,,,,,,,,
i,j,n,b,a,d,k,c,f,,,,,,,,,,
i,j,p,n,b,a,d,f,k,,,,,,,,,,
c,o,l,g,m,h,o,q,e,m,a,d,k,f,,,,,
c,l,g,h,q,k,m,o,e,m,a,d,k,f,,,,,
i,p,n,b,i,a,d,f,k,,,,,,,,,,
c,l,g,h,m,q,o,e,m,a,d,k,l,f,,,,,
c,l,g,h,m,q,o,c,e,m,o,e,m,a,d,k,f,,
i,p,b,n,i,a,d,k,f,,,,,,,,,,
c,l,g,l,h,m,q,a,d,k,f,,,,,,,,
k,c,l,g,m,o,e,h,m,q,a,d,k,f,,,,,
i,j,n,b,f,a,d,k,f,,,,,,,,,,
i,j,n,b,a,d,k,i,f,,,,,,,,,,
c,l,g,h,q,m,a,d,k,k,f,,,,,,,,
c,l,g,g,m,o,e,h,m,q,a,d,f,k,,,,,
c,l,g,m,o,e,b,h,q,m,a,d,f,k,,,,,
i,p,n,m,b,a,d,f,k,,,,,,,,,,
c,l,g,h,q,m,o,e,m,a,d,f,i,k,,,,,
c,l,g,h,q,m,o,e,m,o,e,m,o,e,a,d,f,b,k
c,l,g,m,o,h,e,m,q,o,f,e,m,a,d,f,k,,
i,j,h,b,n,a,d,f,k,,,,,,,,,,
k,i,j,n,b,a,d,f,k,,,,,,,,,,
c,i,l,g,h,m,q,a,d,f,k,,,,,,,,
c,l,g,m,h,q,i,o,e,m,a,d,f,k,,,,,
i,p,n,b,a,n,d,f,k,,,,,,,,,,
c,l,g,h,m,o,e,q,m,o,a,e,m,o,e,a,d,f,k
c,l,g,m,o,h,e,n,q,m,o,e,m,a,d,f,k,,
c,l,g,m,o,o,h,q,e,m,a,d,f,k,,,,,
i,p,n,b,a,f,d,f,k,,,,,,,,,,
c,l,g,h,m,q,p,o,e,m,o,e,m,a,d,k,f,,
i,j,b,n,a,a,d,f,k,,,,,,,,,,
h,c,l,g,h,m,q,a,d,f,k,,,,,,,,
i,p,n,b,a,d,k,d,f,,,,,,,,,,
i,n,j,b,n,a,d,k,f,,,,,,,,,,
i,p,p,n,b,a,d,k,f,,,,,,,,,,
g,c,l,g,m,h,o,q,e,m,o,e,m,a,d,k,f,,
i,p,n,b,a,d,k,p,f,,,,,,,,,,
i,p,n,b,p,a,d,k,f,,,,,,,,,,
c,l,g,h,q,m,o,e,m,a,d,f,g,k,,,,,
k,c,l,g,m,h,o,q,e,m,a,d,f,k,,,,,
c,h,l,g,h,q,m,a,d,k,f,,,,,,,,
c,l,g,m,o,h,h,q,e,m,a,d,k,f,,,,,
i,q,j,b,n,a,d,k,f,,,,,,,,,,
b,i,p,n,b,a,d,f,k,,,,,,,,,,
i,j,b,n,a,d,k,h,f,,,,,,,,,,
i,j,n,b,a,d,b,f,k,,,,,,,,,,
i,p,e,b,n,a,d,k,f,,,,,,,,,,
i,j,b,e,n,a,d,f,k,,,,,,,,,,
c,l,g,h,q,m,a,d,b,k,f,,,,,,,,
i,j,b,n,a,a,d,f,k,,,,,,,,,,
b,i,p,b,n,a,d,f,k,,,,,,,,,,
c,l,g,h,m,o,e,q,m,o,e,o,m,a,d,k,f,,
c,l,g,h,q,d,m,a,d,k,f,,,,,,,,
i,p,b,n,n,a,d,k,f,,,,,,,,,,
c,l,g,m,o,e,m,o,e,h,g,m,o,q,e,a,d,f,k
c,l,g,h,m,q,a,d,e,k,f,,,,,,,,
i,g,j,b,n,a,d,k,f,,,,,,,,,,
i,j,b,d,n,a,d,k,f,,,,,,,,,,
i,j,n,b,a,d,q,f,k,,,,,,,,,,
c,l,g,o,m,h,q,a,d,f,k,,,,,,,,
i,p,j,b,n,a,d,f,k,,,,,,,,,,
c,l,g,j,m,o,h,e,q,m,o,e,m,a,d,f,k,,
i,p,n,b,a,d,h,f,k,,,,,,,,,,
c,l,g,h,q,j,m,a,d,f,k,,,,,,,,
i,g,p,n,b,a,d,k,f,,,,,,,,,,
c,l,g,h,q,m,o,e,m,a,d,i,k,f,,,,,
k,c,l,g,m,h,q,a,d,f,k,,,,,,,,
i,p,b,n,a,p,d,k,f,,,,,,,,,,
c,l,g,m,h,q,a,n,d,k,f,,,,,,,,
c,l,g,h,q,m,o,e,m,o,e,m,o,e,a,d,k,f,f
c,l,g,m,h,q,o,p,e,m,a,d,f,k,,,,,
i,j,b,n,h,a,d,k,f,,,,,,,,,,
c,l,c,g,h,q,m,o,e,m,a,d,f,k,,,,,
i,c,l,g,h,m,q,a,d,f,k,,,,,,,,
i,j,b,n,a,d,k,c,f,,,,,,,,,,
c,l,g,m,h,a,q,o,e,m,a,d,f,k,,,,,
c,l,g,m,o,h,q,e,m,o,e,m,o,e,a,d,k,f,
i,e,j,n,b,a,d,k,f,,,,,,,,,,
c,l,g,m,o,h,q,e,m,a,d,k,c,f,,,,,
c,l,g,h,h,m,q,o,e,m,a,d,k,f,,,,,
i,p,b,n,a,a,d,k,f,,,,,,,,,,
i,p,b,n,a,k,d,f,k,,,,,,,,,,
h,c,l,g,h,m,o,q,e,m,o,e,m,o,e,a,d,k,f
c,l,g,h,a,q,m,a,d,f,k,,,,,,,,
c,l,n,g,h,q,m,a,d,f,k,,,,,,,,
c,l,g,h,m,q,o,e,m,o,e,m,o,e,a,d,k,p,f
i,d,p,n,b,a,d,f,k,,,,,,,,,,
o,i,p,b,n,a,d,k,f,,,,,,,,,,
i,j,p,n,b,a,d,k,f,,,,,,,,,,
c,i,j,b,n,a,d,k,f,,,,,,,,,,
c,i,l,g,m,h,q,a,d,k,f,,,,,,,,
i,j,b,c,n,a,d,k,f,,,,,,,,,,
i,j,b,n,i,a,d,f,k,,,,,,,,,,
c,l,g,h,q,p,m,a,d,f,k,,,,,,,,
c,l,g,h,q,m,k,a,d,k,f,,,,,,,,
c,l,g,m,h,o,e,q,q,m,a,d,k,f,,,,,
i,j,n,b,a,d,m,f,k,,,,,,,,,,
i,p,b,n,a,c,d,f,k,,,,,,,,,,
i,l,j,n,b,a,d,f,k,,,,,,,,,,
i,p,b,n,a,d,c,k,f,,,,,,,,,,
i,j,l,b,n,a,d,f,k,,,,,,,,,,
j,i,j,b,n,a,d,k,f,,,,,,,,,,
i,p,n,b,a,d,p,k,f,,,,,,,,,,
p,i,j,b,n,a,d,f,k,,,,,,,,,,
i,p,n,b,a,d,n,f,k,,,,,,,,,,
i,j,b,n,a,q,d,k,f,,,,,,,,,,
i,p,n,b,a,d,h,k,f,,,,,,,,,,
i,p,b,n,a,p,d,k,f,,,,,,,,,,
i,j,n,b,a,k,d,k,f,,,,,,,,,,
c,l,g,m,o,e,m,h,h,q,o,e,m,o,e,a,d,f,k
i,p,b,n,a,o,d,k,f,,,,,,,,,,
i,p,b,b,n,a,d,k,f,,,,,,,,,,
k,i,j,b,n,a,d,f,k,,,,,,,,,,
c,l,g,m,o,e,h,m,o,q,e,m,o,e,a,d,f,k,
i,p,b,n,l,a,d,k,f,,,,,,,,,,
i,a,p,n,b,a,d,f,k,,,,,,,,,,
c,l,g,m,h,q,a,l,d,f,k,,,,,,,,
c,l,g,h,d,q,m,a,d,f,k,,,,,,,,
c,l,i,g,m,o,h,q,e,m,o,e,m,a,d,k,f,,
i,p,b,n,a,d,f,e,k,,,,,,,,,,
f,i,p,n,b,a,d,k,f,,,,,,,,,,
c,l,g,m,o,h,l,q,e,m,o,e,m,a,d,f,k,,
c,l,g,h,q,m,b,a,d,k,f,,,,,,,,
j,i,p,b,n,a,d,k,f,,,,,,,,,,
c,l,g,h,q,m,a,d,h,f,k,,,,,,,,
o,i,j,n,b,a,d,f,k,,,,,,,,,,
c,l,g,g,h,m,q,o,e,m,a,d,f,k,,,,,
g,i,p,b,n,a,d,k,f,,,,,,,,,,
c,l,g,h,m,o,q,e,c,m,a,d,f,k,,,,,
i,p,n,b,a,d,e,f,k,,,,,,,,,,
i,p,b,n,b,a,d,f,k,,,,,,,,,,
i,j,b,p,n,a,d,f,k,,,,,,,,,,
c,l,g,m,o,h,q,e,m,o,e,j,m,o,e,a,d,k,f
c,d,l,g,m,o,h,q,e,m,o,e,m,a,d,k,f,,
f,i,j,b,n,a,d,k,f,,,,,,,,,,
q,c,l,g,m,h,o,q,e,m,a,d,f,k,,,,,
c,j,l,g,m,o,e,m,o,e,m,o,e,h,q,a,d,k,f
c,l,g,h,m,q,a,n,d,f,k,,,,,,,,
i,p,n,b,d,a,d,k,f,,,,,,,,,,
i,j,b,n,a,g,d,k,f,,,,,,,,,,
i,j,n,b,a,d,c,k,f,,,,,,,,,,
f,c,l,g,h,q,m,o,e,m,a,d,f,k,,,,,
i,i,j,b,n,a,d,k,f,,,,,,,,,,
c,l,g,m,h,q,a,d,j,k,f,,,,,,,,
c,a,l,g,h,q,m,o,e,m,a,d,f,k,,,,,
c,l,g,m,o,e,m,h,q,o,e,m,h,a,d,f,k,,
c,l,g,h,m,q,o,e,m,o,n,e,m,a,d,f,k,,
