0,1,2,3,4,5,6,7,8,9,10
i,k,e,l,o,o,,,,,
b,o,m,c,,,,,,,
i,k,m,e,l,o,,,,,
h,i,k,e,l,o,a,o,,,
g,p,h,e,q,j,f,m,c,,
i,k,a,e,l,o,,,,,
g,i,p,h,q,f,n,m,c,,
d,d,,,,,,,,,
i,k,e,l,j,o,,,,,
n,d,,,,,,,,,
g,q,p,h,n,i,f,m,c,,
f,g,q,h,p,n,f,m,c,,
g,h,q,p,d,n,f,m,c,,
i,c,k,e,l,o,,,,,
f,i,k,e,l,o,,,,,
m,d,,,,,,,,,
d,d,,,,,,,,,
a,i,k,e,l,o,,,,,
l,d,,,,,,,,,
l,d,,,,,,,,,
g,g,h,p,q,n,f,m,c,,
g,q,h,m,p,j,f,m,c,,
b,q,m,c,,,,,,,
g,h,p,b,q,f,n,m,c,,
i,g,q,h,p,j,f,m,c,,
b,m,n,c,,,,,,,
h,d,,,,,,,,,
g,q,h,p,j,l,f,m,c,,
f,d,,,,,,,,,
i,k,p,e,l,o,,,,,
p,d,,,,,,,,,
h,b,m,c,,,,,,,
b,m,h,c,,,,,,,
i,k,e,h,l,o,a,o,a,o,
a,i,k,e,l,o,a,o,a,o,
g,p,q,h,q,j,f,m,c,,
i,k,e,l,o,k,a,o,,,
b,i,k,e,l,o,,,,,
f,d,,,,,,,,,
g,c,h,q,p,f,j,m,c,,
g,d,,,,,,,,,
b,a,m,c,,,,,,,
f,d,,,,,,,,,
g,p,h,q,j,f,m,d,c,,
n,d,,,,,,,,,
m,b,m,c,,,,,,,
g,p,q,j,h,j,f,m,c,,
i,k,e,c,l,o,,,,,
b,m,g,c,,,,,,,
g,h,h,q,p,f,n,m,c,,
f,d,,,,,,,,,
i,k,e,l,o,g,a,o,,,
i,k,e,l,o,a,o,a,q,o,
i,k,e,l,a,o,,,,,
g,q,j,p,h,j,f,m,c,,
c,d,,,,,,,,,
b,m,f,c,,,,,,,
i,d,,,,,,,,,
f,b,m,c,,,,,,,
b,m,g,c,,,,,,,
h,b,m,c,,,,,,,
g,q,h,p,f,o,n,m,c,,
b,m,m,c,,,,,,,
i,k,i,e,l,o,,,,,
p,i,k,e,l,o,,,,,
h,d,,,,,,,,,
o,g,h,q,p,f,n,m,c,,
g,q,h,p,j,o,f,m,c,,
m,i,k,e,l,o,,,,,
g,q,p,h,f,j,p,m,c,,
i,k,e,m,l,o,,,,,
i,d,,,,,,,,,
g,e,h,q,p,j,f,m,c,,
b,d,,,,,,,,,
i,k,e,l,l,o,,,,,
b,l,m,c,,,,,,,
g,q,p,h,n,f,j,m,c,,
i,c,k,e,l,o,,,,,
p,d,,,,,,,,,
g,p,q,a,h,n,f,m,c,,
b,m,p,c,,,,,,,
k,d,,,,,,,,,
b,m,k,c,,,,,,,
g,q,p,h,j,n,f,m,c,,
b,l,m,c,,,,,,,
b,d,,,,,,,,,
b,d,,,,,,,,,
b,m,q,c,,,,,,,
i,k,n,e,l,o,,,,,
k,d,,,,,,,,,
i,m,k,e,l,o,,,,,
b,d,,,,,,,,,
p,d,,,,,,,,,
i,k,e,l,o,a,c,o,a,o,a
e,b,m,c,,,,,,,
b,m,n,c,,,,,,,
i,k,e,h,l,o,a,o,,,
d,b,m,c,,,,,,,
g,d,,,,,,,,,
g,h,p,h,q,f,n,m,c,,
g,p,h,a,q,f,j,m,c,,
i,k,k,e,l,o,,,,,
b,d,,,,,,,,,
b,o,m,c,,,,,,,
b,n,m,c,,,,,,,
l,b,m,c,,,,,,,
c,d,,,,,,,,,
g,q,h,p,j,f,m,m,c,,
i,n,k,e,l,o,a,o,a,o,
g,e,q,p,h,j,f,m,c,,
g,h,h,p,q,n,f,m,c,,
g,l,q,p,h,n,f,m,c,,
n,b,m,c,,,,,,,
k,d,,,,,,,,,
i,k,e,p,l,o,,,,,
c,i,k,e,l,o,a,o,,,
g,p,h,q,f,n,e,m,c,,
i,f,k,e,l,o,a,o,,,
i,c,k,e,l,o,,,,,
i,k,e,l,o,f,a,o,,,
j,b,m,c,,,,,,,
b,m,h,c,,,,,,,
b,p,m,c,,,,,,,
g,d,,,,,,,,,
a,d,,,,,,,,,
b,b,m,c,,,,,,,
q,i,k,e,l,o,a,o,,,
i,d,k,e,l,o,a,o,,,
g,h,p,q,f,j,i,m,c,,
l,d,,,,,,,,,
b,m,l,c,,,,,,,
a,b,m,c,,,,,,,
i,k,e,d,l,o,a,o,,,
n,b,m,c,,,,,,,
g,q,h,p,o,f,j,m,c,,
i,i,k,e,l,o,,,,,
i,d,,,,,,,,,
g,q,p,h,f,j,m,n,c,,
i,k,e,l,o,o,a,o,,,
q,d,,,,,,,,,
i,m,k,e,l,o,a,o,,,
g,p,h,q,j,f,f,m,c,,
b,p,m,c,,,,,,,
q,d,,,,,,,,,
g,e,p,q,h,j,f,m,c,,
g,h,q,p,l,f,j,m,c,,
n,b,m,c,,,,,,,
g,q,p,h,m,n,f,m,c,,
a,d,,,,,,,,,
i,k,e,l,o,a,m,o,,,
c,g,h,q,p,j,f,m,c,,
g,q,c,p,h,f,j,m,c,,
p,b,m,c,,,,,,,
i,k,e,l,n,o,a,o,a,o,a
g,h,p,q,f,n,h,m,c,,
b,b,m,c,,,,,,,
g,h,q,p,j,f,m,a,c,,
i,p,k,e,l,o,,,,,
h,d,,,,,,,,,
b,l,m,c,,,,,,,
i,k,e,l,o,a,f,o,a,o,
n,d,,,,,,,,,
h,d,,,,,,,,,
g,d,,,,,,,,,
q,g,q,h,p,f,j,m,c,,
i,k,e,l,o,a,q,o,a,o,a
g,h,q,p,c,f,j,m,c,,
n,d,,,,,,,,,
j,d,,,,,,,,,
p,d,,,,,,,,,
i,k,e,l,d,o,,,,,
b,a,m,c,,,,,,,
k,d,,,,,,,,,
g,p,q,p,h,j,f,m,c,,
g,p,h,q,f,n,m,d,c,,
b,e,m,c,,,,,,,
g,h,p,n,q,j,f,m,c,,
g,d,,,,,,,,,
d,d,,,,,,,,,
g,q,p,h,d,n,f,m,c,,
l,d,,,,,,,,,
c,b,m,c,,,,,,,
g,h,q,p,n,e,f,m,c,,
i,k,d,e,l,o,,,,,
b,a,m,c,,,,,,,
b,e,m,c,,,,,,,
q,b,m,c,,,,,,,
g,h,p,q,n,f,p,m,c,,
g,h,q,p,g,n,f,m,c,,
n,b,m,c,,,,,,,
b,d,,,,,,,,,
j,d,,,,,,,,,
b,m,o,c,,,,,,,
g,h,p,b,q,n,f,m,c,,
i,k,e,l,o,a,c,o,a,o,a
i,k,j,e,l,o,a,o,,,
m,g,q,h,p,f,n,m,c,,
b,j,m,c,,,,,,,
b,m,m,c,,,,,,,
i,q,k,e,l,o,,,,,
q,g,p,q,h,f,j,m,c,,
g,m,p,q,h,n,f,m,c,,
e,d,,,,,,,,,
g,h,p,q,p,j,f,m,c,,
f,b,m,c,,,,,,,
m,d,,,,,,,,,
i,g,h,p,q,n,f,m,c,,
d,d,,,,,,,,,
m,d,,,,,,,,,
g,h,a,p,q,f,n,m,c,,
i,d,,,,,,,,,
c,d,,,,,,,,,
g,h,q,p,f,c,j,m,c,,
n,d,,,,,,,,,
g,g,p,h,q,j,f,m,c,,
b,d,,,,,,,,,
g,h,p,l,q,j,f,m,c,,
o,i,k,e,l,o,,,,,
g,h,q,p,j,f,f,m,c,,
h,d,,,,,,,,,
g,p,q,h,n,f,g,m,c,,
b,m,a,c,,,,,,,
m,d,,,,,,,,,
g,p,q,h,k,j,f,m,c,,
b,m,q,c,,,,,,,
b,m,n,c,,,,,,,
b,m,l,c,,,,,,,
i,k,e,l,h,o,,,,,
o,d,,,,,,,,,
m,i,k,e,l,o,,,,,
b,n,m,c,,,,,,,
b,m,q,c,,,,,,,
g,p,i,q,h,j,f,m,c,,
g,p,q,h,f,j,m,b,c,,
b,m,f,c,,,,,,,
g,d,,,,,,,,,
g,q,p,h,f,j,m,k,c,,
g,p,h,q,j,f,e,m,c,,
g,q,h,p,f,j,a,m,c,,
j,d,,,,,,,,,
n,d,,,,,,,,,
i,i,k,e,l,o,,,,,
g,p,q,h,j,f,e,m,c,,
b,m,d,c,,,,,,,
o,b,m,c,,,,,,,
g,h,p,q,h,f,j,m,c,,
b,m,e,c,,,,,,,
a,b,m,c,,,,,,,
i,a,k,e,l,o,a,o,a,o,
g,p,p,q,h,f,j,m,c,,
a,d,,,,,,,,,
g,q,h,p,f,j,m,k,c,,
g,q,g,h,p,n,f,m,c,,
g,g,p,h,q,j,f,m,c,,
i,k,f,e,l,o,,,,,
b,m,o,c,,,,,,,
n,b,m,c,,,,,,,
g,h,o,p,q,j,f,m,c,,
b,m,h,c,,,,,,,
i,k,e,k,l,o,,,,,
q,b,m,c,,,,,,,
m,d,,,,,,,,,
b,b,m,c,,,,,,,
i,k,j,e,l,o,a,o,,,
b,m,f,c,,,,,,,
i,k,e,l,o,a,g,o,,,
b,m,b,c,,,,,,,
a,d,,,,,,,,,
f,d,,,,,,,,,
g,p,h,q,j,p,f,m,c,,
m,d,,,,,,,,,
i,k,e,l,o,a,k,o,,,
n,d,,,,,,,,,
g,p,b,q,h,f,j,m,c,,
p,g,h,p,q,j,f,m,c,,
h,i,k,e,l,o,,,,,
f,d,,,,,,,,,
g,h,q,p,f,n,m,f,c,,
b,m,e,c,,,,,,,
b,h,m,c,,,,,,,
i,k,e,l,n,o,,,,,
g,b,m,c,,,,,,,
n,d,,,,,,,,,
a,d,,,,,,,,,
g,q,h,p,n,f,o,m,c,,
i,b,m,c,,,,,,,
b,j,m,c,,,,,,,
b,j,m,c,,,,,,,
g,q,p,h,g,f,n,m,c,,
i,k,e,c,l,o,,,,,
m,d,,,,,,,,,
j,g,h,q,p,n,f,m,c,,
i,k,e,l,o,a,o,a,o,a,
i,k,e,l,o,a,o,a,o,a,g
n,d,,,,,,,,,
i,k,e,l,g,o,,,,,
i,k,e,f,l,o,,,,,
b,m,h,c,,,,,,,
f,d,,,,,,,,,
g,d,,,,,,,,,
g,p,q,h,n,q,f,m,c,,
j,b,m,c,,,,,,,
g,q,d,p,h,f,n,m,c,,
b,e,m,c,,,,,,,
p,d,,,,,,,,,
g,j,q,p,h,f,j,m,c,,
i,k,e,l,o,c,a,o,a,o,a
g,q,h,p,n,f,a,m,c,,
d,d,,,,,,,,,
g,b,q,p,h,j,f,m,c,,
e,b,m,c,,,,,,,
m,i,k,e,l,o,,,,,
o,d,,,,,,,,,
d,d,,,,,,,,,
g,q,h,p,h,n,f,m,c,,
i,k,e,l,o,n,a,o,,,
i,k,e,l,o,a,m,o,,,
b,d,m,c,,,,,,,
g,p,q,h,f,j,f,m,c,,
g,p,q,h,n,f,m,e,c,,
g,q,p,h,f,j,n,m,c,,
j,b,m,c,,,,,,,
g,h,p,q,d,f,j,m,c,,
i,k,e,l,m,o,,,,,
a,d,,,,,,,,,
l,b,m,c,,,,,,,
i,k,e,d,l,o,a,o,a,o,
b,m,d,c,,,,,,,
i,d,,,,,,,,,
m,d,,,,,,,,,
i,k,f,e,l,o,,,,,
g,q,h,p,n,d,f,m,c,,
g,b,m,c,,,,,,,
g,q,h,p,e,n,f,m,c,,
i,k,m,e,l,o,,,,,
i,p,k,e,l,o,a,o,,,
k,d,,,,,,,,,
i,k,e,l,o,j,a,o,,,
j,i,k,e,l,o,,,,,
k,d,,,,,,,,,
b,d,,,,,,,,,
b,k,m,c,,,,,,,
g,q,h,p,j,a,f,m,c,,
g,p,q,h,f,h,j,m,c,,
j,i,k,e,l,o,,,,,
g,p,q,h,p,f,j,m,c,,
i,k,e,l,o,k,a,o,a,o,
g,q,p,h,d,n,f,m,c,,
g,q,h,p,n,o,f,m,c,,
b,i,m,c,,,,,,,
b,m,c,c,,,,,,,
d,d,,,,,,,,,
e,b,m,c,,,,,,,
b,p,m,c,,,,,,,
b,m,d,c,,,,,,,
h,d,,,,,,,,,
a,b,m,c,,,,,,,
g,p,h,q,q,f,n,m,c,,
g,p,i,h,q,j,f,m,c,,
i,d,k,e,l,o,,,,,
g,q,h,q,p,j,f,m,c,,
b,d,,,,,,,,,
b,k,m,c,,,,,,,
g,q,p,h,f,j,m,c,c,,
m,g,p,q,h,j,f,m,c,,
b,m,j,c,,,,,,,
m,d,,,,,,,,,
g,f,h,p,q,n,f,m,c,,
k,d,,,,,,,,,
f,d,,,,,,,,,
b,d,,,,,,,,,
f,i,k,e,l,o,a,o,,,
g,q,h,p,n,h,f,m,c,,
i,k,e,l,l,o,a,o,,,
i,d,,,,,,,,,
b,m,f,c,,,,,,,
g,h,p,q,f,j,m,l,c,,
i,d,,,,,,,,,
b,m,e,c,,,,,,,
b,m,k,c,,,,,,,
g,h,p,q,j,n,f,m,c,,
i,k,e,l,o,a,a,o,,,
i,k,e,l,o,a,e,o,,,
l,d,,,,,,,,,
a,d,,,,,,,,,
g,p,q,h,j,c,f,m,c,,
c,d,,,,,,,,,
p,d,,,,,,,,,
d,d,,,,,,,,,
i,k,j,e,l,o,a,o,,,
g,p,p,h,q,j,f,m,c,,
g,q,k,h,p,f,j,m,c,,
b,p,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,b,a
b,m,l,c,,,,,,,
i,k,e,n,l,o,,,,,
j,d,,,,,,,,,
b,m,i,c,,,,,,,
g,q,k,p,h,j,f,m,c,,
p,d,,,,,,,,,
l,d,,,,,,,,,
i,k,g,e,l,o,,,,,
i,k,e,l,o,a,o,a,o,a,c
e,d,,,,,,,,,
g,m,p,h,q,f,j,m,c,,
e,d,,,,,,,,,
i,k,e,e,l,o,,,,,
d,d,,,,,,,,,
q,d,,,,,,,,,
b,c,m,c,,,,,,,
q,d,,,,,,,,,
b,h,m,c,,,,,,,
e,b,m,c,,,,,,,
b,m,o,c,,,,,,,
i,k,k,e,l,o,,,,,
g,h,l,p,q,j,f,m,c,,
d,g,p,h,q,j,f,m,c,,
q,i,k,e,l,o,,,,,
o,g,p,h,q,n,f,m,c,,
i,k,e,l,o,a,g,o,,,
d,i,k,e,l,o,,,,,
f,d,,,,,,,,,
a,d,,,,,,,,,
g,a,h,p,q,f,n,m,c,,
b,j,m,c,,,,,,,
q,d,,,,,,,,,
b,b,m,c,,,,,,,
a,b,m,c,,,,,,,
g,p,q,h,j,l,f,m,c,,
g,g,q,p,h,n,f,m,c,,
b,m,q,c,,,,,,,
n,d,,,,,,,,,
g,n,h,q,p,j,f,m,c,,
i,k,e,l,o,a,c,o,a,o,
b,m,d,c,,,,,,,
p,b,m,c,,,,,,,
g,p,h,q,f,j,m,h,c,,
i,k,k,e,l,o,,,,,
b,m,e,c,,,,,,,
b,i,m,c,,,,,,,
i,k,e,l,o,a,m,o,a,o,a
b,m,m,c,,,,,,,
i,k,e,a,l,o,,,,,
b,m,f,c,,,,,,,
g,p,q,h,j,f,f,m,c,,
g,q,h,p,f,j,n,m,c,,
g,n,p,q,h,j,f,m,c,,
i,d,,,,,,,,,
j,d,,,,,,,,,
i,c,k,e,l,o,a,o,,,
o,d,,,,,,,,,
i,p,k,e,l,o,,,,,
i,k,e,l,o,n,a,o,,,
g,q,p,h,j,f,f,m,c,,
g,q,k,p,h,j,f,m,c,,
b,i,m,c,,,,,,,
b,a,m,c,,,,,,,
i,k,e,l,o,f,a,o,a,o,
i,k,e,e,l,o,,,,,
d,d,,,,,,,,,
b,g,p,h,q,f,n,m,c,,
g,q,p,j,h,n,f,m,c,,
k,d,,,,,,,,,
l,d,,,,,,,,,
g,d,,,,,,,,,
j,b,m,c,,,,,,,
b,m,k,c,,,,,,,
i,k,e,h,l,o,a,o,,,
b,q,m,c,,,,,,,
i,k,e,h,l,o,a,o,,,
e,d,,,,,,,,,
i,k,e,l,o,f,a,o,,,
i,h,k,e,l,o,a,o,,,
g,p,h,q,n,m,f,m,c,,
l,d,,,,,,,,,
o,d,,,,,,,,,
j,d,,,,,,,,,
i,k,e,l,l,o,,,,,
g,p,q,h,j,f,n,m,c,,
i,l,k,e,l,o,a,o,a,o,
i,k,e,l,o,k,a,o,,,
a,d,,,,,,,,,
i,k,e,l,o,d,a,o,a,o,
g,p,h,q,c,n,f,m,c,,
g,p,q,h,n,f,l,m,c,,
g,d,,,,,,,,,
i,e,k,e,l,o,a,o,,,
p,d,,,,,,,,,
i,k,e,m,l,o,a,o,,,
i,h,k,e,l,o,a,o,,,
i,i,k,e,l,o,,,,,
d,d,,,,,,,,,
h,d,,,,,,,,,
b,g,m,c,,,,,,,
b,i,m,c,,,,,,,
i,k,e,p,l,o,,,,,
m,d,,,,,,,,,
i,k,j,e,l,o,a,o,,,
o,g,q,p,h,f,j,m,c,,
i,d,,,,,,,,,
g,h,c,q,p,j,f,m,c,,
g,p,q,o,h,n,f,m,c,,
i,k,e,l,o,a,l,o,,,
i,k,e,l,m,o,a,o,a,o,
b,q,m,c,,,,,,,
d,d,,,,,,,,,
p,g,q,h,p,n,f,m,c,,
b,d,m,c,,,,,,,
g,q,p,h,e,f,n,m,c,,
i,k,e,q,l,o,,,,,
b,m,p,c,,,,,,,
n,d,,,,,,,,,
b,l,m,c,,,,,,,
b,p,m,c,,,,,,,
b,j,m,c,,,,,,,
a,d,,,,,,,,,
g,q,h,p,n,d,f,m,c,,
f,d,,,,,,,,,
g,q,h,p,j,h,f,m,c,,
