0,1,2,3,4,5,6,7,8,9
i,a,e,l,o,a,o,a,o,k
c,m,b,,,,,,,
g,p,q,h,f,j,m,c,,
g,q,p,h,f,n,m,c,,
b,c,m,,,,,,,
c,m,b,,,,,,,
g,h,q,n,p,f,m,c,,
b,c,m,,,,,,,
i,k,e,o,l,a,o,,,
b,c,m,,,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
g,p,h,m,f,n,q,c,,
c,m,b,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,a,o,a
i,k,e,o,o,a,l,,,
c,m,b,,,,,,,
m,b,c,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
g,h,q,p,f,j,c,m,,
d,,,,,,,,,
o,k,e,l,i,,,,,
b,c,m,,,,,,,
i,k,l,e,o,,,,,
i,l,e,k,o,a,o,,,
h,p,g,q,j,f,m,c,,
o,k,e,l,i,,,,,
g,p,h,n,f,q,m,c,,
d,,,,,,,,,
l,k,e,i,o,,,,,
d,,,,,,,,,
h,q,p,g,n,f,m,c,,
q,g,h,p,n,f,m,c,,
g,h,m,p,n,f,q,c,,
i,l,e,k,o,,,,,
k,i,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
e,k,i,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,n,p,q,h,f,m,c,,
g,q,h,c,j,f,m,p,,
b,c,m,,,,,,,
g,h,p,q,f,c,m,n,,
q,g,h,p,j,f,m,c,,
m,b,c,,,,,,,
d,,,,,,,,,
g,p,h,q,j,f,m,c,,
d,,,,,,,,,
i,o,e,l,k,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
m,b,c,,,,,,,
i,k,e,l,o,a,a,o,o,
o,k,e,l,o,a,o,a,i,
g,p,q,m,j,f,h,c,,
i,k,e,l,a,o,o,,,
i,k,e,o,l,,,,,
d,,,,,,,,,
g,h,q,p,f,j,c,m,,
d,,,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
g,p,h,j,q,f,m,c,,
d,,,,,,,,,
b,c,m,,,,,,,
g,h,q,p,j,f,m,c,,
l,k,e,i,o,,,,,
b,c,m,,,,,,,
g,h,q,p,c,n,m,f,,
d,,,,,,,,,
i,o,e,l,o,a,k,,,
i,k,e,l,o,a,o,o,a,
i,l,e,k,o,,,,,
g,q,p,h,j,f,c,m,,
d,,,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
b,c,m,,,,,,,
g,n,h,p,f,q,m,c,,
m,b,c,,,,,,,
o,k,e,l,i,,,,,
i,e,k,l,o,,,,,
d,,,,,,,,,
q,h,g,p,f,n,m,c,,
g,q,h,p,c,f,m,j,,
i,e,k,l,o,,,,,
c,q,p,h,f,j,m,g,,
l,k,e,i,o,,,,,
d,,,,,,,,,
g,j,q,p,h,f,m,c,,
d,,,,,,,,,
i,o,e,l,k,,,,,
b,c,m,,,,,,,
g,q,p,h,c,f,m,n,,
i,e,k,l,o,,,,,
d,,,,,,,,,
g,n,q,h,p,f,m,c,,
b,c,m,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
g,q,h,p,n,f,m,c,,
c,m,b,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
l,k,e,i,o,,,,,
d,,,,,,,,,
i,l,e,k,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,o,o,a,a,a
m,b,c,,,,,,,
m,b,c,,,,,,,
i,k,e,o,l,a,o,,,
m,b,c,,,,,,,
d,,,,,,,,,
g,p,h,q,f,m,n,c,,
g,h,p,q,f,j,m,c,,
i,k,e,o,l,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
c,m,b,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
j,q,h,p,g,f,m,c,,
i,k,e,l,o,a,o,a,o,
g,q,p,h,j,c,m,f,,
p,h,g,q,n,f,m,c,,
g,q,f,h,n,p,m,c,,
c,m,b,,,,,,,
d,,,,,,,,,
k,i,e,l,o,,,,,
l,k,e,i,o,a,o,,,
g,p,h,f,q,n,m,c,,
i,o,e,l,o,a,k,,,
i,l,e,k,o,,,,,
i,k,e,l,o,a,o,,,
m,b,c,,,,,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
i,o,e,l,o,a,k,,,
i,k,e,o,l,a,o,,,
g,f,p,q,h,j,m,c,,
d,,,,,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
i,o,e,l,k,a,o,,,
b,c,m,,,,,,,
f,q,h,p,g,j,m,c,,
i,k,o,l,e,,,,,
d,,,,,,,,,
g,h,p,q,f,j,m,c,,
i,k,l,e,o,a,o,,,
d,,,,,,,,,
i,k,a,l,o,e,o,,,
g,p,h,q,j,m,f,c,,
m,b,c,,,,,,,
d,,,,,,,,,
h,p,q,g,j,f,m,c,,
g,m,q,p,f,j,h,c,,
b,c,m,,,,,,,
g,c,p,h,n,f,m,q,,
d,,,,,,,,,
i,k,a,l,o,e,o,,,
c,h,q,p,j,f,m,g,,
g,q,p,h,f,m,j,c,,
c,m,b,,,,,,,
i,k,e,a,o,a,o,a,o,l
h,g,p,q,f,n,m,c,,
m,b,c,,,,,,,
g,h,q,f,j,p,m,c,,
i,k,o,l,e,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
o,k,e,l,i,a,o,a,o,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,q,h,p,c,j,m,f,,
l,k,e,i,o,a,o,a,o,a
g,h,q,p,f,c,m,j,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
k,i,e,l,o,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
g,h,q,p,j,f,m,c,,
g,f,h,q,p,n,m,c,,
b,c,m,,,,,,,
g,p,h,q,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
g,q,h,p,n,f,m,c,,
d,,,,,,,,,
m,b,c,,,,,,,
h,g,q,p,n,f,m,c,,
i,k,l,e,o,,,,,
b,c,m,,,,,,,
c,m,b,,,,,,,
b,c,m,,,,,,,
g,m,p,q,n,f,h,c,,
g,h,f,p,n,q,m,c,,
m,b,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
g,h,p,n,q,f,m,c,,
i,a,e,l,o,a,o,a,o,k
k,i,e,l,o,a,o,,,
g,q,m,p,f,n,h,c,,
b,c,m,,,,,,,
m,b,c,,,,,,,
i,l,e,k,o,,,,,
g,h,q,p,f,j,m,c,,
g,p,q,m,n,f,h,c,,
d,,,,,,,,,
g,h,p,q,m,f,j,c,,
c,m,b,,,,,,,
d,,,,,,,,,
g,h,p,m,n,f,q,c,,
d,,,,,,,,,
d,,,,,,,,,
p,h,g,q,f,n,m,c,,
d,,,,,,,,,
d,,,,,,,,,
c,h,q,p,f,j,m,g,,
d,,,,,,,,,
q,p,h,g,j,f,m,c,,
d,,,,,,,,,
g,h,p,q,j,f,c,m,,
i,e,k,l,o,,,,,
g,h,q,m,j,f,p,c,,
d,,,,,,,,,
g,p,q,h,n,c,m,f,,
m,b,c,,,,,,,
d,,,,,,,,,
f,p,q,h,j,g,m,c,,
m,b,c,,,,,,,
m,b,c,,,,,,,
m,b,c,,,,,,,
k,i,e,l,o,,,,,
d,,,,,,,,,
i,k,l,e,o,,,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
q,p,g,h,j,f,m,c,,
g,p,c,h,f,j,m,q,,
m,b,c,,,,,,,
d,,,,,,,,,
j,q,p,h,f,g,m,c,,
g,p,h,q,j,m,f,c,,
g,c,h,p,f,j,m,q,,
d,,,,,,,,,
d,,,,,,,,,
i,l,e,k,o,,,,,
g,p,q,f,j,h,m,c,,
c,m,b,,,,,,,
m,b,c,,,,,,,
j,p,q,h,f,g,m,c,,
c,m,b,,,,,,,
m,b,c,,,,,,,
a,k,e,l,o,a,o,i,o,
g,p,q,h,f,c,m,j,,
d,,,,,,,,,
g,q,f,p,h,j,m,c,,
c,q,h,p,n,f,m,g,,
g,p,h,q,m,f,j,c,,
i,k,l,e,o,,,,,
b,c,m,,,,,,,
c,m,b,,,,,,,
g,h,m,q,j,f,p,c,,
c,m,b,,,,,,,
i,k,o,l,e,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
i,k,e,o,o,a,l,,,
m,b,c,,,,,,,
i,a,e,l,o,k,o,,,
b,c,m,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
p,g,h,q,j,f,m,c,,
d,,,,,,,,,
i,k,e,a,o,l,o,,,
d,,,,,,,,,
c,p,q,h,f,j,m,g,,
g,h,p,m,j,f,q,c,,
i,e,k,l,o,,,,,
d,,,,,,,,,
g,h,q,f,p,n,m,c,,
b,c,m,,,,,,,
m,b,c,,,,,,,
e,k,i,l,o,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,q,n,p,h,f,m,c,,
m,b,c,,,,,,,
m,b,c,,,,,,,
c,m,b,,,,,,,
q,g,p,h,f,n,m,c,,
i,o,e,l,k,,,,,
d,,,,,,,,,
g,h,m,p,n,f,q,c,,
i,k,e,o,o,a,o,a,a,l
l,k,e,i,o,a,o,a,o,a
d,,,,,,,,,
i,e,k,l,o,,,,,
i,k,l,e,o,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,f,q,h,n,p,m,c,,
b,c,m,,,,,,,
g,q,c,h,f,n,m,p,,
b,c,m,,,,,,,
d,,,,,,,,,
g,q,p,h,m,j,f,c,,
i,k,e,l,o,a,o,a,o,a
g,q,h,n,p,f,m,c,,
d,,,,,,,,,
g,q,p,j,h,f,m,c,,
c,m,b,,,,,,,
i,e,k,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,q,c,p,n,f,m,h,,
e,k,i,l,o,a,o,,,
i,k,e,l,o,a,o,,,
c,m,b,,,,,,,
g,q,p,h,f,j,m,c,,
g,p,q,h,m,f,n,c,,
g,q,p,h,m,n,f,c,,
c,m,b,,,,,,,
g,c,p,q,f,j,m,h,,
l,k,e,i,o,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
i,o,e,l,o,a,o,a,k,
c,m,b,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,o,l,e,,,,,
g,q,f,p,n,h,m,c,,
m,b,c,,,,,,,
g,h,q,p,n,f,m,c,,
i,o,e,l,k,,,,,
i,e,k,l,o,a,o,,,
d,,,,,,,,,
e,k,i,l,o,a,o,,,
l,k,e,i,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
g,m,h,p,j,f,q,c,,
q,p,g,h,f,j,m,c,,
k,i,e,l,o,,,,,
g,p,c,h,f,j,m,q,,
i,k,e,o,l,a,o,a,o,
g,q,p,n,h,f,m,c,,
g,q,h,n,p,f,m,c,,
b,c,m,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
c,m,b,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
g,p,h,c,f,n,m,q,,
g,p,h,q,j,m,f,c,,
i,l,e,k,o,,,,,
g,q,h,p,j,c,m,f,,
d,,,,,,,,,
c,m,b,,,,,,,
g,p,q,h,f,j,m,c,,
g,m,q,h,j,f,p,c,,
b,c,m,,,,,,,
d,,,,,,,,,
g,n,p,q,h,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
h,q,g,p,n,f,m,c,,
i,o,e,l,k,a,o,,,
d,,,,,,,,,
b,c,m,,,,,,,
g,h,c,q,f,j,m,p,,
d,,,,,,,,,
c,m,b,,,,,,,
b,c,m,,,,,,,
g,h,j,q,p,f,m,c,,
a,k,e,l,o,i,o,,,
i,k,l,e,o,a,o,,,
d,,,,,,,,,
d,,,,,,,,,
g,h,q,p,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,a,l,o,e,o,,,
g,p,h,f,j,q,m,c,,
q,g,h,p,f,j,m,c,,
c,m,b,,,,,,,
i,k,e,l,o,o,a,a,o,a
b,c,m,,,,,,,
l,k,e,i,o,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
g,q,m,h,j,f,p,c,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,o,l,,,,,
i,k,e,o,l,a,o,a,o,a
d,,,,,,,,,
g,p,h,q,c,j,m,f,,
d,,,,,,,,,
i,k,o,l,e,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
c,m,b,,,,,,,
c,m,b,,,,,,,
k,i,e,l,o,,,,,
g,h,p,q,c,f,m,j,,
g,p,h,f,j,q,m,c,,
l,k,e,i,o,,,,,
g,p,c,q,n,f,m,h,,
i,k,e,l,o,a,o,,,
i,k,o,l,e,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,h,p,c,f,n,m,q,,
b,c,m,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
m,b,c,,,,,,,
g,p,q,h,c,f,m,j,,
g,q,p,h,n,c,m,f,,
c,m,b,,,,,,,
d,,,,,,,,,
g,h,q,c,j,f,m,p,,
a,k,e,l,o,i,o,a,o,
b,c,m,,,,,,,
c,m,b,,,,,,,
g,j,h,q,f,p,m,c,,
l,k,e,i,o,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
i,k,e,l,o,a,o,a,o,a
m,b,c,,,,,,,
i,l,e,k,o,,,,,
b,c,m,,,,,,,
g,m,q,h,j,f,p,c,,
p,q,h,g,f,j,m,c,,
g,p,q,h,f,j,m,c,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
l,k,e,i,o,,,,,
i,k,e,a,o,l,o,,,
f,q,p,h,j,g,m,c,,
h,q,p,g,j,f,m,c,,
m,b,c,,,,,,,
m,b,c,,,,,,,
i,k,o,l,e,a,o,a,o,
i,k,o,l,e,,,,,
d,,,,,,,,,
g,f,h,q,p,n,m,c,,
g,q,p,h,m,f,n,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
m,b,c,,,,,,,
i,k,e,o,o,a,l,,,
b,c,m,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,e,o,l,a,o,,,
i,a,e,l,o,k,o,,,
h,p,g,q,n,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,l,e,k,o,,,,,
g,p,q,h,c,f,m,j,,
i,k,e,o,o,a,l,a,o,
a,k,e,l,o,i,o,,,
d,,,,,,,,,
i,k,o,l,o,a,o,a,e,
g,p,h,m,n,f,q,c,,
f,p,q,h,n,g,m,c,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,o,l,o,a,e,,,
i,k,e,o,l,a,o,,,
k,i,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
m,b,c,,,,,,,
l,k,e,i,o,,,,,
d,,,,,,,,,
k,i,e,l,o,a,o,,,
g,q,p,h,f,m,j,c,,
d,,,,,,,,,
g,h,q,p,j,f,c,m,,
g,p,m,h,n,f,q,c,,
i,k,o,l,o,a,e,,,
i,k,e,l,o,o,a,a,o,
c,m,b,,,,,,,
d,,,,,,,,,
g,q,h,p,n,m,f,c,,
m,b,c,,,,,,,
g,p,q,h,f,n,m,c,,
i,l,e,k,o,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
n,q,h,p,g,f,m,c,,
d,,,,,,,,,
g,q,p,h,j,f,m,c,,
p,g,h,q,n,f,m,c,,
d,,,,,,,,,
g,q,h,p,m,j,f,c,,
h,p,g,q,f,n,m,c,,
c,m,b,,,,,,,
i,k,o,l,e,,,,,
k,i,e,l,o,a,o,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
i,k,o,l,e,,,,,
i,a,e,l,o,k,o,,,
d,,,,,,,,,
m,b,c,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
i,e,k,l,o,,,,,
b,c,m,,,,,,,
g,n,q,h,f,p,m,c,,
m,b,c,,,,,,,
g,n,p,h,q,f,m,c,,
g,m,p,q,n,f,h,c,,
d,,,,,,,,,
c,p,h,q,j,f,m,g,,
d,,,,,,,,,
i,l,e,k,o,,,,,
j,q,h,p,g,f,m,c,,
c,m,b,,,,,,,
d,,,,,,,,,
g,f,p,q,h,n,m,c,,
m,b,c,,,,,,,
g,q,h,n,f,p,m,c,,
d,,,,,,,,,
i,o,e,l,o,a,k,,,
m,b,c,,,,,,,
i,k,e,l,o,o,a,,,
i,l,e,k,o,a,o,,,
g,p,q,h,j,m,f,c,,
m,b,c,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
g,h,p,q,f,n,m,c,,
k,i,e,l,o,,,,,
i,k,e,o,l,,,,,
d,,,,,,,,,
i,l,e,k,o,,,,,
b,c,m,,,,,,,
g,p,h,q,j,f,m,c,,
c,m,b,,,,,,,
i,k,o,l,e,,,,,
l,k,e,i,o,a,o,,,
b,c,m,,,,,,,
i,a,e,l,o,k,o,a,o,
d,,,,,,,,,
g,n,q,h,p,f,m,c,,
g,q,h,c,f,j,m,p,,
d,,,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
q,h,p,g,j,f,m,c,,
c,m,b,,,,,,,
c,m,b,,,,,,,
o,k,e,l,i,,,,,
m,b,c,,,,,,,
g,m,h,q,f,n,p,c,,
i,k,o,l,o,a,e,,,
g,f,p,h,j,q,m,c,,
i,k,e,a,o,l,o,a,o,
l,k,e,i,o,a,o,,,
l,k,e,i,o,,,,,
o,k,e,l,i,a,o,,,
i,o,e,l,o,a,o,a,a,k
d,,,,,,,,,
i,a,e,l,o,k,o,,,
c,m,b,,,,,,,
g,c,q,h,f,n,m,p,,
k,i,e,l,o,,,,,
g,h,c,q,j,f,m,p,,
d,,,,,,,,,
d,,,,,,,,,
h,p,g,q,n,f,m,c,,
c,m,b,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
g,p,h,q,f,n,m,c,,
g,h,p,q,c,n,m,f,,
g,q,h,p,f,c,m,n,,
d,,,,,,,,,
g,p,q,h,m,n,f,c,,
b,c,m,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
e,k,i,l,o,a,o,,,
d,,,,,,,,,
c,m,b,,,,,,,
g,h,m,q,j,f,p,c,,
g,h,q,m,f,j,p,c,,
d,,,,,,,,,
m,p,h,q,n,f,g,c,,
i,k,e,o,o,a,o,a,a,l
d,,,,,,,,,
d,,,,,,,,,
o,k,e,l,i,a,o,,,
i,k,e,l,o,o,a,a,o,
d,,,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
g,p,m,h,j,f,q,c,,
l,k,e,i,o,,,,,
b,c,m,,,,,,,
