0,1,2,3,4,5,6,7,8,9
d,,,,,,,,,
b,c,m,,,,,,,
g,p,f,q,j,h,m,c,,
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
d,,,,,,,,,
g,q,p,h,j,f,c,m,,
q,g,h,p,j,f,m,c,,
i,k,l,e,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,o,o,a,l,,,
g,p,c,q,n,f,m,h,,
g,q,h,p,j,f,c,m,,
g,h,f,q,p,n,m,c,,
c,m,b,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
l,k,e,i,o,,,,,
g,q,p,h,n,f,m,c,,
m,b,c,,,,,,,
c,m,b,,,,,,,
c,m,b,,,,,,,
l,k,e,i,o,,,,,
g,f,q,p,j,h,m,c,,
g,q,p,m,f,j,h,c,,
g,h,f,p,q,n,m,c,,
b,c,m,,,,,,,
p,g,q,h,n,f,m,c,,
g,h,p,f,n,q,m,c,,
i,k,l,e,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
i,k,e,l,o,a,o,a,o,
g,f,p,q,h,n,m,c,,
m,b,c,,,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
g,c,q,h,n,f,m,p,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,o,l,a,o,a,o,
m,b,c,,,,,,,
c,m,b,,,,,,,
i,k,e,l,o,o,o,a,a,a
c,m,b,,,,,,,
g,q,p,m,f,j,h,c,,
q,p,g,h,f,n,m,c,,
b,c,m,,,,,,,
b,c,m,,,,,,,
g,h,q,c,n,f,m,p,,
b,c,m,,,,,,,
i,o,e,l,k,a,o,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
m,b,c,,,,,,,
g,c,h,q,f,n,m,p,,
b,c,m,,,,,,,
d,,,,,,,,,
o,k,e,l,o,a,o,a,a,i
i,o,e,l,o,a,k,,,
m,b,c,,,,,,,
m,b,c,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
g,p,q,h,f,j,m,c,,
d,,,,,,,,,
i,k,e,o,l,,,,,
b,c,m,,,,,,,
l,k,e,i,o,,,,,
a,k,e,l,o,i,o,,,
g,p,h,c,j,f,m,q,,
l,k,e,i,o,,,,,
g,f,h,q,p,n,m,c,,
d,,,,,,,,,
o,k,e,l,i,,,,,
d,,,,,,,,,
g,q,p,c,n,f,m,h,,
g,q,h,p,m,f,n,c,,
p,h,q,g,n,f,m,c,,
i,e,k,l,o,,,,,
e,k,i,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,o,l,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,h,p,n,q,f,m,c,,
g,j,h,p,q,f,m,c,,
c,m,b,,,,,,,
g,n,p,q,f,h,m,c,,
g,q,c,p,j,f,m,h,,
c,m,b,,,,,,,
d,,,,,,,,,
g,q,h,f,j,p,m,c,,
d,,,,,,,,,
i,o,e,l,k,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
c,m,b,,,,,,,
i,a,e,l,o,a,o,k,o,
i,k,e,a,o,a,o,l,o,
g,p,q,h,j,m,f,c,,
i,l,e,k,o,a,o,,,
i,k,l,e,o,,,,,
d,,,,,,,,,
g,h,q,p,f,c,m,j,,
d,,,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
g,p,h,j,q,f,m,c,,
d,,,,,,,,,
b,c,m,,,,,,,
g,p,q,h,f,j,m,c,,
i,k,l,e,o,,,,,
m,b,c,,,,,,,
m,h,q,p,f,n,g,c,,
d,,,,,,,,,
i,a,e,l,o,k,o,,,
l,k,e,i,o,a,o,a,o,
i,k,e,o,l,,,,,
f,q,p,h,j,g,m,c,,
d,,,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
b,c,m,,,,,,,
p,q,h,g,f,n,m,c,,
c,m,b,,,,,,,
k,i,e,l,o,,,,,
i,k,l,e,o,,,,,
d,,,,,,,,,
q,h,g,p,f,n,m,c,,
j,q,h,p,g,f,m,c,,
k,i,e,l,o,,,,,
g,j,p,h,f,q,m,c,,
o,k,e,l,i,,,,,
d,,,,,,,,,
m,h,q,p,j,f,g,c,,
d,,,,,,,,,
o,k,e,l,i,,,,,
b,c,m,,,,,,,
n,q,p,h,g,f,m,c,,
l,k,e,i,o,,,,,
d,,,,,,,,,
g,p,f,h,n,q,m,c,,
b,c,m,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
g,q,p,h,m,f,n,c,,
c,m,b,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
l,k,e,i,o,,,,,
d,,,,,,,,,
i,k,o,l,e,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,a,l,o,e,o,a,o,a
c,m,b,,,,,,,
b,c,m,,,,,,,
i,k,e,l,a,o,o,,,
b,c,m,,,,,,,
d,,,,,,,,,
g,m,h,q,f,n,p,c,,
g,p,m,q,f,j,h,c,,
i,e,k,l,o,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
c,m,b,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
g,m,h,p,j,f,q,c,,
i,k,l,e,o,a,o,a,o,
q,g,p,h,j,f,m,c,,
g,p,h,q,n,f,m,c,,
g,f,p,h,n,q,m,c,,
b,c,m,,,,,,,
d,,,,,,,,,
o,k,e,l,i,,,,,
i,k,e,l,o,a,o,,,
g,m,h,q,f,n,p,c,,
i,l,e,k,o,a,o,,,
o,k,e,l,i,,,,,
i,e,k,l,o,a,o,,,
c,m,b,,,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
e,k,i,l,o,a,o,,,
i,k,o,l,e,a,o,,,
g,h,p,q,m,j,f,c,,
d,,,,,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
e,k,i,l,o,a,o,,,
c,m,b,,,,,,,
g,m,h,p,f,j,q,c,,
l,k,e,i,o,,,,,
d,,,,,,,,,
g,q,p,h,f,c,m,j,,
i,e,k,l,o,a,o,,,
d,,,,,,,,,
i,k,a,l,o,e,o,,,
g,p,h,q,j,m,f,c,,
c,m,b,,,,,,,
d,,,,,,,,,
g,h,q,p,j,f,m,c,,
g,h,q,p,c,j,m,f,,
b,c,m,,,,,,,
g,h,p,q,n,f,m,c,,
d,,,,,,,,,
i,k,e,o,l,a,o,,,
g,h,p,q,j,f,m,c,,
g,q,p,f,h,j,m,c,,
c,m,b,,,,,,,
i,k,e,l,o,a,o,o,a,a
n,h,p,q,f,g,m,c,,
b,c,m,,,,,,,
g,h,q,p,j,f,c,m,,
i,o,e,l,k,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
l,k,e,i,o,a,o,a,o,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,q,h,f,p,j,m,c,,
i,k,e,l,o,a,o,a,o,a
g,h,c,p,f,j,m,q,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
l,k,e,i,o,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
g,q,p,h,j,f,m,c,,
g,q,h,p,f,n,m,c,,
c,m,b,,,,,,,
g,h,p,q,m,f,j,c,,
d,,,,,,,,,
d,,,,,,,,,
g,q,p,h,n,f,m,c,,
d,,,,,,,,,
b,m,c,,,,,,,
g,h,q,p,n,f,m,c,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,h,p,q,n,f,m,c,,
g,h,q,p,n,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,h,p,q,n,f,m,c,,
i,k,e,l,o,a,o,a,o,a
i,k,e,l,o,a,o,,,
g,q,h,p,f,n,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
g,p,q,h,f,j,m,c,,
g,p,q,h,n,f,m,c,,
d,,,,,,,,,
g,h,p,q,j,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,h,p,q,n,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
g,h,p,q,f,n,m,c,,
d,,,,,,,,,
d,,,,,,,,,
g,h,q,p,f,j,m,c,,
d,,,,,,,,,
g,p,h,q,j,f,m,c,,
d,,,,,,,,,
g,h,p,q,j,f,m,c,,
i,k,e,l,o,,,,,
g,h,q,p,j,f,m,c,,
d,,,,,,,,,
g,p,q,h,n,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,p,q,h,j,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,p,q,h,j,f,m,c,,
g,p,q,h,f,j,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,q,p,h,f,j,m,c,,
g,p,h,q,j,f,m,c,,
g,q,h,p,f,j,m,c,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
g,p,q,h,j,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,p,q,h,f,j,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,
g,p,q,h,f,j,m,c,,
d,,,,,,,,,
g,q,h,p,f,j,m,c,,
g,q,h,p,n,f,m,c,,
g,p,h,q,j,f,m,c,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,h,p,q,j,f,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,p,h,q,j,f,m,c,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
g,p,q,h,f,j,m,c,,
g,h,p,q,j,f,m,c,,
i,k,e,l,o,,,,,
d,,,,,,,,,
g,h,q,p,f,n,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,q,h,p,n,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,q,p,h,f,n,m,c,,
i,k,e,l,o,,,,,
d,,,,,,,,,
g,h,q,p,n,f,m,c,,
i,k,e,l,o,a,o,a,o,a
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,p,q,h,n,f,m,c,,
b,m,c,,,,,,,
g,q,p,h,f,n,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,q,p,h,f,j,m,c,,
i,k,e,l,o,a,o,a,o,a
g,q,h,p,n,f,m,c,,
d,,,,,,,,,
g,q,p,h,j,f,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,q,h,p,n,f,m,c,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
g,p,q,h,f,j,m,c,,
g,p,q,h,n,f,m,c,,
g,q,p,h,f,n,m,c,,
b,m,c,,,,,,,
g,h,p,q,f,j,m,c,,
i,k,e,l,o,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,
b,m,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
g,q,h,p,n,f,m,c,,
b,m,c,,,,,,,
g,q,h,p,n,f,m,c,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,q,h,p,j,f,m,c,,
g,p,q,h,f,j,m,c,,
i,k,e,l,o,,,,,
g,p,q,h,f,j,m,c,,
i,k,e,l,o,a,o,a,o,
g,q,p,h,n,f,m,c,,
g,q,h,p,n,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,p,h,q,f,n,m,c,,
g,p,h,q,j,f,m,c,,
i,k,e,l,o,,,,,
g,q,h,p,j,f,m,c,,
d,,,,,,,,,
b,m,c,,,,,,,
g,q,p,h,f,j,m,c,,
g,p,q,h,j,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,h,p,q,n,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
g,q,h,p,n,f,m,c,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,h,p,q,f,j,m,c,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,h,p,q,j,f,m,c,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
d,,,,,,,,,
g,p,q,h,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
g,p,h,q,j,f,m,c,,
g,q,h,p,f,j,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,a
b,m,c,,,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,q,p,h,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
g,p,h,q,f,j,m,c,,
d,,,,,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
g,h,p,q,j,f,m,c,,
g,p,h,q,j,f,m,c,,
i,k,e,l,o,,,,,
g,p,h,q,n,f,m,c,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,h,p,q,f,n,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,p,q,h,j,f,m,c,,
g,q,p,h,n,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,h,q,p,j,f,m,c,,
i,k,e,l,o,a,o,a,o,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,p,h,q,f,j,m,c,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,a
b,m,c,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
g,p,q,h,j,f,m,c,,
g,q,h,p,f,j,m,c,,
g,p,q,h,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
g,q,p,h,j,f,m,c,,
g,q,p,h,j,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,
i,k,e,l,o,,,,,
d,,,,,,,,,
g,p,h,q,f,n,m,c,,
g,q,p,h,n,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,,,
g,p,h,q,n,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
g,p,q,h,j,f,m,c,,
i,k,e,l,o,a,o,a,o,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,e,l,o,a,o,a,o,
g,p,h,q,n,f,m,c,,
g,p,q,h,n,f,m,c,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
g,q,p,h,f,j,m,c,,
d,,,,,,,,,
g,h,q,p,j,f,m,c,,
g,p,q,h,n,f,m,c,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,a,o,
b,m,c,,,,,,,
d,,,,,,,,,
g,q,h,p,n,f,m,c,,
b,m,c,,,,,,,
g,q,p,h,f,n,m,c,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
g,q,h,p,n,f,m,c,,
d,,,,,,,,,
g,q,h,p,j,f,m,c,,
g,p,h,q,n,f,m,c,,
d,,,,,,,,,
g,q,h,p,f,j,m,c,,
g,p,h,q,f,n,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
g,p,q,h,f,n,m,c,,
b,m,c,,,,,,,
g,q,p,h,n,f,m,c,,
g,h,p,q,n,f,m,c,,
d,,,,,,,,,
g,p,h,q,j,f,m,c,,
d,,,,,,,,,
i,k,e,l,o,,,,,
g,q,h,p,j,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,h,p,q,f,n,m,c,,
b,m,c,,,,,,,
g,q,h,p,f,n,m,c,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,,,
g,p,q,h,j,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
g,p,h,q,f,n,m,c,,
i,k,e,l,o,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
g,h,p,q,j,f,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,
d,,,,,,,,,
g,p,q,h,n,f,m,c,,
g,q,h,p,f,j,m,c,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
g,h,p,q,j,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
g,p,h,q,f,n,m,c,,
i,k,e,l,o,a,o,,,
g,q,p,h,j,f,m,c,,
i,k,e,l,o,a,o,a,o,
i,k,e,l,o,a,o,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
g,p,q,h,f,n,m,c,,
i,k,e,l,o,,,,,
g,h,p,q,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
g,p,h,q,n,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,q,h,p,f,n,m,c,,
g,h,p,q,f,n,m,c,,
g,q,h,p,f,n,m,c,,
d,,,,,,,,,
g,p,q,h,f,n,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,h,p,q,j,f,m,c,,
g,h,q,p,f,j,m,c,,
d,,,,,,,,,
g,p,h,q,n,f,m,c,,
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,a,o,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,p,q,h,j,f,m,c,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
