0,1,2,3,4,5,6,7,8,9
b,m,,,,,,,,
b,c,,,,,,,,
g,q,h,j,f,m,c,,,
,,,,,,,,,
b,c,,,,,,,,
,,,,,,,,,
i,k,e,l,a,o,a,o,a,o
b,c,,,,,,,,
g,q,h,p,j,m,c,,,
i,e,l,o,,,,,,
,,,,,,,,,
b,m,,,,,,,,
m,c,,,,,,,,
b,m,,,,,,,,
g,p,q,j,f,m,c,,,
g,h,q,f,n,m,c,,,
,,,,,,,,,
k,e,l,o,,,,,,
b,m,,,,,,,,
,,,,,,,,,
,,,,,,,,,
k,e,l,o,a,o,a,o,a,
g,h,p,n,f,m,c,,,
,,,,,,,,,
b,m,,,,,,,,
i,e,l,o,,,,,,
,,,,,,,,,
m,c,,,,,,,,
,,,,,,,,,
i,k,l,o,a,o,,,,
i,k,e,l,a,o,a,o,a,o
b,m,,,,,,,,
b,c,,,,,,,,
m,c,,,,,,,,
b,m,,,,,,,,
k,e,l,o,a,o,,,,
,,,,,,,,,
i,e,l,o,a,o,a,o,,
m,c,,,,,,,,
g,h,q,p,j,f,m,,,
g,h,q,p,n,f,m,,,
g,q,h,p,f,j,m,,,
g,p,h,q,f,n,c,,,
i,e,l,o,a,o,,,,
g,p,h,q,n,m,c,,,
,,,,,,,,,
i,k,e,l,o,a,,,,
i,k,e,o,a,o,,,,
i,k,l,o,a,o,,,,
g,q,p,h,f,n,c,,,
b,c,,,,,,,,
m,c,,,,,,,,
,,,,,,,,,
i,k,l,o,,,,,,
k,e,l,o,a,o,a,o,,
,,,,,,,,,
b,c,,,,,,,,
,,,,,,,,,
i,k,e,o,,,,,,
i,k,e,l,,,,,,
b,m,,,,,,,,
i,k,l,o,a,o,a,o,a,
g,h,p,n,f,m,c,,,
m,c,,,,,,,,
k,e,l,o,,,,,,
,,,,,,,,,
k,e,l,o,,,,,,
i,e,l,o,,,,,,
q,p,h,f,j,m,c,,,
,,,,,,,,,
g,q,p,h,n,m,c,,,
i,k,e,l,o,o,a,o,a,
,,,,,,,,,
g,h,p,q,n,f,c,,,
g,h,q,p,n,m,c,,,
b,m,,,,,,,,
q,p,h,f,j,m,c,,,
,,,,,,,,,
b,c,,,,,,,,
q,h,p,n,f,m,c,,,
k,e,l,o,,,,,,
,,,,,,,,,
b,c,,,,,,,,
,,,,,,,,,
g,p,q,h,j,f,c,,,
g,p,h,q,n,m,c,,,
,,,,,,,,,
i,k,e,l,o,a,a,o,,
,,,,,,,,,
b,m,,,,,,,,
i,k,l,o,,,,,,
,,,,,,,,,
i,k,e,l,,,,,,
i,k,l,o,,,,,,
k,e,l,o,a,o,a,o,a,
b,m,,,,,,,,
,,,,,,,,,
b,c,,,,,,,,
k,e,l,o,,,,,,
,,,,,,,,,
g,h,p,q,f,m,c,,,
,,,,,,,,,
i,k,e,l,o,o,a,o,a,
,,,,,,,,,
g,p,h,q,j,f,c,,,
i,k,l,o,a,o,a,o,,
g,q,p,j,f,m,c,,,
g,p,q,f,j,m,c,,,
p,q,h,n,f,m,c,,,
i,k,e,l,o,a,o,a,,
m,c,,,,,,,,
,,,,,,,,,
b,c,,,,,,,,
,,,,,,,,,
i,k,e,l,,,,,,
g,h,q,p,n,f,m,,,
k,e,l,o,a,o,a,o,a,
b,c,,,,,,,,
i,k,l,o,,,,,,
g,q,p,n,f,m,c,,,
,,,,,,,,,
b,c,,,,,,,,
i,e,l,o,,,,,,
,,,,,,,,,
,,,,,,,,,
m,c,,,,,,,,
i,k,l,o,,,,,,
i,k,e,l,o,a,o,o,,
i,k,e,o,a,o,,,,
g,q,p,h,n,m,c,,,
,,,,,,,,,
b,c,,,,,,,,
i,k,e,l,a,o,a,o,,
i,k,e,o,a,o,a,o,,
g,q,p,f,n,m,c,,,
g,q,h,p,j,m,c,,,
k,e,l,o,,,,,,
m,c,,,,,,,,
b,c,,,,,,,,
b,c,,,,,,,,
i,e,l,o,a,o,a,o,,
g,p,q,f,n,m,c,,,
g,h,q,p,n,m,c,,,
i,e,l,o,a,o,,,,
g,h,q,p,f,m,c,,,
,,,,,,,,,
g,h,q,p,j,f,m,,,
m,c,,,,,,,,
b,m,,,,,,,,
,,,,,,,,,
i,k,l,o,,,,,,
,,,,,,,,,
b,m,,,,,,,,
,,,,,,,,,
g,h,p,q,f,m,c,,,
b,m,,,,,,,,
i,e,l,o,a,o,,,,
m,c,,,,,,,,
b,c,,,,,,,,
m,c,,,,,,,,
m,c,,,,,,,,
,,,,,,,,,
,,,,,,,,,
i,k,e,o,,,,,,
,,,,,,,,,
b,m,,,,,,,,
g,p,h,q,j,m,c,,,
i,k,e,l,o,a,o,a,o,a
,,,,,,,,,
,,,,,,,,,
q,p,h,j,f,m,c,,,
g,q,p,j,f,m,c,,,
i,k,e,l,,,,,,
,,,,,,,,,
,,,,,,,,,
i,k,e,l,a,o,,,,
g,p,h,q,f,m,c,,,
g,q,h,p,j,f,m,,,
g,h,p,q,f,n,m,,,
b,c,,,,,,,,
b,c,,,,,,,,
,,,,,,,,,
i,e,l,o,,,,,,
g,q,h,p,n,f,c,,,
m,c,,,,,,,,
m,c,,,,,,,,
b,c,,,,,,,,
k,e,l,o,,,,,,
h,q,p,j,f,m,c,,,
g,q,p,h,j,m,c,,,
g,h,q,p,f,m,c,,,
m,c,,,,,,,,
g,p,q,n,f,m,c,,,
g,p,q,n,f,m,c,,,
k,e,l,o,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
b,c,,,,,,,,
,,,,,,,,,
,,,,,,,,,
m,c,,,,,,,,
i,k,e,l,a,o,a,o,,
g,h,p,q,n,m,c,,,
b,c,,,,,,,,
m,c,,,,,,,,
m,c,,,,,,,,
g,p,q,h,n,f,c,,,
,,,,,,,,,
,,,,,,,,,
i,e,l,o,a,o,a,o,,
b,m,,,,,,,,
b,m,,,,,,,,
i,k,e,l,o,o,a,o,a,
b,m,,,,,,,,
g,q,p,h,f,j,c,,,
g,p,q,h,f,n,m,,,
b,c,,,,,,,,
m,c,,,,,,,,
h,q,p,n,f,m,c,,,
b,m,,,,,,,,
i,e,l,o,a,o,,,,
b,c,,,,,,,,
b,m,,,,,,,,
b,m,,,,,,,,
g,p,h,f,n,m,c,,,
b,c,,,,,,,,
,,,,,,,,,
i,k,e,l,o,o,a,o,a,
i,k,e,l,o,o,,,,
b,c,,,,,,,,
b,m,,,,,,,,
b,m,,,,,,,,
,,,,,,,,,
b,c,,,,,,,,
g,h,q,p,j,m,c,,,
,,,,,,,,,
i,e,l,o,,,,,,
m,c,,,,,,,,
i,k,e,l,,,,,,
i,k,e,o,a,o,,,,
g,p,h,q,f,m,c,,,
i,k,e,l,,,,,,
g,p,q,f,n,m,c,,,
,,,,,,,,,
i,k,e,o,,,,,,
,,,,,,,,,
g,q,p,h,f,m,c,,,
g,q,h,p,f,m,c,,,
g,h,q,p,n,m,c,,,
i,k,l,o,,,,,,
i,e,l,o,,,,,,
,,,,,,,,,
,,,,,,,,,
i,k,e,o,,,,,,
,,,,,,,,,
,,,,,,,,,
g,p,q,n,f,m,c,,,
g,q,h,p,j,f,m,,,
b,m,,,,,,,,
g,h,p,q,f,n,m,,,
g,q,p,j,f,m,c,,,
b,c,,,,,,,,
,,,,,,,,,
g,h,p,j,f,m,c,,,
,,,,,,,,,
i,k,e,l,,,,,,
,,,,,,,,,
b,m,,,,,,,,
b,m,,,,,,,,
i,e,l,o,a,o,a,o,,
i,k,e,l,o,o,a,o,,
g,p,q,j,f,m,c,,,
i,k,l,o,a,o,,,,
i,k,e,l,,,,,,
,,,,,,,,,
g,h,q,p,j,m,c,,,
,,,,,,,,,
b,m,,,,,,,,
,,,,,,,,,
g,p,h,q,j,f,m,,,
,,,,,,,,,
b,m,,,,,,,,
g,p,q,h,j,m,c,,,
i,k,e,l,,,,,,
b,c,,,,,,,,
g,h,q,p,f,m,c,,,
,,,,,,,,,
i,k,e,l,o,a,,,,
i,k,e,l,o,o,a,o,,
i,e,l,o,,,,,,
g,q,p,j,f,m,c,,,
,,,,,,,,,
b,m,,,,,,,,
,,,,,,,,,
b,m,,,,,,,,
m,c,,,,,,,,
b,c,,,,,,,,
q,h,p,f,n,m,c,,,
m,c,,,,,,,,
i,e,l,o,,,,,,
i,k,e,o,,,,,,
,,,,,,,,,
g,h,q,f,n,m,c,,,
g,q,h,p,j,f,c,,,
i,k,e,l,,,,,,
g,q,p,h,f,j,c,,,
i,k,e,l,,,,,,
,,,,,,,,,
g,h,p,j,f,m,c,,,
,,,,,,,,,
i,k,e,o,,,,,,
b,m,,,,,,,,
g,q,p,h,n,f,c,,,
i,e,l,o,,,,,,
,,,,,,,,,
g,p,q,n,f,m,c,,,
m,c,,,,,,,,
,,,,,,,,,
b,c,,,,,,,,
g,q,h,n,f,m,c,,,
m,c,,,,,,,,
,,,,,,,,,
,,,,,,,,,
b,c,,,,,,,,
i,e,l,o,,,,,,
,,,,,,,,,
i,k,e,l,,,,,,
,,,,,,,,,
,,,,,,,,,
i,e,l,o,a,o,a,o,a,
m,c,,,,,,,,
b,c,,,,,,,,
k,e,l,o,a,o,,,,
m,c,,,,,,,,
,,,,,,,,,
g,p,h,f,n,m,c,,,
g,p,h,f,j,m,c,,,
i,e,l,o,,,,,,
,,,,,,,,,
b,c,,,,,,,,
b,m,,,,,,,,
b,c,,,,,,,,
,,,,,,,,,
g,q,h,j,f,m,c,,,
i,k,e,l,o,a,o,a,,
g,q,p,h,j,m,c,,,
g,h,q,n,f,m,c,,,
g,q,p,h,n,f,m,,,
b,c,,,,,,,,
,,,,,,,,,
i,k,e,o,,,,,,
i,k,e,o,a,o,,,,
g,p,h,f,n,m,c,,,
i,k,l,o,a,o,,,,
i,k,e,l,,,,,,
i,k,e,o,a,o,,,,
m,c,,,,,,,,
b,m,,,,,,,,
m,c,,,,,,,,
,,,,,,,,,
,,,,,,,,,
m,c,,,,,,,,
i,k,e,l,o,o,,,,
i,k,e,l,a,o,,,,
g,h,p,q,f,j,c,,,
,,,,,,,,,
m,c,,,,,,,,
b,c,,,,,,,,
i,k,e,l,o,a,,,,
b,c,,,,,,,,
g,q,h,p,f,j,c,,,
i,e,l,o,,,,,,
,,,,,,,,,
g,q,p,f,j,m,c,,,
i,e,l,o,a,o,,,,
,,,,,,,,,
k,e,l,o,a,o,,,,
g,h,q,j,f,m,c,,,
b,m,,,,,,,,
,,,,,,,,,
g,p,q,h,f,m,c,,,
h,q,p,f,j,m,c,,,
b,m,,,,,,,,
g,q,p,h,n,f,m,,,
,,,,,,,,,
i,k,e,l,a,o,,,,
g,h,q,p,f,m,c,,,
g,q,p,h,j,m,c,,,
b,m,,,,,,,,
i,k,e,o,a,o,a,o,a,
g,p,q,f,n,m,c,,,
b,c,,,,,,,,
g,h,q,p,f,m,c,,,
k,e,l,o,,,,,,
,,,,,,,,,
m,c,,,,,,,,
i,k,l,o,a,o,a,o,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
g,q,p,f,j,m,c,,,
i,k,e,l,o,a,o,a,a,o
g,h,p,f,j,m,c,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
i,k,e,l,,,,,,
b,m,,,,,,,,
,,,,,,,,,
g,q,h,j,f,m,c,,,
p,h,q,f,n,m,c,,,
b,m,,,,,,,,
g,h,p,q,j,m,c,,,
,,,,,,,,,
,,,,,,,,,
g,q,p,h,n,f,m,c,,
d,,,,,,,,,
b,m,c,,,,,,,
g,h,q,p,n,f,m,c,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,h,p,q,n,f,m,c,,
g,h,q,p,n,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,h,p,q,n,f,m,c,,
i,k,e,l,o,a,o,a,o,a
i,k,e,l,o,a,o,,,
g,q,h,p,f,n,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
g,p,q,h,f,j,m,c,,
g,p,q,h,n,f,m,c,,
d,,,,,,,,,
g,h,p,q,j,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,h,p,q,n,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
g,h,p,q,f,n,m,c,,
d,,,,,,,,,
d,,,,,,,,,
g,h,q,p,f,j,m,c,,
d,,,,,,,,,
g,p,h,q,j,f,m,c,,
d,,,,,,,,,
g,h,p,q,j,f,m,c,,
i,k,e,l,o,,,,,
g,h,q,p,j,f,m,c,,
d,,,,,,,,,
g,p,q,h,n,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,p,q,h,j,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,p,q,h,j,f,m,c,,
g,p,q,h,f,j,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,q,p,h,f,j,m,c,,
g,p,h,q,j,f,m,c,,
g,q,h,p,f,j,m,c,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
g,p,q,h,j,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,p,q,h,f,j,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,
g,p,q,h,f,j,m,c,,
d,,,,,,,,,
g,q,h,p,f,j,m,c,,
g,q,h,p,n,f,m,c,,
g,p,h,q,j,f,m,c,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,h,p,q,j,f,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,p,h,q,j,f,m,c,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
g,p,q,h,f,j,m,c,,
g,h,p,q,j,f,m,c,,
i,k,e,l,o,,,,,
d,,,,,,,,,
g,h,q,p,f,n,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,q,h,p,n,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,q,p,h,f,n,m,c,,
i,k,e,l,o,,,,,
d,,,,,,,,,
g,h,q,p,n,f,m,c,,
i,k,e,l,o,a,o,a,o,a
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,p,q,h,n,f,m,c,,
b,m,c,,,,,,,
g,q,p,h,f,n,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,q,p,h,f,j,m,c,,
i,k,e,l,o,a,o,a,o,a
g,q,h,p,n,f,m,c,,
d,,,,,,,,,
g,q,p,h,j,f,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,q,h,p,n,f,m,c,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
g,p,q,h,f,j,m,c,,
g,p,q,h,n,f,m,c,,
g,q,p,h,f,n,m,c,,
b,m,c,,,,,,,
g,h,p,q,f,j,m,c,,
i,k,e,l,o,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,
b,m,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
g,q,h,p,n,f,m,c,,
b,m,c,,,,,,,
g,q,h,p,n,f,m,c,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,q,h,p,j,f,m,c,,
g,p,q,h,f,j,m,c,,
i,k,e,l,o,,,,,
g,p,q,h,f,j,m,c,,
i,k,e,l,o,a,o,a,o,
g,q,p,h,n,f,m,c,,
g,q,h,p,n,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,p,h,q,f,n,m,c,,
g,p,h,q,j,f,m,c,,
i,k,e,l,o,,,,,
g,q,h,p,j,f,m,c,,
d,,,,,,,,,
b,m,c,,,,,,,
g,q,p,h,f,j,m,c,,
g,p,q,h,j,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,h,p,q,n,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
g,q,h,p,n,f,m,c,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,h,p,q,f,j,m,c,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,h,p,q,j,f,m,c,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
d,,,,,,,,,
g,p,q,h,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
g,p,h,q,j,f,m,c,,
g,q,h,p,f,j,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,a
b,m,c,,,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,q,p,h,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
g,p,h,q,f,j,m,c,,
d,,,,,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
g,h,p,q,j,f,m,c,,
g,p,h,q,j,f,m,c,,
i,k,e,l,o,,,,,
g,p,h,q,n,f,m,c,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,h,p,q,f,n,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,p,q,h,j,f,m,c,,
g,q,p,h,n,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,h,q,p,j,f,m,c,,
i,k,e,l,o,a,o,a,o,
b,m,c,,,,,,,
b,m,c,,,,,,,
g,p,h,q,f,j,m,c,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,a
b,m,c,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
g,p,q,h,j,f,m,c,,
g,q,h,p,f,j,m,c,,
g,p,q,h,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
g,q,p,h,j,f,m,c,,
g,q,p,h,j,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,
i,k,e,l,o,,,,,
d,,,,,,,,,
g,p,h,q,f,n,m,c,,
g,q,p,h,n,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,,,
g,p,h,q,n,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
g,p,q,h,j,f,m,c,,
i,k,e,l,o,a,o,a,o,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,e,l,o,a,o,a,o,
g,p,h,q,n,f,m,c,,
g,p,q,h,n,f,m,c,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
g,q,p,h,f,j,m,c,,
d,,,,,,,,,
g,h,q,p,j,f,m,c,,
g,p,q,h,n,f,m,c,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,a,o,
b,m,c,,,,,,,
d,,,,,,,,,
g,q,h,p,n,f,m,c,,
b,m,c,,,,,,,
g,q,p,h,f,n,m,c,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
g,q,h,p,n,f,m,c,,
d,,,,,,,,,
g,q,h,p,j,f,m,c,,
g,p,h,q,n,f,m,c,,
d,,,,,,,,,
g,q,h,p,f,j,m,c,,
g,p,h,q,f,n,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
g,p,q,h,f,n,m,c,,
b,m,c,,,,,,,
g,q,p,h,n,f,m,c,,
g,h,p,q,n,f,m,c,,
d,,,,,,,,,
g,p,h,q,j,f,m,c,,
d,,,,,,,,,
i,k,e,l,o,,,,,
g,q,h,p,j,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
g,h,p,q,f,n,m,c,,
b,m,c,,,,,,,
g,q,h,p,f,n,m,c,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,,,
g,p,q,h,j,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
g,p,h,q,f,n,m,c,,
i,k,e,l,o,,,,,
i,k,e,l,o,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
g,h,p,q,j,f,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,
d,,,,,,,,,
g,p,q,h,n,f,m,c,,
g,q,h,p,f,j,m,c,,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
g,h,p,q,j,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
g,p,h,q,f,n,m,c,,
i,k,e,l,o,a,o,,,
g,q,p,h,j,f,m,c,,
i,k,e,l,o,a,o,a,o,
i,k,e,l,o,a,o,,,
i,k,e,l,o,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
i,k,e,l,o,a,o,,,
b,m,c,,,,,,,
g,p,q,h,f,n,m,c,,
i,k,e,l,o,,,,,
g,h,p,q,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
g,p,h,q,n,f,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,q,h,p,f,n,m,c,,
g,h,p,q,f,n,m,c,,
g,q,h,p,f,n,m,c,,
d,,,,,,,,,
g,p,q,h,f,n,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,h,p,q,j,f,m,c,,
g,h,q,p,f,j,m,c,,
d,,,,,,,,,
g,p,h,q,n,f,m,c,,
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,a,o,
d,,,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
g,p,q,h,j,f,m,c,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
g,q,p,h,n,f,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
i,k,e,l,o,,,,,
b,m,c,,,,,,,
g,p,h,q,j,f,m,c,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
b,m,c,,,,,,,
d,,,,,,,,,
i,k,e,l,o,,,,,
g,p,q,h,j,f,m,c,,
i,k,e,l,o,,,,,
g,p,q,h,n,f,m,c,,
i,k,e,l,o,,,,,
g,h,q,p,j,f,m,c,,
b,m,c,,,,,,,
g,q,p,h,f,j,m,c,,
b,m,c,,,,,,,
g,q,h,p,f,n,m,c,,
b,m,c,,,,,,,
d,,,,,,,,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,a
g,p,q,h,j,f,m,c,,
g,q,p,h,f,n,m,c,,
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,a
b,m,c,,,,,,,
i,k,e,l,o,a,o,a,o,
b,m,c,,,,,,,
