0,1,2,3,4,5,6,7,8,9
d,,,,,,,,,
b,c,m,,,,,,,
i,k,e,o,l,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
i,k,a,l,o,e,o,,,
k,i,e,l,o,a,o,a,o,a
b,c,m,,,,,,,
m,b,c,,,,,,,
m,b,c,,,,,,,
m,b,c,,,,,,,
o,k,e,l,i,a,o,,,
d,,,,,,,,,
a,k,e,l,o,a,o,i,o,
m,b,c,,,,,,,
p,h,q,g,j,f,m,c,,
n,h,q,p,g,f,m,c,,
g,q,h,p,f,m,j,c,,
g,p,h,q,c,n,m,f,,
i,k,a,l,o,e,o,,,
g,p,f,q,n,h,m,c,,
d,,,,,,,,,
i,k,e,a,o,l,o,,,
i,k,l,e,o,a,o,,,
i,k,o,l,e,a,o,,,
g,p,q,h,f,n,m,c,,
c,m,b,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
k,i,e,l,o,,,,,
i,k,e,o,o,a,l,a,o,
d,,,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
i,k,o,l,e,,,,,
o,k,e,l,i,,,,,
b,c,m,,,,,,,
i,k,e,l,o,a,o,a,o,a
g,q,h,p,f,n,m,c,,
b,c,m,,,,,,,
i,k,l,e,o,,,,,
d,,,,,,,,,
i,l,e,k,o,,,,,
k,i,e,l,o,,,,,
f,q,p,h,g,j,m,c,,
d,,,,,,,,,
q,g,p,h,n,f,m,c,,
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
g,h,p,f,n,q,m,c,,
g,h,p,q,n,f,m,c,,
c,m,b,,,,,,,
g,q,p,m,f,j,h,c,,
d,,,,,,,,,
m,b,c,,,,,,,
g,q,h,p,n,m,f,c,,
e,k,i,l,o,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
g,m,q,h,j,f,p,c,,
m,p,h,q,n,f,g,c,,
d,,,,,,,,,
a,k,e,l,o,a,o,i,o,
d,,,,,,,,,
b,c,m,,,,,,,
o,k,e,l,i,,,,,
d,,,,,,,,,
k,i,e,l,o,,,,,
o,k,e,l,i,,,,,
i,o,e,l,k,a,o,a,o,a
c,m,b,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
i,e,k,l,o,,,,,
d,,,,,,,,,
g,n,p,q,f,h,m,c,,
d,,,,,,,,,
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
g,m,h,q,j,f,p,c,,
i,k,o,l,o,a,e,a,o,
g,q,h,p,m,f,j,c,,
g,c,p,q,f,j,m,h,,
g,p,q,h,c,f,m,n,,
o,k,e,l,i,a,o,a,o,
m,b,c,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
i,l,e,k,o,,,,,
h,g,q,p,n,f,m,c,,
i,k,e,l,o,a,a,a,o,o
b,c,m,,,,,,,
o,k,e,l,i,,,,,
f,q,h,p,n,g,m,c,,
d,,,,,,,,,
m,b,c,,,,,,,
i,o,e,l,k,,,,,
d,,,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
o,k,e,l,i,,,,,
i,k,e,a,o,l,o,a,o,
i,k,e,o,o,a,l,,,
g,q,n,h,p,f,m,c,,
d,,,,,,,,,
b,c,m,,,,,,,
i,k,e,l,a,a,o,o,o,
i,k,e,l,o,a,o,a,o,
g,m,h,p,f,n,q,c,,
g,q,h,m,f,j,p,c,,
i,o,e,l,k,,,,,
c,m,b,,,,,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
k,i,e,l,o,a,o,a,o,
q,h,p,g,f,n,m,c,,
g,h,q,n,p,f,m,c,,
e,k,i,l,o,a,o,,,
g,h,c,p,n,f,m,q,,
d,,,,,,,,,
g,p,q,h,j,f,m,c,,
c,m,b,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
i,k,l,e,o,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
g,h,p,q,m,f,n,c,,
b,c,m,,,,,,,
i,k,e,o,o,a,l,,,
b,c,m,,,,,,,
b,c,m,,,,,,,
b,c,m,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,l,e,o,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
g,p,h,q,j,f,c,m,,
i,k,e,o,l,a,o,a,o,a
d,,,,,,,,,
d,,,,,,,,,
g,q,p,h,c,f,m,j,,
p,q,h,g,j,f,m,c,,
i,l,e,k,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,o,l,a,o,,,
g,p,h,q,f,n,m,c,,
g,q,h,m,j,f,p,c,,
g,h,p,q,f,c,m,n,,
b,c,m,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
l,k,e,i,o,,,,,
g,p,h,q,n,f,m,c,,
m,b,c,,,,,,,
m,b,c,,,,,,,
m,b,c,,,,,,,
k,i,e,l,o,,,,,
g,p,q,h,j,f,m,c,,
c,q,p,h,f,j,m,g,,
g,h,m,p,f,n,q,c,,
c,m,b,,,,,,,
g,p,q,m,n,f,h,c,,
g,m,p,q,n,f,h,c,,
i,k,e,o,l,,,,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
i,k,e,l,o,a,a,o,o,
g,n,p,q,f,h,m,c,,
c,m,b,,,,,,,
m,b,c,,,,,,,
m,b,c,,,,,,,
g,p,q,m,n,f,h,c,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,a,o,a,o,l,o,
b,c,m,,,,,,,
m,b,c,,,,,,,
i,k,e,l,o,a,o,a,o,a
b,c,m,,,,,,,
p,q,g,h,f,j,m,c,,
g,p,q,h,n,f,m,c,,
m,b,c,,,,,,,
m,b,c,,,,,,,
g,h,q,m,n,f,p,c,,
c,m,b,,,,,,,
i,k,e,l,o,o,a,,,
c,m,b,,,,,,,
m,b,c,,,,,,,
m,b,c,,,,,,,
g,f,h,q,p,n,m,c,,
c,m,b,,,,,,,
d,,,,,,,,,
i,k,e,l,o,a,o,a,o,a
l,k,e,i,o,a,o,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
m,h,q,p,f,j,g,c,,
d,,,,,,,,,
i,l,e,k,o,,,,,
c,m,b,,,,,,,
i,k,l,e,o,,,,,
i,e,k,l,o,a,o,,,
g,p,h,q,j,m,f,c,,
i,e,k,l,o,,,,,
g,m,h,q,f,n,p,c,,
d,,,,,,,,,
k,i,e,l,o,,,,,
d,,,,,,,,,
g,m,p,h,n,f,q,c,,
g,q,f,p,n,h,m,c,,
h,g,q,p,n,f,m,c,,
e,k,i,l,o,,,,,
i,k,e,o,l,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,l,e,k,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
h,g,p,q,n,f,m,c,,
p,q,h,g,j,f,m,c,,
c,m,b,,,,,,,
g,h,n,q,f,p,m,c,,
g,c,h,p,j,f,m,q,,
c,m,b,,,,,,,
d,,,,,,,,,
g,q,h,c,j,f,m,p,,
d,,,,,,,,,
i,k,e,o,l,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
m,b,c,,,,,,,
i,k,e,l,o,o,o,a,a,
i,k,e,l,o,a,o,a,o,
g,h,q,p,j,f,m,c,,
i,o,e,l,o,a,k,,,
l,k,e,i,o,,,,,
d,,,,,,,,,
g,h,q,p,m,j,f,c,,
d,,,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
g,p,h,f,j,q,m,c,,
d,,,,,,,,,
m,b,c,,,,,,,
g,p,q,h,j,f,c,m,,
i,k,l,e,o,,,,,
b,c,m,,,,,,,
c,h,q,p,f,n,m,g,,
d,,,,,,,,,
l,k,e,i,o,a,o,,,
i,k,a,l,o,a,o,e,o,
o,k,e,l,i,,,,,
g,q,p,h,j,c,m,f,,
d,,,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
g,q,p,h,f,n,m,c,,
m,b,c,,,,,,,
i,o,e,l,k,,,,,
i,e,k,l,o,,,,,
d,,,,,,,,,
g,h,m,p,f,n,q,c,,
g,q,f,p,j,h,m,c,,
l,k,e,i,o,,,,,
g,q,h,p,f,j,m,c,,
i,o,e,l,k,,,,,
d,,,,,,,,,
g,h,m,p,j,f,q,c,,
d,,,,,,,,,
i,k,o,l,e,,,,,
b,c,m,,,,,,,
g,c,p,h,n,f,m,q,,
e,k,i,l,o,,,,,
d,,,,,,,,,
g,p,q,h,c,f,m,n,,
c,m,b,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
c,q,p,h,n,f,m,g,,
m,b,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
i,e,k,l,o,,,,,
d,,,,,,,,,
i,k,l,e,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,a,o,a,o,l,o,a
c,m,b,,,,,,,
m,b,c,,,,,,,
i,k,e,l,o,o,a,,,
m,b,c,,,,,,,
d,,,,,,,,,
g,p,h,f,q,n,m,c,,
g,p,h,q,f,j,c,m,,
i,k,o,l,e,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
c,m,b,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
g,h,q,p,j,f,m,c,,
o,k,e,l,i,a,o,a,o,
g,q,h,p,j,f,m,c,,
g,h,f,q,n,p,m,c,,
g,q,p,h,c,f,m,n,,
c,m,b,,,,,,,
d,,,,,,,,,
e,k,i,l,o,,,,,
i,k,e,o,l,a,o,,,
g,p,h,m,f,n,q,c,,
i,k,o,l,e,a,o,,,
l,k,e,i,o,,,,,
k,i,e,l,o,a,o,,,
c,m,b,,,,,,,
c,m,b,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
i,k,e,o,l,a,o,,,
i,o,e,l,o,a,k,,,
g,h,f,q,p,j,m,c,,
d,,,,,,,,,
b,c,m,,,,,,,
b,c,m,,,,,,,
i,k,e,o,l,a,o,,,
c,m,b,,,,,,,
g,q,h,p,f,m,j,c,,
k,i,e,l,o,,,,,
d,,,,,,,,,
g,f,p,h,q,j,m,c,,
i,k,e,l,a,o,o,,,
d,,,,,,,,,
i,e,k,l,o,a,o,,,
g,p,j,q,h,f,m,c,,
m,b,c,,,,,,,
d,,,,,,,,,
g,p,h,q,j,f,m,c,,
g,j,q,p,f,h,m,c,,
b,c,m,,,,,,,
g,q,p,c,n,f,m,h,,
d,,,,,,,,,
i,k,e,l,a,o,o,,,
g,h,q,m,j,f,p,c,,
g,c,p,h,f,j,m,q,,
b,c,m,,,,,,,
i,k,e,l,o,a,o,a,o,a
g,h,p,q,f,n,c,m,,
m,b,c,,,,,,,
g,h,q,p,j,f,c,m,,
i,k,e,o,l,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
a,k,e,l,o,i,o,a,o,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,q,p,h,f,j,m,c,,
i,a,e,l,o,a,o,a,o,k
g,h,q,p,c,j,m,f,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,o,l,e,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
g,p,q,h,f,j,m,c,,
g,f,h,q,p,n,m,c,,
c,m,b,,,,,,,
h,g,p,q,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
g,q,p,h,n,m,f,c,,
d,,,,,,,,,
m,b,c,,,,,,,
h,g,q,p,n,f,m,c,,
e,k,i,l,o,,,,,
c,m,b,,,,,,,
c,m,b,,,,,,,
m,b,c,,,,,,,
g,m,p,q,n,f,h,c,,
g,h,m,p,n,f,q,c,,
m,b,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
m,h,p,q,n,f,g,c,,
i,k,e,l,o,a,o,a,o,a
i,k,o,l,e,a,o,,,
p,q,h,g,f,n,m,c,,
c,m,b,,,,,,,
m,b,c,,,,,,,
k,i,e,l,o,,,,,
g,f,q,h,p,j,m,c,,
g,p,q,h,f,n,m,c,,
d,,,,,,,,,
g,h,q,p,j,f,m,c,,
c,m,b,,,,,,,
d,,,,,,,,,
g,m,p,q,n,f,h,c,,
d,,,,,,,,,
d,,,,,,,,,
g,h,p,f,q,n,m,c,,
d,,,,,,,,,
d,,,,,,,,,
j,h,q,p,f,g,m,c,,
d,,,,,,,,,
g,f,h,q,j,p,m,c,,
d,,,,,,,,,
g,h,p,c,j,f,m,q,,
e,k,i,l,o,,,,,
h,g,q,p,j,f,m,c,,
d,,,,,,,,,
g,p,q,f,n,h,m,c,,
m,b,c,,,,,,,
d,,,,,,,,,
c,p,q,h,j,f,m,g,,
m,b,c,,,,,,,
b,c,m,,,,,,,
c,m,b,,,,,,,
o,k,e,l,i,,,,,
d,,,,,,,,,
i,o,e,l,k,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
g,p,q,j,h,f,m,c,,
g,p,q,h,j,f,m,c,,
c,m,b,,,,,,,
d,,,,,,,,,
f,q,p,h,g,j,m,c,,
g,p,h,f,j,q,m,c,,
m,q,h,p,f,j,g,c,,
d,,,,,,,,,
d,,,,,,,,,
i,e,k,l,o,,,,,
g,p,q,h,m,f,j,c,,
m,b,c,,,,,,,
b,c,m,,,,,,,
g,p,f,h,q,j,m,c,,
b,c,m,,,,,,,
c,m,b,,,,,,,
i,k,e,l,o,a,o,a,o,
p,g,q,h,f,j,m,c,,
d,,,,,,,,,
g,j,h,p,f,q,m,c,,
g,f,h,p,n,q,m,c,,
g,p,m,q,j,f,h,c,,
i,l,e,k,o,,,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
c,h,p,q,j,f,m,g,,
b,c,m,,,,,,,
i,k,e,o,l,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
i,e,k,l,o,a,o,,,
m,b,c,,,,,,,
i,k,e,l,o,o,a,,,
m,b,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,p,h,m,j,f,q,c,,
d,,,,,,,,,
i,l,e,k,o,a,o,,,
d,,,,,,,,,
g,p,m,h,f,j,q,c,,
g,h,p,q,m,f,j,c,,
e,k,i,l,o,,,,,
d,,,,,,,,,
n,h,q,p,f,g,m,c,,
b,c,m,,,,,,,
m,b,c,,,,,,,
o,k,e,l,i,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,q,h,f,n,p,m,c,,
m,b,c,,,,,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
c,q,p,h,f,n,m,g,,
o,k,e,l,i,,,,,
d,,,,,,,,,
g,p,q,h,n,f,m,c,,
i,k,e,l,o,o,o,a,a,a
i,l,e,k,o,a,o,a,o,a
d,,,,,,,,,
i,l,e,k,o,,,,,
i,k,e,o,l,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,p,c,h,n,f,m,q,,
b,c,m,,,,,,,
g,q,p,h,c,n,m,f,,
m,b,c,,,,,,,
d,,,,,,,,,
g,q,p,h,f,m,j,c,,
i,k,e,l,o,o,o,a,a,a
g,q,c,p,n,f,m,h,,
d,,,,,,,,,
g,q,p,h,m,f,j,c,,
c,m,b,,,,,,,
i,o,e,l,k,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,q,h,p,n,c,m,f,,
k,i,e,l,o,a,o,,,
o,k,e,l,i,a,o,,,
b,c,m,,,,,,,
g,p,q,h,c,j,m,f,,
g,p,q,n,h,f,m,c,,
g,m,p,h,f,n,q,c,,
m,b,c,,,,,,,
g,h,p,q,f,c,m,j,,
i,o,e,l,k,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
i,k,e,o,o,a,l,a,o,
m,b,c,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,k,o,l,e,,,,,
g,q,f,p,n,h,m,c,,
c,m,b,,,,,,,
g,q,h,c,n,f,m,p,,
o,k,e,l,i,,,,,
k,i,e,l,o,a,o,,,
d,,,,,,,,,
i,k,a,l,o,e,o,,,
o,k,e,l,i,,,,,
d,,,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
g,j,h,p,q,f,m,c,,
g,p,h,q,f,j,m,c,,
i,k,l,e,o,,,,,
g,p,q,h,c,j,m,f,,
i,k,a,l,o,e,o,a,o,
h,q,p,g,n,f,m,c,,
g,q,n,p,h,f,m,c,,
c,m,b,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
g,p,c,q,f,n,m,h,,
g,p,f,q,j,h,m,c,,
i,e,k,l,o,,,,,
g,m,h,p,j,f,q,c,,
d,,,,,,,,,
c,m,b,,,,,,,
g,h,p,q,f,j,m,c,,
g,p,q,h,m,f,j,c,,
b,c,m,,,,,,,
d,,,,,,,,,
g,h,p,q,f,n,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
o,k,e,l,o,a,i,,,
g,q,m,p,n,f,h,c,,
i,o,e,l,o,a,k,,,
d,,,,,,,,,
c,m,b,,,,,,,
g,j,p,q,f,h,m,c,,
d,,,,,,,,,
c,m,b,,,,,,,
m,b,c,,,,,,,
g,h,p,c,j,f,m,q,,
o,k,e,l,o,a,i,,,
i,k,e,o,l,a,o,,,
d,,,,,,,,,
d,,,,,,,,,
h,p,q,g,j,f,m,c,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
i,a,e,l,o,k,o,,,
g,p,h,f,j,q,m,c,,
g,q,h,j,f,p,m,c,,
m,b,c,,,,,,,
o,k,e,l,o,a,i,a,o,a
b,c,m,,,,,,,
e,k,i,l,o,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
g,q,c,h,j,f,m,p,,
d,,,,,,,,,
d,,,,,,,,,
i,k,e,o,l,,,,,
i,a,e,l,o,a,o,k,o,a
d,,,,,,,,,
g,f,h,q,p,j,m,c,,
d,,,,,,,,,
i,l,e,k,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
m,b,c,,,,,,,
c,m,b,,,,,,,
i,e,k,l,o,,,,,
g,f,p,q,j,h,m,c,,
g,m,h,q,j,f,p,c,,
i,l,e,k,o,,,,,
g,p,q,h,n,f,m,c,,
i,a,e,l,o,k,o,,,
i,e,k,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
g,h,p,m,f,n,q,c,,
b,c,m,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
b,c,m,,,,,,,
g,f,q,h,j,p,m,c,,
g,q,p,f,n,h,m,c,,
m,b,c,,,,,,,
d,,,,,,,,,
g,h,q,j,p,f,m,c,,
i,k,e,l,o,o,a,a,o,
b,c,m,,,,,,,
m,b,c,,,,,,,
g,q,h,p,f,j,m,c,,
i,k,o,l,e,,,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
i,a,e,l,o,a,o,a,o,k
c,m,b,,,,,,,
i,l,e,k,o,,,,,
c,m,b,,,,,,,
g,p,h,q,j,f,m,c,,
g,q,h,m,f,j,p,c,,
g,p,q,f,j,h,m,c,,
d,,,,,,,,,
d,,,,,,,,,
i,a,e,l,o,k,o,,,
d,,,,,,,,,
i,o,e,l,k,,,,,
i,l,e,k,o,a,o,,,
g,q,p,h,j,c,m,f,,
j,q,p,h,g,f,m,c,,
c,m,b,,,,,,,
m,b,c,,,,,,,
o,k,e,l,o,a,i,a,o,
e,k,i,l,o,,,,,
d,,,,,,,,,
g,p,h,q,f,c,m,n,,
g,q,c,h,n,f,m,p,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
c,m,b,,,,,,,
o,k,e,l,o,a,i,,,
b,c,m,,,,,,,
i,k,l,e,o,a,o,,,
d,,,,,,,,,
i,o,e,l,k,a,o,,,
i,k,o,l,o,a,e,,,
g,p,h,q,c,f,m,n,,
d,,,,,,,,,
d,,,,,,,,,
d,,,,,,,,,
l,k,e,i,o,,,,,
g,q,p,h,j,f,m,c,,
o,k,e,l,i,a,o,a,o,
o,k,e,l,i,a,o,,,
d,,,,,,,,,
i,k,e,l,o,o,a,a,o,
g,p,h,q,f,n,m,c,,
g,p,c,h,n,f,m,q,,
d,,,,,,,,,
i,a,e,l,o,k,o,,,
d,,,,,,,,,
o,k,e,l,o,a,i,,,
k,i,e,l,o,a,o,,,
k,i,e,l,o,,,,,
d,,,,,,,,,
d,,,,,,,,,
m,b,c,,,,,,,
b,c,m,,,,,,,
i,k,e,o,l,,,,,
d,,,,,,,,,
o,k,e,l,o,a,i,,,
g,q,p,j,f,h,m,c,,
d,,,,,,,,,
g,h,q,m,j,f,p,c,,
g,f,q,h,n,p,m,c,,
i,o,e,l,o,a,k,,,
i,k,e,l,o,a,o,a,o,
m,b,c,,,,,,,
d,,,,,,,,,
f,q,h,p,n,g,m,c,,
c,m,b,,,,,,,
g,q,c,h,f,n,m,p,,
i,k,l,e,o,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
c,m,b,,,,,,,
b,c,m,,,,,,,
d,,,,,,,,,
g,q,n,p,h,f,m,c,,
d,,,,,,,,,
m,q,h,p,j,f,g,c,,
g,p,h,f,n,q,m,c,,
d,,,,,,,,,
m,q,h,p,f,j,g,c,,
p,g,h,q,f,n,m,c,,
c,m,b,,,,,,,
i,k,o,l,e,,,,,
i,o,e,l,o,a,k,,,
m,b,c,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
i,k,l,e,o,,,,,
i,k,e,o,l,a,o,,,
d,,,,,,,,,
c,m,b,,,,,,,
m,b,c,,,,,,,
d,,,,,,,,,
i,k,e,o,l,,,,,
b,c,m,,,,,,,
n,p,q,h,f,g,m,c,,
b,c,m,,,,,,,
p,q,g,h,n,f,m,c,,
g,h,p,q,n,m,f,c,,
d,,,,,,,,,
h,p,g,q,j,f,m,c,,
d,,,,,,,,,
i,o,e,l,k,,,,,
g,q,h,c,j,f,m,p,,
m,b,c,,,,,,,
d,,,,,,,,,
g,h,p,n,f,q,m,c,,
c,m,b,,,,,,,
g,q,h,p,n,f,m,c,,
d,,,,,,,,,
e,k,i,l,o,a,o,,,
c,m,b,,,,,,,
i,k,e,o,l,a,o,,,
i,k,o,l,e,a,o,,,
g,q,p,h,j,f,m,c,,
b,c,m,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
g,p,q,h,f,n,m,c,,
o,k,e,l,i,,,,,
i,k,l,e,o,,,,,
d,,,,,,,,,
i,k,o,l,e,,,,,
m,b,c,,,,,,,
f,h,p,q,j,g,m,c,,
b,c,m,,,,,,,
i,k,e,o,l,,,,,
i,a,e,l,o,k,o,,,
m,b,c,,,,,,,
i,k,e,l,o,a,o,a,o,
d,,,,,,,,,
g,p,m,h,n,f,q,c,,
j,q,h,p,f,g,m,c,,
d,,,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
g,p,h,q,j,f,m,c,,
m,b,c,,,,,,,
b,c,m,,,,,,,
k,i,e,l,o,,,,,
c,m,b,,,,,,,
g,p,h,q,f,m,n,c,,
i,o,e,l,k,a,o,,,
g,m,p,h,j,f,q,c,,
i,k,o,l,e,a,o,a,o,
i,k,e,o,l,a,o,,,
i,l,e,k,o,,,,,
i,k,e,l,o,a,o,,,
i,k,e,l,o,a,o,a,o,a
d,,,,,,,,,
l,k,e,i,o,a,o,,,
b,c,m,,,,,,,
g,h,q,p,f,n,m,c,,
i,k,e,o,l,,,,,
g,h,c,q,j,f,m,p,,
d,,,,,,,,,
d,,,,,,,,,
g,p,h,q,m,f,n,c,,
m,b,c,,,,,,,
d,,,,,,,,,
b,c,m,,,,,,,
g,q,f,p,h,n,m,c,,
g,h,p,n,f,q,m,c,,
g,q,h,f,p,n,m,c,,
d,,,,,,,,,
q,p,g,h,f,n,m,c,,
m,b,c,,,,,,,
c,m,b,,,,,,,
d,,,,,,,,,
i,k,o,l,o,a,e,,,
d,,,,,,,,,
m,b,c,,,,,,,
g,h,p,j,q,f,m,c,,
g,h,j,p,f,q,m,c,,
d,,,,,,,,,
p,g,h,q,n,f,m,c,,
i,k,e,l,o,a,o,a,a,o
d,,,,,,,,,
d,,,,,,,,,
i,k,e,o,l,a,o,,,
a,k,e,l,o,i,o,a,o,
d,,,,,,,,,
d,,,,,,,,,
c,m,b,,,,,,,
g,p,q,h,f,j,m,c,,
i,k,e,o,l,,,,,
m,b,c,,,,,,,
