0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
c,m,d,b,l,f,p,d,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,f
c,d,b,k,f,p,m,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,l,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,f,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,m,g,j,o
c,m,d,b,l,a,p,n,e,a,i,k,h,g,j,o
d,b,l,c,m,f,p,l,e,a,i,h,k,g,o,j
d,c,b,l,f,p,n,m,e,a,i,h,k,g,l,o
c,m,d,b,l,f,p,n,j,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,b,g,j,o
d,b,c,l,m,f,j,n,e,a,i,h,k,g,o,j
d,b,c,l,m,f,p,n,n,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,h,k,h,g,j,o
d,b,c,i,f,m,p,n,e,a,i,k,h,g,o,j
c,m,d,e,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,p,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,o,k,h,g,j,o
c,m,d,b,f,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,i,e,a,i,h,k,g,o,j
c,d,b,m,l,f,p,n,e,a,i,k,h,g,j,c
d,c,m,k,l,f,p,n,e,a,i,h,k,g,j,o
d,l,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,l,m,f,p,n,e,a,i,h,k,g,o,p
d,b,l,f,p,n,c,m,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,h
c,d,b,m,l,f,p,n,e,a,i,h,k,b,o,j
c,d,b,m,l,f,p,n,e,a,i,h,k,g,j,k
c,d,m,b,k,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,p,c,n,m,e,a,i,k,h,g,k,j
c,d,b,m,l,f,p,n,e,a,i,k,a,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,l,o,j
d,d,b,m,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,h,k,a,j,o
c,m,d,b,l,f,p,n,e,a,i,i,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,l,g,j,o
c,m,d,b,l,f,m,n,e,a,i,k,h,g,j,o
d,c,m,b,l,l,p,n,e,a,i,h,k,g,o,j
d,n,l,c,f,p,m,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,c,g,o,j
d,b,l,c,f,m,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,h,j,o
d,b,c,m,l,f,p,n,e,a,i,h,k,g,f,o
c,m,d,b,l,f,p,n,e,c,i,h,k,g,j,o
d,b,l,c,f,p,n,m,e,a,p,h,k,g,j,o
d,b,l,l,f,p,m,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,e,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,g,o,o
c,a,d,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,j,h,k,g,o,j
d,c,b,m,l,f,p,i,e,a,i,h,k,g,j,o
d,b,c,l,m,f,p,n,o,a,i,h,k,g,j,o
c,d,b,l,f,e,p,n,e,a,i,k,h,g,o,j
d,e,l,f,p,n,c,m,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,n,j,o
d,c,m,b,l,o,p,n,e,a,i,k,h,g,o,j
d,c,b,l,f,m,p,n,e,a,g,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,d,o,j
d,c,c,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,g,g,o,j
n,c,b,m,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,l,f,m,p,n,e,a,i,h,k,g,n,j
c,m,d,b,l,f,p,o,e,a,i,h,k,g,o,j
d,n,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,g,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,a
d,c,m,b,l,f,p,n,e,a,i,k,h,i,o,j
d,c,b,l,f,p,m,n,i,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,a,o
d,c,d,l,m,f,p,n,e,a,i,h,k,g,j,o
d,b,l,f,p,c,m,p,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,l,b,m,p,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,n,e,a,o,k,h,g,j,o
d,c,b,m,l,f,p,n,e,e,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,h,k,o,o,j
d,b,c,l,f,p,p,n,e,a,i,h,k,g,j,o
d,b,a,l,m,f,p,n,e,a,i,k,h,g,o,j
d,p,b,m,l,f,p,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,e,e,a,i,h,k,g,j,o
d,b,l,f,c,m,p,n,e,a,i,k,h,g,o,e
c,d,m,b,l,f,p,n,e,a,i,h,e,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,g,g,o,j
d,b,l,f,c,m,c,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,c,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,o,i,k,h,g,j,o
c,d,b,m,l,f,p,h,e,a,i,h,k,g,j,o
d,b,l,c,c,p,m,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,f,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,m,f,p,n,e,a,i,h,b,g,o,j
d,b,c,m,l,f,p,n,h,a,i,h,k,g,j,o
c,d,b,m,l,f,p,k,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,a
d,c,m,d,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,c,f,p,n,e,a,i,k,h,g,j,o
d,b,l,f,c,p,n,m,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,c,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,k,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,j,j,o
d,b,l,c,f,m,p,n,e,a,i,h,k,f,j,o
c,m,d,b,l,f,p,i,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,m
l,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,d,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,n,g,j,o
d,c,b,m,l,f,p,n,e,a,c,k,h,g,o,j
d,b,l,f,p,n,c,m,e,a,i,k,k,g,j,o
d,c,m,b,l,f,p,b,e,a,i,k,h,g,j,o
d,b,c,l,m,f,p,m,e,a,i,h,k,g,j,o
c,d,b,l,m,f,p,n,i,a,i,h,k,g,j,o
c,m,d,b,l,f,a,n,e,a,i,k,h,g,j,o
d,b,c,l,a,f,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,i,o
c,d,c,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,i,a,i,h,k,g,j,o
c,m,d,b,o,f,p,n,e,a,i,h,k,g,o,j
c,e,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,j,p,n,e,a,i,h,k,g,j,o
d,b,l,i,p,c,n,m,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,o,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,p,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,f,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,d,i,h,k,g,j,o
c,m,n,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,f,c,m,p,n,e,a,i,c,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,g,l,o
d,b,l,f,c,p,n,m,e,a,i,h,i,g,j,o
h,b,l,c,f,p,m,n,e,a,i,h,k,g,j,o
c,m,d,k,l,f,p,n,e,a,i,k,h,g,j,o
b,b,l,c,f,m,p,n,e,a,i,h,k,g,o,j
d,b,l,c,e,m,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,e,k,h,g,o,j
c,m,d,b,l,f,p,n,e,g,i,k,h,g,o,j
d,b,l,f,c,m,p,n,e,a,i,h,k,g,c,o
c,d,b,m,l,f,p,n,e,a,i,h,g,g,o,j
c,m,d,k,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,n,g,j,o
c,m,d,b,l,f,p,i,e,a,i,h,k,g,j,o
d,b,c,l,f,p,f,m,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,k,o
d,c,m,b,e,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,h,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,e,k,h,g,o,j
c,d,m,b,l,f,p,n,e,a,i,k,h,g,j,k
c,d,b,m,l,f,p,n,e,a,i,k,o,g,o,j
d,c,m,b,l,f,p,n,e,a,h,h,k,g,o,j
d,b,l,n,c,m,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,b,a,i,k,h,g,o,j
c,d,b,l,f,p,m,n,e,a,l,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,h,k,k,o,j
d,c,b,l,m,f,p,n,e,j,i,h,k,g,o,j
f,b,c,m,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,l,f,p,m,n,e,a,i,n,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,d,j,o
d,b,l,f,p,c,n,p,e,a,i,k,h,g,o,j
d,b,l,c,f,p,n,f,e,a,i,k,h,g,j,o
d,c,g,b,l,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,f,k,g,o,j
d,b,l,f,c,m,p,n,e,a,i,k,h,g,l,o
h,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,c,m,l,j,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,n,a,i,h,k,g,j,o
c,d,l,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,f,c,p,e,m,e,a,i,k,h,g,j,o
c,d,b,m,j,f,p,n,e,a,i,k,h,g,j,o
d,b,c,m,l,f,p,b,e,a,i,k,h,g,j,o
d,b,l,o,m,f,p,n,e,a,i,k,h,g,j,o
c,m,d,g,l,f,p,n,e,a,i,h,k,g,j,o
d,f,b,m,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,m,k,h,g,j,o
c,m,o,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,i,i,k,h,g,j,o
d,c,b,m,l,f,p,n,e,a,c,h,k,g,j,o
d,c,m,o,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
d,c,b,m,l,f,p,e,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,k,o,g,o,j
d,b,l,c,f,p,n,n,e,a,i,k,h,g,o,j
c,d,m,b,i,f,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,h,c,g,o,j
d,c,b,m,l,f,p,c,e,a,i,k,h,g,j,o
c,m,d,b,l,o,p,n,e,a,i,k,h,g,j,o
c,d,g,b,l,f,p,n,e,a,i,h,k,g,j,o
d,o,c,m,l,f,p,n,e,a,i,k,h,g,o,j
c,d,m,b,l,i,p,n,e,a,i,k,h,g,j,o
c,i,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,k,h,j,j,o
d,b,d,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,f,p,m,n,e,a,g,k,h,g,o,j
c,l,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,j,c,m,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,d,g,j,o
c,m,d,b,l,f,p,c,e,a,i,h,k,g,o,j
d,c,b,l,m,c,p,n,e,a,i,h,k,g,o,j
d,b,l,c,f,p,n,m,e,a,i,k,h,f,o,j
d,b,c,l,f,p,n,m,e,g,i,k,h,g,j,o
d,l,c,l,m,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,p,h,k,g,o,j
d,b,c,l,f,m,p,e,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,a
a,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,g,l,f,p,n,e,a,i,k,h,g,o,j
d,n,l,f,c,m,p,n,e,a,i,k,h,g,o,j
d,b,l,c,m,f,k,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,l,e,a,i,h,k,g,j,o
c,m,d,b,g,f,p,n,e,a,i,h,k,g,j,o
d,b,l,e,m,f,p,n,e,a,i,h,k,g,o,j
d,b,l,f,p,g,m,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,g,a,i,k,h,g,o,j
c,d,m,b,l,f,p,n,a,a,i,k,h,g,o,j
d,b,l,f,c,m,p,n,e,a,l,k,h,g,o,j
c,m,d,b,m,f,p,n,e,a,i,k,h,g,o,j
d,c,m,b,p,f,p,n,e,a,i,h,k,g,o,j
c,d,b,l,f,f,p,n,e,a,i,k,h,g,j,o
d,n,m,b,l,f,p,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,f,n,e,a,i,k,h,g,j,o
c,d,p,l,m,f,p,n,e,a,i,h,k,g,o,j
c,d,b,l,f,p,n,m,e,a,i,k,h,g,k,j
d,c,d,l,m,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,h,o,j,o
d,b,c,l,f,p,n,m,e,a,i,h,k,g,k,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,h
c,d,m,b,l,f,p,n,e,a,c,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,a,k,g,j,o
c,m,d,b,l,f,i,n,e,a,i,h,k,g,o,j
c,d,b,m,l,f,p,n,e,a,i,k,h,g,o,l
c,m,d,b,l,f,p,n,e,a,i,d,k,g,j,o
c,d,m,b,l,f,p,n,m,a,i,h,k,g,j,o
c,d,m,b,c,f,p,n,e,a,i,h,k,g,j,o
c,d,b,m,a,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,j,p,m,n,e,a,i,h,k,g,j,o
d,c,b,l,f,m,n,n,e,a,i,k,h,g,j,o
d,b,l,c,f,m,p,n,e,a,i,k,h,g,o,g
c,m,d,b,l,f,p,n,k,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,n,h,g,j,o
c,d,m,b,l,f,o,n,e,a,i,h,k,g,j,o
d,o,l,f,c,p,n,m,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,h,g,p,j
p,c,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,c,m,l,f,p,b,e,a,i,k,h,g,j,o
d,c,b,l,f,m,p,n,e,a,a,k,h,g,j,o
d,c,j,b,l,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,p,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,c
d,b,l,f,p,n,c,m,d,a,i,h,k,g,j,o
d,b,l,f,c,m,p,n,e,a,i,k,j,g,o,j
d,c,b,m,l,f,p,n,e,i,i,k,h,g,o,j
d,c,l,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,h,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,c,n,e,a,i,k,h,g,j,o
d,b,l,f,c,p,n,m,e,a,i,h,k,g,o,j
d,b,l,f,p,c,n,m,e,a,i,h,k,g,g,o
d,b,l,c,m,f,p,n,e,a,i,h,j,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,m,j
c,d,m,b,l,f,h,n,e,a,i,k,h,g,j,o
d,b,c,l,f,m,p,i,e,a,i,k,h,g,j,o
d,c,b,l,h,f,p,n,e,a,i,k,h,g,j,o
c,d,b,n,l,f,p,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,j,p,n,e,a,i,h,k,g,j,o
c,d,m,b,l,j,p,n,e,a,i,h,k,g,o,j
d,b,l,c,f,m,p,n,e,a,i,h,h,g,o,j
c,m,e,b,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,l,f,p,n,e,e,a,i,k,h,g,o,j
d,c,b,l,f,p,n,m,e,a,i,k,h,n,o,j
c,m,d,b,l,f,p,n,e,a,i,f,k,g,j,o
d,c,b,l,m,f,p,n,e,a,i,h,k,g,o,l
c,d,m,b,l,f,p,n,e,g,i,k,h,g,o,j
c,d,b,l,f,m,p,n,e,a,i,h,j,g,o,j
d,b,c,m,l,f,p,p,e,a,i,k,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,h,k,g,b,o
c,d,m,b,i,f,p,n,e,a,i,h,k,g,j,o
k,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,k,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,l,m,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,e,o
c,m,d,b,l,f,i,n,e,a,i,h,k,g,j,o
c,m,d,b,d,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,j,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,h,k,d,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,i
c,d,m,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,g,i,k,h,g,j,o
i,c,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,d,c,f,m,p,n,e,a,i,h,k,g,o,j
c,d,b,l,f,m,p,n,e,a,i,k,h,g,j,o
d,c,m,j,l,f,p,n,e,a,i,k,h,g,j,o
c,d,l,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,l,m,f,n,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,o,n,e,a,i,k,h,g,j,o
c,a,b,m,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,l,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,b,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,o,o,j
c,d,m,b,l,f,p,n,e,a,i,k,b,g,j,o
c,m,d,d,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,k,h,g,d,o
c,m,d,b,l,f,p,n,e,a,i,n,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,h,k,k,j,o
c,d,b,m,l,f,p,n,e,a,i,j,h,g,j,o
d,c,b,l,f,p,n,m,e,a,i,k,h,f,o,j
c,d,e,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,o,a,i,h,k,g,j,o
c,m,d,b,n,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,h,g,j,o
c,d,b,l,f,p,n,m,d,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,k,g,g,j,o
j,b,l,c,f,m,p,n,e,a,i,k,h,g,o,j
e,d,b,l,f,m,p,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,n,e,a,i,k,h,g,f,o
d,b,l,f,c,m,p,n,e,a,i,k,h,l,j,o
k,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,i,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,l,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,b,o
d,b,l,f,c,m,p,n,e,a,i,k,h,g,j,i
c,d,m,b,l,f,p,j,e,a,i,k,h,g,j,o
m,b,l,c,m,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,p,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,e,g,o,j
c,m,d,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,h,k,g,o,f
d,c,m,b,l,f,p,n,k,a,i,k,h,g,o,j
d,b,l,c,m,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,o,j,o
d,c,b,m,l,a,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,h,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,n,k,g,j,o
d,b,c,l,m,f,p,n,e,a,i,h,k,g,d,o
d,b,l,c,m,b,p,n,e,a,i,h,k,g,o,j
d,b,l,j,c,m,p,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,n,e,a,i,k,h,g,o,c
d,c,m,b,l,f,p,h,e,a,i,h,k,g,j,o
c,m,d,b,g,f,p,n,e,a,i,k,h,g,o,j
d,b,c,l,m,f,p,n,e,a,i,k,h,h,o,j
c,m,d,n,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,m,l,f,p,n,e,a,i,o,k,g,j,o
c,d,m,b,l,f,m,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,c,i,h,k,g,j,o
d,c,b,l,m,f,g,n,e,a,i,k,h,g,o,j
d,b,c,m,l,f,p,n,e,a,o,h,k,g,j,o
c,m,d,b,l,f,p,n,m,a,i,k,h,g,j,o
c,i,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,g,o,i
c,d,b,l,f,m,d,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,k,j
d,c,b,l,m,f,p,n,a,a,i,h,k,g,j,o
d,b,l,o,m,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,b,o,j
c,d,m,b,n,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,e,j,o
d,c,m,b,l,f,p,n,e,l,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,k,h,f,j,o
d,c,b,l,m,f,p,n,e,a,i,c,h,g,j,o
d,c,b,l,m,f,p,n,e,b,i,h,k,g,j,o
c,d,b,n,l,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,f,k,g,j,o
c,d,b,m,j,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,j,g,j,o
c,d,b,l,m,f,p,n,e,a,i,i,k,g,j,o
d,b,l,f,e,m,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,d,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,l,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,k,h,g,o,l
