0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
c,m,d,k,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,g,p,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,b,o,j
d,b,c,l,m,l,f,p,n,e,a,i,k,h,g,j,o
p,d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,a,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,f,a,i,h,k,g,j,o
c,c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,a,k,h,g,o,j
c,m,d,c,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,m,f,p,n,e,a,i,k,h,g,o,j
c,d,m,b,b,l,f,p,n,e,a,i,k,h,g,o,j
o,c,d,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,o,c,l,f,m,p,n,e,a,i,h,k,g,o,j
c,m,d,o,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,d,a,i,k,h,g,o,j
c,d,b,l,f,p,m,n,e,a,b,i,k,h,g,j,o
c,d,m,b,d,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,a,j,o
c,m,d,b,l,f,p,a,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,j,g,j,o
d,b,l,c,m,f,p,n,e,a,i,h,k,g,i,o,j
d,c,b,l,f,p,n,m,e,a,i,h,k,l,g,j,o
c,m,d,b,n,l,f,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,c,a,i,k,h,g,j,o
d,b,c,l,m,f,p,n,e,p,a,i,h,k,g,o,j
d,b,c,l,m,f,p,n,e,a,i,k,h,g,j,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,l,o
d,b,c,l,f,m,p,n,e,a,i,k,h,m,g,o,j
c,m,d,b,l,f,p,n,e,a,d,i,h,k,g,o,j
c,m,d,f,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,b,n,e,a,i,k,h,g,j,o
c,m,d,b,l,o,f,p,n,e,a,i,k,h,g,o,j
d,o,c,b,m,l,f,p,n,e,a,i,h,k,g,o,j
c,d,b,m,l,f,p,n,h,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,o,h,g,o,j
d,c,b,l,m,f,p,n,e,a,i,h,k,g,o,d,j
d,b,l,f,p,n,c,m,e,a,i,k,h,g,i,j,o
c,m,d,b,h,l,f,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,l,n,e,a,i,h,k,g,o,j
c,d,b,m,l,f,p,n,e,a,i,h,k,g,j,o,o
c,d,m,b,l,f,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,d,p,c,n,m,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,i,k,h,g,j,o
k,d,c,b,m,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,k,h,g,m,o,j
c,d,b,m,l,f,p,n,e,h,a,i,h,k,g,j,o
c,m,d,b,d,l,f,p,n,e,a,i,k,h,g,j,o
c,d,j,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,f,i,k,h,g,j,o
d,c,m,b,l,f,h,p,n,e,a,i,h,k,g,o,j
d,b,l,c,f,g,p,m,n,e,a,i,h,k,g,j,o
c,m,d,b,k,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,k,c,h,g,o,j
c,m,d,b,l,f,g,p,n,e,a,i,k,h,g,j,o
d,b,c,p,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,a,n,e,a,i,h,k,g,j,o
d,b,l,c,f,p,n,m,a,e,a,i,h,k,g,j,o
d,b,c,l,f,p,m,n,c,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,i,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,c,g,j,o
c,l,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,n,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,l,h,k,g,o,j
d,c,b,m,l,f,p,n,e,a,a,i,h,k,g,j,o
d,b,c,l,m,g,f,p,n,e,a,i,h,k,g,j,o
c,d,b,l,f,m,p,n,e,a,i,k,h,h,g,o,j
d,b,b,l,f,p,n,c,m,e,a,i,k,h,g,j,o
c,d,f,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,o,o,j
d,c,h,b,l,f,m,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,g,b,o,j
d,b,c,m,l,f,p,n,e,a,i,h,k,g,j,f,o
c,m,d,b,l,f,p,n,e,a,i,o,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,b,k,g,o,j
d,c,b,l,f,m,p,n,e,a,i,h,k,g,o,c,j
c,m,d,b,l,f,p,n,e,a,j,i,h,k,g,o,j
d,k,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,o,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,e,a,i,k,h,g,j,o
d,c,m,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,l,f,p,m,n,e,a,i,h,k,n,g,o,j
d,c,m,b,l,f,p,k,n,e,a,i,h,k,g,j,o
d,c,b,l,m,f,p,n,e,a,i,h,k,l,g,j,o
d,b,l,f,p,c,m,e,n,e,a,i,h,k,g,o,j
c,d,m,b,l,h,f,p,n,e,a,i,h,k,g,o,j
d,c,f,b,l,f,m,p,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,m,n,e,a,i,k,h,g,j,o
d,c,b,m,l,f,p,n,e,n,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,h,k,g,o,i,j
d,b,g,c,l,f,m,p,n,e,a,i,h,k,g,j,o
d,b,c,l,m,f,a,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,m,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,j,h,o
d,b,l,f,c,m,p,n,e,a,i,k,h,g,g,o,j
c,d,m,b,l,f,p,n,e,a,i,h,k,g,p,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,c,o,j
d,b,l,f,c,m,p,n,e,a,i,h,k,g,n,o,j
d,b,c,m,l,f,e,p,n,e,a,i,h,k,g,j,o
d,a,b,c,m,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,i,h,k,g,j,o
d,b,l,f,c,p,m,n,e,a,i,j,k,h,g,j,o
a,d,c,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,e,a,i,k,h,g,j,o
d,b,c,b,l,m,f,p,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,a,i,h,k,g,l,j,o
c,d,b,m,l,f,c,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,c,k,h,g,j,o
i,d,c,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,k,b,l,c,m,f,p,n,e,a,i,k,h,g,j,o
d,b,l,n,f,c,p,n,m,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,h,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,l,g,j,o
c,b,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
c,i,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,c,f,m,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,e,h,k,g,o,j
d,c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,m,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,h,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,d,k,g,j,o
d,c,b,o,m,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,o,f,p,n,c,m,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,o,e,a,i,k,h,g,j,o
d,b,c,l,f,m,f,p,n,e,a,i,h,k,g,j,o
g,c,d,b,l,m,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,i,e,a,i,k,h,g,j,o
d,b,b,c,l,m,f,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,o,f,p,n,e,a,i,h,k,g,j,o
c,d,f,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,f,e,a,i,h,k,g,o,j
c,d,b,m,l,f,p,n,e,a,i,h,b,k,g,j,o
h,d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
p,d,b,l,f,p,c,n,m,e,a,i,k,h,g,j,o
c,m,d,b,g,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,h,o,j
c,m,d,b,i,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,e,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,m,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,k,g,j,o
d,d,b,l,f,c,m,p,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,g,j,m,o
d,b,p,l,f,c,p,n,m,e,a,i,h,k,g,j,o
d,b,l,c,j,f,p,m,n,e,a,i,h,k,g,j,o
c,m,d,b,p,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,c,f,m,d,p,n,e,a,i,h,k,g,o,j
d,b,l,j,c,f,m,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,e,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,k,g,o,j
d,n,b,l,f,c,m,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,i,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,f,i,h,k,g,j,o
c,m,d,b,p,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,o,p,n,e,a,i,h,k,g,j,o
i,d,b,c,l,f,p,n,m,e,a,i,k,h,g,j,o
c,d,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,i,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,o,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,j,h,g,o,j
c,d,m,b,l,f,p,n,e,a,i,k,h,g,n,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,g,o,i,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,p,j
d,b,l,f,m,c,m,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,n,g,o,j
c,d,b,l,f,p,m,n,e,a,i,f,k,h,g,o,j
c,d,b,m,l,f,p,n,m,e,a,i,h,k,g,o,j
d,c,g,b,l,m,f,p,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,a,i,k,h,p,g,o,j
d,c,l,b,l,f,p,m,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,e,n,e,a,i,k,h,g,j,o
d,b,l,f,p,g,c,n,m,e,a,i,k,h,g,o,j
d,b,l,c,f,p,n,m,e,a,i,k,h,a,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,l,j
c,d,m,b,l,f,p,n,e,a,i,h,a,k,g,o,j
d,b,l,f,h,c,m,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,g,h,g,o,j
d,b,c,m,n,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,k,o
c,d,m,b,l,d,f,p,n,e,a,i,k,h,g,j,o
d,b,l,f,c,m,p,n,m,e,a,i,k,h,g,j,o
g,c,d,b,m,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,m,l,f,p,n,k,e,a,i,k,h,g,j,o
d,b,l,c,g,m,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,h,a,i,h,k,g,j,o
d,c,b,m,l,f,p,l,n,e,a,i,k,h,g,j,o
d,c,m,b,l,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,m,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,o,h,g,j,o
d,c,b,m,l,m,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,n,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,f,e,a,i,k,h,g,j,o
d,c,b,m,d,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,k,h,g,o,g,j
d,b,l,c,f,p,m,m,n,e,a,i,k,h,g,o,j
c,d,m,b,l,f,p,n,e,a,i,h,k,m,g,j,o
c,d,b,m,l,f,p,h,n,e,a,i,h,k,g,o,j
d,b,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,o,b,l,f,p,n,e,a,i,k,h,g,j,o
o,c,d,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,e,b,c,m,l,f,p,n,e,a,i,k,h,g,o,j
c,d,m,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,n,e,a,i,k,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,k,h,g,j,l,o
d,b,c,m,l,f,p,n,e,a,i,h,k,h,g,j,o
d,b,l,c,c,f,p,m,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,j,g,o,j
d,g,b,c,m,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,l,a,i,h,k,g,j,o
c,m,d,a,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,l,m,f,p,n,b,e,a,i,h,k,g,o,j
d,b,l,c,f,p,n,m,e,a,i,f,k,h,g,o,j
d,b,c,l,f,p,n,m,k,e,a,i,k,h,g,j,o
d,b,c,l,m,f,p,n,o,e,a,i,k,h,g,j,o
c,n,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
d,b,c,l,f,m,p,n,e,a,i,k,h,g,g,o,j
c,c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,g,b,o,j
c,m,d,b,l,f,l,p,n,e,a,i,k,h,g,o,j
d,b,l,f,c,m,p,n,e,a,i,f,k,h,g,o,j
d,b,l,c,m,f,o,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,p,n,e,a,i,h,k,g,j,o
d,b,l,c,m,f,p,n,f,e,a,i,h,k,g,o,j
d,c,b,l,f,p,c,m,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,e,j
c,d,l,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,l,b,l,f,c,m,p,n,e,a,i,k,h,g,o,j
i,c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,g,m,b,l,f,p,n,e,a,i,h,k,g,o,j
c,d,i,b,l,m,f,p,n,e,a,i,k,h,g,j,o
d,c,m,a,b,l,f,p,n,e,a,i,h,k,g,o,j
i,d,b,c,m,l,f,p,n,e,a,i,k,h,g,j,o
c,l,d,b,l,m,f,p,n,e,a,i,h,k,g,o,j
c,c,d,b,l,f,p,n,m,e,a,i,k,h,g,o,j
d,c,b,o,l,m,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,h,g,j,l,o
d,b,c,l,f,e,p,n,m,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,c,j
c,d,m,h,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,g,j,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,l,g,o,j
c,d,b,m,l,f,p,n,e,a,k,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,j,k,g,j,o
c,d,m,b,l,i,f,p,n,e,a,i,h,k,g,j,o
c,d,m,g,b,l,f,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,h,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,f,p,m,n,e,a,c,i,h,k,g,j,o
d,c,b,l,f,m,p,g,n,e,a,i,k,h,g,j,o
d,b,l,c,f,m,p,n,e,a,l,i,k,h,g,o,j
c,m,d,b,l,f,m,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,g,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,m,e,a,i,h,k,g,j,o
d,b,l,f,c,p,n,m,e,n,a,i,h,k,g,j,o
d,b,c,m,l,g,f,p,n,e,a,i,k,h,g,o,j
d,c,n,m,b,l,f,p,n,e,a,i,k,h,g,o,j
a,d,b,c,m,l,f,p,n,e,a,i,k,h,g,j,o
d,c,b,l,f,g,m,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,c,a,i,h,k,g,o,j
c,d,m,n,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,p,h,g,o,j
d,b,l,f,p,n,f,c,m,e,a,i,h,k,g,j,o
d,b,l,f,b,c,m,p,n,e,a,i,k,h,g,o,j
d,k,c,b,m,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,f,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,h,g,j,d,o
c,m,p,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,f,a,c,p,n,m,e,a,i,h,k,g,o,j
d,b,l,f,p,c,n,m,e,a,i,h,k,b,g,j,o
d,b,l,c,m,f,p,n,e,a,g,i,h,k,g,o,j
c,m,d,g,b,l,f,p,n,e,a,i,k,h,g,o,j
c,d,m,b,l,f,p,n,e,a,i,k,h,m,g,j,o
d,b,c,l,f,m,p,n,e,a,i,k,h,a,g,j,o
d,c,b,l,m,f,p,n,e,a,i,k,h,g,c,j,o
c,d,b,m,l,f,p,n,e,a,i,h,k,g,j,p,o
c,d,m,n,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,n,f,p,n,e,a,i,h,k,g,j,o
c,k,d,m,b,l,f,p,n,e,a,i,h,k,g,o,j
f,d,b,l,c,f,m,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,l,a,i,k,h,g,o,j
c,d,b,l,f,p,d,n,m,e,a,i,k,h,g,o,j
d,a,c,b,l,f,p,n,m,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,e,n,e,a,i,h,k,g,j,o
d,c,b,l,m,c,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,d,e,a,i,k,h,g,o,j
c,d,b,l,f,f,m,p,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,a,i,h,k,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,a,h,k,g,j,o
c,d,m,b,l,f,p,n,e,c,a,i,h,k,g,j,o
c,d,a,m,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,i,h,g,o,j
c,d,b,l,m,f,p,n,e,g,a,i,k,h,g,j,o
d,c,m,b,l,f,j,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,j,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,j,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,p,o,j
c,d,m,b,l,g,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,f,k,g,j,o
c,d,m,b,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,l,b,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,j,d,o
d,b,l,c,f,m,p,n,e,a,i,h,k,g,o,m,j
c,d,b,l,f,m,p,n,e,a,i,i,k,h,g,j,o
d,c,f,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,h,k,b,g,j,o
d,b,c,l,m,f,p,n,e,a,i,c,h,k,g,j,o
d,c,m,b,l,f,p,e,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,c,h,k,g,o,j
c,m,d,b,l,k,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,g,f,o,j
c,d,m,b,l,f,p,n,h,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,k,g,o,j
d,c,b,m,l,f,p,n,e,a,i,p,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,a,i,k,h,g,o,j
d,b,l,c,f,m,p,c,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,g,h,j,o
d,c,b,l,f,p,n,m,e,a,i,k,h,b,g,o,j
c,d,b,m,l,f,p,n,i,e,a,i,k,h,g,j,o
c,m,o,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,e,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,d,o
c,d,l,b,l,f,p,n,m,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,k,e,h,g,j,o
d,i,b,l,c,f,m,p,n,e,a,i,k,h,g,o,j
c,d,b,l,f,m,p,b,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,n,e,a,i,k,h,g,j,k,o
d,b,l,f,c,m,p,n,p,e,a,i,k,h,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,g,h,g,j,o
c,m,d,b,l,f,p,n,g,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,m,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,n,j,o
d,b,l,f,c,j,m,p,n,e,a,i,k,h,g,j,o
c,d,j,m,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,c,m,f,p,h,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,i,g,j,o
c,m,d,b,l,f,p,n,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,o,g,j,o
d,b,c,m,l,f,h,p,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,l,i,k,h,g,o,j
d,b,l,c,m,f,p,n,e,a,i,k,h,g,o,j,o
c,d,m,b,l,f,p,e,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,d,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,j,h,o
c,m,n,d,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,g,p,j,o
d,b,c,l,m,f,p,m,n,e,a,i,h,k,g,j,o
d,b,l,c,m,b,f,p,n,e,a,i,h,k,g,o,j
k,d,b,l,f,c,m,p,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,n,e,a,k,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,g,i,h,k,g,j,o
e,c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,c,l,m,f,p,n,e,a,i,k,h,g,o,k,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,k,o
d,b,c,m,l,b,f,p,n,e,a,i,h,k,g,j,o
b,c,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,m,k,b,l,f,p,n,e,a,i,h,k,g,j,o
