0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
d,c,m,b,l,j,f,p,n,e,a,i,k,h,g,j,o
d,b,l,c,f,m,p,n,e,a,i,k,g,h,g,j,o
d,b,l,f,c,m,p,n,e,a,i,n,h,k,g,j,o
d,c,b,m,l,f,p,o,n,e,a,i,h,k,g,j,o
d,b,c,l,f,m,f,p,n,e,a,i,h,k,g,j,o
d,c,b,l,a,f,m,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,h,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,a,i,k,h,g,o,a,j
d,b,l,c,f,p,m,n,e,a,i,k,h,g,o,d,j
c,d,b,m,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,e,g,o,j
d,c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,l,f,p,n,m,e,i,a,i,k,h,g,j,o
d,c,m,b,l,f,p,c,n,e,a,i,k,h,g,j,o
d,b,c,m,l,f,p,n,e,a,d,i,h,k,g,o,j
c,d,m,b,l,f,p,n,m,e,a,i,k,h,g,j,o
c,m,b,d,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,h,i,h,k,g,o,j
c,d,d,m,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,b,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,g,n,o,j
c,m,d,b,l,f,p,o,n,e,a,i,k,h,g,o,j
d,b,c,m,l,f,p,n,e,a,i,c,k,h,g,j,o
d,c,m,b,l,f,o,p,n,e,a,i,k,h,g,j,o
c,m,g,d,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,h,e,a,i,h,k,g,j,o
c,m,c,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,f,i,k,h,g,o,j
c,c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,m,h,g,o,j
c,d,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
c,d,m,b,l,f,p,n,e,a,j,i,h,k,g,j,o
d,b,c,l,f,m,p,n,e,a,f,i,h,k,g,o,j
c,m,d,a,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,o,a,i,k,h,g,o,j
c,d,b,l,f,p,m,n,e,a,i,k,h,j,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,k,g,o,j
c,m,d,b,l,f,p,n,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,g,o
c,m,d,b,g,l,f,p,n,e,a,i,k,h,g,j,o
d,d,b,l,c,m,f,p,n,e,a,i,h,k,g,o,j
d,c,b,l,f,p,l,n,m,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,j,e,a,i,h,k,g,j,o
c,d,b,m,k,l,f,p,n,e,a,i,k,h,g,j,o
d,b,h,c,l,m,f,p,n,e,a,i,h,k,g,o,j
d,m,b,c,l,m,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,b,n,e,a,i,k,h,g,j,o
d,b,c,l,f,m,p,n,e,a,m,i,k,h,g,o,j
p,c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,i,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,n,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,k,e,a,i,k,h,g,o,j
d,c,b,m,l,k,f,p,n,e,a,i,h,k,g,o,j
c,d,b,m,l,f,p,n,m,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,o,e,a,i,h,k,g,j,o
m,d,c,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,l,m,f,p,n,e,a,n,i,h,k,g,o,j
d,b,l,f,p,n,c,m,e,a,f,i,k,h,g,j,o
c,m,e,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,d,a,i,h,k,g,o,j
c,d,b,m,l,f,p,n,e,a,i,h,k,g,k,j,o
c,d,m,b,l,f,p,n,e,a,i,k,d,h,g,o,j
j,d,b,l,f,p,c,n,m,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,k,h,n,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,g,d,o,j
o,d,c,b,m,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,h,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,g,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,g,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,i,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,a,k,g,o,j
d,b,l,c,f,p,m,k,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,a,n,e,a,i,k,h,g,o,j
d,b,l,c,f,m,p,n,e,f,a,i,k,h,g,o,j
c,m,k,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,l,b,c,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,c,k,g,j,o
d,b,l,c,f,p,n,b,m,e,a,i,h,k,g,j,o
d,b,j,c,l,f,p,m,n,e,a,i,h,k,g,j,o
c,d,b,m,l,h,f,p,n,e,a,i,h,k,g,o,j
c,m,d,l,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,a,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,k,j,o
f,c,d,m,b,l,f,p,n,e,a,i,h,k,g,o,j
d,h,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,l,m,f,p,n,e,a,i,d,h,k,g,j,o
c,d,b,l,e,f,m,p,n,e,a,i,k,h,g,o,j
d,o,b,l,f,p,n,c,m,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,c,g,j,o
d,c,a,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,l,e,f,m,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,c,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,g,a,i,h,k,g,j,o
c,m,d,b,l,d,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,k,g,o,h,j
j,d,c,b,l,f,m,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,p,k,g,o,j
d,i,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,f,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,l,j,o
d,c,m,b,l,f,p,n,e,l,a,i,k,h,g,o,j
d,c,b,l,f,p,m,n,e,c,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,g,j,o
d,c,b,b,l,m,f,p,n,e,a,i,h,k,g,j,o
d,b,l,b,f,p,c,m,n,e,a,i,h,k,g,o,j
c,d,m,b,d,l,f,p,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,m,p,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,n,k,e,a,i,k,h,g,j,o
d,c,b,m,a,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,i,p,n,e,a,i,h,k,g,o,j
d,b,c,l,f,m,m,p,n,e,a,i,h,k,g,j,o
c,d,b,c,l,m,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,i,p,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,m,e,a,i,h,k,g,j,o
d,b,l,f,c,m,e,p,n,e,a,i,k,h,g,o,j
c,d,m,b,l,f,p,n,e,a,i,e,h,k,g,o,j
d,c,m,b,l,f,p,e,n,e,a,i,h,k,g,o,j
d,b,l,f,c,m,p,n,e,o,a,i,h,k,g,o,j
d,b,m,c,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,e,m,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,n,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,f,c,p,m,n,e,a,i,k,h,g,j,j,o
d,c,m,b,l,f,p,n,e,a,i,b,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,f,g,j,o
d,b,c,l,m,f,p,g,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,d,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,d,i,k,h,g,j,o
d,c,m,b,l,f,p,c,n,e,a,i,h,k,g,j,o
b,d,b,l,c,m,f,p,n,e,a,i,k,h,g,j,o
d,b,l,f,c,a,p,n,m,e,a,i,h,k,g,j,o
c,m,d,b,l,i,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,g,o,j
c,m,d,b,l,e,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,f,m,p,n,e,i,a,i,h,k,g,j,o
c,m,d,b,l,n,f,p,n,e,a,i,h,k,g,o,j
d,c,f,m,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,a,k,g,j,o
c,m,d,b,l,f,p,b,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,d,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,g,h,g,o,j
d,b,l,f,p,n,c,m,e,a,i,k,h,g,i,j,o
d,c,m,b,l,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,m,f,p,n,e,e,a,i,h,k,g,j,o
c,b,d,b,l,m,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,b,j,o
d,b,c,l,m,f,p,n,n,e,a,i,k,h,g,o,j
d,j,c,m,b,l,f,p,n,e,a,i,h,k,g,j,o
c,d,b,i,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,a,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,i,h,k,g,o,j
c,d,b,m,l,f,p,a,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,i,k,g,j,o
d,b,l,f,p,c,n,n,m,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,k,j,o
c,m,d,b,l,f,p,n,e,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,h,e,a,i,k,h,g,j,o
c,m,d,b,l,f,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,o,i,h,k,g,j,o
c,g,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,m,b,l,f,c,m,p,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,a,g,j,o
d,b,l,f,c,p,n,m,e,p,a,i,h,k,g,j,o
d,b,l,c,f,p,m,n,e,b,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,g,j,o
d,b,l,c,f,m,p,n,e,a,i,o,h,k,g,o,j
d,b,l,c,f,m,p,n,e,a,i,k,h,g,f,o,j
c,m,d,b,l,f,p,n,e,a,i,k,d,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,i,k,h,g,o,j
d,b,e,l,f,c,m,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,l,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,m,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,e,h,k,g,j,o
c,m,d,b,l,f,a,p,n,e,a,i,h,k,g,j,o
d,b,c,l,f,p,n,m,e,a,i,k,j,h,g,j,o
c,m,d,b,l,f,b,p,n,e,a,i,h,k,g,j,o
d,c,m,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,e,g,o,j
c,m,d,b,l,f,p,n,e,a,i,n,k,h,g,o,j
c,d,m,b,l,f,h,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,j,i,k,h,g,o,j
b,d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,j
d,b,l,f,c,m,m,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,e,h,g,o,j
c,d,b,l,f,p,m,n,e,a,i,k,h,k,g,o,j
c,d,b,m,l,f,p,n,e,a,i,a,h,k,g,o,j
d,c,b,l,m,f,p,n,e,a,i,h,k,g,o,e,j
d,b,c,m,l,f,p,n,e,a,i,o,k,h,g,o,j
d,c,b,l,f,e,p,m,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,l,g,j,o
d,b,l,f,p,c,n,m,e,a,i,k,h,g,o,n,j
d,b,l,c,f,p,n,m,e,a,i,f,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,c,o,j
p,c,d,m,b,l,f,p,n,e,a,i,h,k,g,o,j
d,b,l,f,c,m,p,n,e,a,i,k,h,k,g,j,o
c,j,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,c,m,l,f,p,n,e,n,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,m,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,k,a,i,k,h,g,j,o
g,d,b,l,f,c,p,n,m,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,l,g,j,o
d,b,c,m,a,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,c,e,m,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,c,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,j,a,i,k,h,g,j,o
d,c,e,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,o,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,e,i,k,h,g,j,o
d,c,b,m,e,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,h,m,l,f,p,n,e,a,i,k,h,g,j,o
d,c,b,m,l,f,p,n,e,g,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,h,e,a,i,k,h,g,o,j
d,b,l,c,f,p,m,n,e,a,i,k,h,g,n,o,j
c,d,m,b,l,f,p,f,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,h,n,e,a,i,h,k,g,o,j
d,c,b,m,l,f,p,i,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,e,h,g,j,o
c,a,d,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,i,f,p,n,e,a,i,k,h,g,o,j
c,d,m,k,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,n,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,b,k,h,g,j,o
d,b,c,m,l,f,p,n,e,a,i,h,k,g,m,j,o
d,b,l,c,f,p,m,n,e,a,i,k,h,h,g,o,j
c,m,d,b,l,j,f,p,n,e,a,i,k,h,g,o,j
m,d,b,c,m,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,k,c,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,l,j
d,c,b,l,m,f,p,n,e,a,i,o,h,k,g,o,j
d,b,l,c,f,p,n,m,e,a,i,k,c,h,g,o,j
d,b,c,l,f,p,n,m,e,a,i,k,o,h,g,j,o
d,b,c,l,m,f,i,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,j,a,i,h,k,g,o,j
d,b,c,l,f,m,p,n,e,d,a,i,k,h,g,o,j
c,n,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,i,b,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,h,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,i,c,m,p,n,e,a,i,k,h,g,o,j
d,b,l,c,m,f,p,n,e,a,l,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o,o
c,m,d,b,l,f,p,b,n,e,a,i,h,k,g,j,o
d,b,l,c,m,f,p,n,a,e,a,i,h,k,g,o,j
d,b,l,f,p,c,m,n,e,a,i,k,h,p,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,f,j
c,d,m,b,k,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,c,m,p,n,e,a,i,k,h,g,o,h,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,k,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,c,o,j
c,d,b,l,m,f,p,n,e,a,i,k,h,g,a,j,o
d,c,c,m,b,l,f,p,n,e,a,i,h,k,g,o,j
d,h,b,c,m,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,n,e,a,i,h,k,g,o,a,j
c,d,b,l,p,f,p,n,m,e,a,i,k,h,g,o,j
d,c,b,l,m,f,p,n,e,a,j,i,h,k,g,j,o
d,b,c,m,l,f,n,p,n,e,a,i,k,h,g,j,o
d,b,c,l,f,p,n,m,e,a,i,h,k,f,g,o,j
d,c,m,b,l,c,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,k,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,o,a,i,h,k,g,j,o
c,m,g,d,b,l,f,p,n,e,a,i,h,k,g,o,j
c,d,b,m,l,f,p,n,e,a,i,k,d,h,g,o,j
c,m,d,b,l,f,p,d,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,g,k,g,j,o
c,d,m,b,l,f,o,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,i,g,j,o
d,b,c,l,f,p,m,n,p,e,a,i,h,k,g,j,o
d,c,b,l,f,m,j,p,n,e,a,i,k,h,g,j,o
d,b,l,c,f,m,p,n,e,a,i,m,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,b,g,o,j
l,c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,d,p,n,e,a,i,h,k,g,j,o
d,b,l,j,f,c,p,n,m,e,a,i,h,k,g,j,o
d,b,c,m,g,l,f,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,k,h,g,o,h,j
d,b,c,m,l,f,n,p,n,e,a,i,k,h,g,j,o
d,c,b,l,f,m,p,n,e,a,k,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,i,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,d,e,a,i,h,k,g,j,o
c,k,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,k,p,n,c,m,e,a,i,h,k,g,j,o
d,p,b,l,f,c,m,p,n,e,a,i,k,h,g,o,j
i,d,c,b,m,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,c,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,l,h,g,j,o
d,b,l,f,e,c,p,n,m,e,a,i,h,k,g,o,j
d,b,l,f,p,c,n,m,m,e,a,i,h,k,g,j,o
d,b,l,c,m,f,p,n,e,a,i,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,j,i,k,h,g,o,j
c,d,m,b,l,f,p,n,e,a,i,k,h,h,g,j,o
f,d,b,c,l,f,m,p,n,e,a,i,k,h,g,j,o
d,c,b,l,m,f,p,n,e,k,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,c,a,i,h,k,g,j,o
c,d,m,b,l,f,k,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,f,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,i,a,i,h,k,g,o,j
d,b,l,c,f,m,p,n,e,a,i,f,h,k,g,o,j
c,m,d,b,l,f,p,n,d,e,a,i,k,h,g,o,j
c,n,d,b,l,f,p,n,m,e,a,i,k,h,g,o,j
d,c,b,n,l,f,p,n,m,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,g,l,j,o
d,c,b,l,m,f,f,p,n,e,a,i,h,k,g,o,j
c,d,m,f,b,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,l,f,m,p,n,j,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,a,i,k,h,g,b,o,j
d,b,l,c,f,o,m,p,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,g,g,j,o
c,d,k,m,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,b,k,h,g,o,j
c,d,b,l,m,f,p,n,e,a,i,k,h,d,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,j,b,o
c,c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
f,c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,b,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,d,k,g,j,o
c,d,m,b,l,f,p,n,h,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,a,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,m,i,h,k,g,j,o
d,b,l,c,f,m,a,p,n,e,a,i,h,k,g,o,j
c,d,b,l,f,i,m,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,n,j,o
c,d,b,m,l,f,p,n,k,e,a,i,h,k,g,j,o
d,b,c,l,m,f,p,n,e,p,a,i,h,k,g,j,o
d,d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,i,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,e,k,g,j,o
d,c,m,b,l,f,b,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,l,f,p,n,e,a,i,k,h,g,o,j
a,c,d,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,j,f,p,n,e,a,i,k,h,g,o,j
d,d,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,j,p,n,e,a,i,k,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,h,k,g,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,g,n,j,o
d,c,b,l,f,p,n,m,h,e,a,i,k,h,g,o,j
c,d,b,m,l,f,m,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,f,j,o
c,m,d,o,b,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,l,j,o
c,d,b,l,f,o,p,n,m,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,k,h,g,d,j,o
d,b,i,l,c,f,m,p,n,e,a,i,k,h,g,o,j
c,d,b,l,f,m,p,n,e,a,i,k,h,g,j,m,o
c,d,b,l,m,k,f,p,n,e,a,i,k,h,g,j,o
d,b,l,f,c,m,p,n,e,a,i,k,h,g,p,j,o
o,d,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,i,b,l,f,p,n,e,a,i,k,h,g,o,j
c,c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,k,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,j,l,f,c,m,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,a,g,j,o
h,d,b,l,c,m,f,p,n,e,a,i,h,k,g,j,o
d,c,b,b,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,a,o,j
c,m,d,e,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,f,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,k,h,g,g,o,j
d,b,l,b,c,m,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,e,f,p,n,e,a,i,h,k,g,j,o
i,d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,d,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,m,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,e,g,j,o
c,d,b,c,l,m,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,m,j,f,p,n,e,a,i,h,k,g,o,j
d,b,l,f,c,m,p,n,e,a,j,i,k,h,g,j,o
c,d,b,m,l,m,f,p,n,e,a,i,k,h,g,o,j
d,c,m,b,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,c,l,m,f,p,n,e,a,i,k,h,g,o,j,j
c,m,d,b,l,f,p,n,e,a,i,g,k,h,g,j,o
d,b,c,m,l,f,p,n,e,a,i,h,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,g,o,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,c,g,j,o
