0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
d,h,m,b,l,f,p,n,e,a,i,c,k,g,o,j
d,k,l,c,f,p,m,n,e,a,i,h,b,g,j,o
c,e,d,b,l,f,p,n,m,a,i,k,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,k,g,h,o,j
c,m,p,b,l,f,d,n,e,a,i,k,h,g,j,o
d,m,c,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,i,n,e,a,p,h,k,g,j,o
d,b,l,c,f,p,n,i,e,a,m,h,k,g,j,o
d,l,c,b,f,p,m,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,k,n,e,a,i,h,p,g,o,j
c,m,d,b,l,f,p,e,n,a,i,k,h,g,j,o
g,d,m,b,l,f,p,n,e,a,i,k,h,c,o,j
c,m,d,b,l,f,p,n,e,a,h,k,i,g,j,o
j,d,m,b,l,f,p,n,e,a,i,h,k,g,o,c
d,c,b,m,l,f,p,n,a,e,i,h,k,g,j,o
p,b,c,l,m,f,d,n,e,a,i,h,k,g,j,o
c,d,b,l,j,m,p,n,e,a,i,k,h,g,o,f
d,b,l,f,e,n,c,m,p,a,i,k,h,g,j,o
e,d,m,b,l,f,p,n,c,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,l,f,m,p,n,e,a,i,h,o,g,j,k
d,c,h,m,l,f,p,n,e,a,i,b,k,g,o,j
d,b,c,m,l,f,p,n,e,a,k,h,i,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,o,m,l,f,p,n,e,a,i,h,k,g,b,j
d,c,b,l,f,m,p,h,e,a,i,n,k,g,o,j
c,i,d,b,l,f,p,n,e,a,m,h,k,g,o,j
d,c,b,m,l,f,k,n,e,a,i,h,p,g,j,o
e,b,c,m,l,f,p,n,d,a,i,k,h,g,j,o
d,c,m,b,j,f,p,n,e,a,i,k,h,g,l,o
d,c,m,h,l,f,p,n,e,a,i,k,b,g,o,j
d,c,b,l,f,p,m,i,e,a,n,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,f,l,m,b,p,n,e,a,i,h,k,g,j,o
d,h,l,f,p,c,m,n,e,a,i,b,k,g,o,j
c,d,h,b,l,f,p,n,e,a,i,m,k,g,o,j
d,c,b,l,f,g,p,n,e,a,i,k,h,m,j,o
c,m,b,l,d,f,p,n,e,a,i,k,h,g,j,o
d,c,b,m,j,f,p,n,e,a,i,k,h,g,l,o
f,d,b,m,l,c,p,n,e,a,i,h,k,g,o,j
d,b,c,l,f,n,p,m,e,a,i,h,k,g,j,o
d,b,f,l,m,c,p,n,e,a,i,k,h,g,o,j
n,c,b,m,l,f,p,d,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,g,e,a,i,h,k,n,j,o
d,b,l,f,c,m,p,h,e,a,i,k,n,g,o,j
c,f,m,b,l,d,p,n,e,a,i,h,k,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,k,g,o,j
d,b,l,f,c,m,p,k,e,a,i,h,n,g,o,j
d,b,c,m,l,f,p,n,e,h,i,a,k,g,j,o
d,b,j,m,l,f,p,n,e,a,i,k,h,g,c,o
c,d,b,m,l,f,p,o,e,a,i,h,k,g,j,n
j,b,l,f,c,p,m,n,e,a,i,k,h,g,d,o
f,c,m,b,l,d,p,n,e,a,i,h,k,g,j,o
d,c,m,b,g,f,p,n,e,a,i,k,h,l,j,o
d,b,c,l,m,f,p,n,i,a,e,h,k,g,o,j
d,b,c,m,h,f,p,n,e,a,i,l,k,g,j,o
c,d,b,m,l,f,p,n,k,a,i,e,h,g,j,o
d,c,m,b,f,l,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,n,p,f,e,a,i,h,k,g,j,o
d,b,l,c,m,e,p,n,f,a,i,k,h,g,j,o
d,b,l,f,c,a,n,m,e,p,i,h,k,g,j,o
c,m,d,b,l,g,p,n,e,a,i,h,k,f,j,o
c,m,d,b,l,h,p,n,e,a,i,k,f,g,j,o
c,m,d,e,l,f,p,n,b,a,i,k,h,g,o,j
c,m,d,b,l,f,j,n,e,a,i,h,k,g,p,o
d,j,l,c,f,m,p,n,e,a,i,h,k,g,b,o
c,h,d,b,l,f,p,n,e,a,i,m,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,j,g,o,k
d,k,b,m,l,f,p,n,e,a,i,h,c,g,j,o
f,m,d,b,l,c,p,n,e,a,i,k,h,g,j,o
o,m,d,b,l,f,p,n,e,a,i,h,k,g,j,c
d,c,b,m,l,f,p,n,e,a,o,k,h,g,i,j
d,b,l,f,j,n,c,m,e,a,i,k,h,g,p,o
j,c,m,b,l,f,p,n,e,a,i,k,h,g,d,o
d,b,c,f,m,l,p,n,e,a,i,h,k,g,j,o
c,d,b,l,m,f,p,n,e,a,i,k,h,g,j,o
o,m,d,b,l,f,p,n,e,a,i,k,h,g,j,c
d,b,c,h,m,f,p,n,e,a,i,k,l,g,o,j
a,c,m,b,l,f,p,n,e,d,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,j,i,k,h,g,a,o
c,m,d,b,l,f,p,n,e,a,i,h,o,g,j,k
c,m,d,b,g,f,p,n,e,a,i,h,k,l,o,j
i,d,b,m,l,f,p,n,e,a,c,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,j,h,k,g,i,o
d,b,l,f,p,c,n,m,e,a,i,k,h,j,g,o
c,m,d,b,l,f,p,n,e,j,i,h,k,g,a,o
c,l,d,b,m,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,b,d,m,l,f,p,n,e,a,i,k,h,g,j,o
c,d,n,b,l,f,p,m,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,j,a,i,h,k,g,e,o
d,b,l,f,c,m,p,n,i,a,e,h,k,g,j,o
c,d,m,n,l,f,p,b,e,a,i,k,h,g,j,o
d,b,l,e,c,p,n,m,f,a,i,h,k,g,j,o
d,b,n,c,f,p,m,l,e,a,i,h,k,g,j,o
c,m,d,b,g,f,p,n,e,a,i,k,h,l,j,o
d,b,l,c,f,m,p,n,e,k,i,h,a,g,o,j
d,b,l,c,f,o,p,n,e,a,i,k,h,g,m,j
c,m,d,e,l,f,p,n,b,a,i,k,h,g,o,j
c,m,d,b,l,f,p,k,e,a,i,n,h,g,o,j
k,b,l,f,c,m,p,n,e,a,i,h,d,g,j,o
c,d,b,m,l,p,f,n,e,a,i,h,k,g,o,j
c,m,j,b,l,f,p,n,e,a,i,h,k,g,d,o
c,m,d,o,l,f,p,n,e,a,i,h,k,g,j,b
c,m,d,b,l,f,p,n,e,a,i,h,g,k,j,o
d,b,c,l,f,p,n,m,a,e,i,k,h,g,j,o
c,m,d,b,l,f,h,n,e,a,i,p,k,g,j,o
d,n,m,b,l,f,p,c,e,a,i,k,h,g,j,o
c,d,m,b,l,f,a,n,e,p,i,k,h,g,o,j
c,m,d,b,l,e,p,n,f,a,i,k,h,g,o,j
c,d,m,b,l,f,p,n,e,a,k,i,h,g,j,o
c,d,b,m,k,f,p,n,e,a,i,l,h,g,o,j
d,c,m,b,e,f,p,n,l,a,i,h,k,g,o,j
a,b,l,f,c,m,p,n,e,d,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,j,k,h,g,o,i
a,d,b,l,f,p,m,n,e,c,i,k,h,g,o,j
c,d,b,m,l,f,g,n,e,a,i,h,k,p,o,j
d,c,b,l,m,f,p,n,e,a,i,h,g,k,o,j
d,b,c,m,p,f,l,n,e,a,i,k,h,g,o,j
d,c,b,e,f,p,m,n,l,a,i,h,k,g,j,o
c,d,m,b,l,k,p,n,e,a,i,f,h,g,j,o
d,b,l,f,c,p,n,m,e,a,i,k,h,g,o,j
d,b,a,c,f,p,n,m,e,l,i,k,h,g,j,o
d,c,k,b,l,f,p,n,e,a,i,h,m,g,o,j
c,d,m,b,l,f,p,n,e,a,h,i,k,g,o,j
d,b,l,f,a,m,p,n,e,c,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,k,i,a,h,g,o,j
d,k,c,m,l,f,p,n,e,a,i,b,h,g,j,o
e,m,d,b,l,f,p,n,c,a,i,h,k,g,j,o
c,i,m,b,l,f,p,n,e,a,d,k,h,g,j,o
d,b,h,f,c,p,n,m,e,a,i,k,l,g,j,o
c,d,b,m,l,f,p,n,e,a,k,i,h,g,j,o
d,b,c,m,l,e,p,n,f,a,i,k,h,g,j,o
d,b,l,c,n,f,p,m,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,o,i,h,k,g,j,a
d,c,b,m,l,j,p,n,e,a,i,k,h,g,f,o
e,c,m,b,l,f,p,n,d,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,h,l,f,p,n,e,a,i,k,b,g,j,o
d,c,b,m,l,f,p,n,e,a,h,i,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,h,k,i,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,o,g,j
c,d,b,m,l,f,p,h,e,a,i,k,n,g,o,j
l,b,d,c,f,p,m,n,e,a,i,k,h,g,o,j
e,d,m,b,l,f,p,n,c,a,i,h,k,g,j,o
m,d,b,c,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,m,l,f,p,g,e,a,i,k,h,n,j,o
c,m,d,b,l,f,o,n,e,a,i,k,h,g,j,p
c,d,m,b,l,f,p,n,k,a,i,h,e,g,j,o
m,b,c,d,l,f,p,n,e,a,i,k,h,g,o,j
c,d,m,k,l,f,p,n,e,a,i,b,h,g,j,o
c,m,d,b,p,f,l,n,e,a,i,k,h,g,o,j
f,b,l,c,d,m,p,n,e,a,i,k,h,g,j,o
d,b,c,m,l,f,p,n,e,a,k,h,i,g,j,o
d,b,l,c,f,p,m,k,e,a,i,n,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,o,g,h,j
d,k,c,m,l,f,p,n,e,a,i,b,h,g,o,j
d,c,b,m,j,f,p,n,e,a,i,h,k,g,l,o
a,m,d,b,l,f,p,n,e,c,i,h,k,g,o,j
d,c,b,l,m,f,p,n,e,a,k,h,i,g,o,j
d,b,l,i,f,p,n,m,e,a,c,k,h,g,o,j
d,b,c,a,f,p,n,m,e,l,i,k,h,g,j,o
d,b,c,l,m,f,p,n,e,o,i,k,h,g,j,a
a,m,d,b,l,f,p,n,e,c,i,h,k,g,o,j
d,b,c,o,f,m,p,n,e,a,i,k,h,g,l,j
c,m,d,b,l,f,p,n,o,a,i,h,k,g,e,j
c,m,d,b,l,f,e,n,p,a,i,h,k,g,o,j
c,m,d,b,a,f,p,n,e,l,i,k,h,g,o,j
d,g,l,f,c,m,p,n,e,a,i,k,h,b,o,j
d,n,l,c,m,f,p,b,e,a,i,k,h,g,j,o
c,o,d,b,l,f,p,n,e,a,i,h,k,g,j,m
c,m,d,b,g,f,p,n,e,a,i,h,k,l,j,o
h,b,l,c,m,f,p,n,e,a,i,d,k,g,o,j
d,b,l,f,h,c,m,n,e,a,i,k,p,g,o,j
c,m,d,b,l,f,p,n,e,o,i,k,h,g,a,j
c,g,m,b,l,f,p,n,e,a,i,k,h,d,o,j
d,b,l,i,c,m,p,n,e,a,f,k,h,g,o,j
c,m,d,b,n,f,p,l,e,a,i,k,h,g,o,j
d,c,m,b,l,f,k,n,e,a,i,h,p,g,o,j
c,d,h,l,m,f,p,n,e,a,i,k,b,g,j,o
d,c,m,b,l,e,p,n,f,a,i,h,k,g,o,j
d,b,c,m,l,f,p,e,n,a,i,k,h,g,j,o
c,d,b,l,m,f,p,n,e,g,i,h,k,a,o,j
c,d,b,l,f,p,n,m,e,o,i,k,h,g,a,j
d,c,b,l,m,e,p,n,f,a,i,h,k,g,j,o
d,b,c,m,f,l,p,n,e,a,i,k,h,g,j,o
d,b,c,l,o,p,n,m,e,a,i,h,k,g,f,j
d,c,m,b,l,f,p,n,e,a,i,h,k,j,o,g
c,n,m,b,l,f,p,d,e,a,i,k,h,g,j,o
i,d,m,b,l,f,p,n,e,a,c,h,k,g,j,o
c,m,d,o,l,f,p,n,e,a,i,h,k,g,b,j
c,d,b,g,l,f,p,n,e,a,i,k,h,m,o,j
c,p,d,b,l,f,m,n,e,a,i,h,k,g,j,o
c,d,m,b,l,k,p,n,e,a,i,h,f,g,j,o
c,d,m,n,l,f,p,b,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,i,a,e,k,h,g,j,o
j,b,c,l,f,p,m,n,e,a,i,h,k,g,d,o
d,c,b,l,f,m,p,n,e,a,i,o,h,g,j,k
d,b,l,c,f,m,p,n,e,a,k,i,h,g,o,j
c,a,d,b,l,f,p,n,e,m,i,k,h,g,o,j
c,m,d,g,l,f,p,n,e,a,i,k,h,b,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,o,j,g
d,b,c,f,l,p,n,m,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,g,i,k,h,a,o,j
d,b,m,c,l,f,p,n,e,a,i,k,h,g,o,j
d,b,c,m,n,f,p,l,e,a,i,k,h,g,j,o
d,c,b,l,f,m,p,n,e,a,i,k,h,o,j,g
d,c,n,b,l,f,p,m,e,a,i,h,k,g,o,j
c,d,m,b,n,f,p,l,e,a,i,h,k,g,j,o
c,m,d,b,p,f,l,n,e,a,i,k,h,g,o,j
d,j,l,f,p,n,c,m,e,a,i,h,k,g,b,o
d,b,k,f,c,m,p,n,e,a,i,l,h,g,o,j
d,h,b,m,l,f,p,n,e,a,i,k,c,g,o,j
d,l,b,m,c,f,p,n,e,a,i,h,k,g,j,o
a,b,c,m,l,f,p,n,e,d,i,k,h,g,j,o
c,m,d,b,l,f,n,p,e,a,i,k,h,g,j,o
d,b,l,c,f,p,n,m,e,a,i,h,k,g,o,j
d,b,l,k,p,c,n,m,e,a,i,h,f,g,j,o
d,b,l,c,j,f,p,n,e,a,i,h,k,g,o,m
c,m,d,b,l,a,p,n,e,f,i,k,h,g,o,j
c,d,m,b,l,f,p,n,j,a,i,k,h,g,e,o
d,b,c,l,f,m,p,n,e,a,g,k,h,i,j,o
d,c,b,l,m,k,p,n,e,a,i,f,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,h,k,j,g,o
c,d,m,b,l,f,k,n,e,a,i,p,h,g,j,o
c,m,d,b,j,f,p,n,e,a,i,h,k,g,l,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
d,b,l,c,f,m,p,n,e,a,i,g,k,h,o,j
c,m,d,b,l,f,p,a,e,n,i,k,h,g,o,j
c,d,b,l,f,p,n,m,g,a,i,k,h,e,o,j
b,c,d,l,f,p,n,m,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,o,e,a,i,h,k,g,j,n
d,c,b,p,m,f,l,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,k,n,e,a,i,p,h,g,o,j
c,d,b,l,f,m,e,n,p,a,i,h,k,g,o,j
d,b,c,m,h,f,p,n,e,a,i,k,l,g,o,j
d,i,l,c,f,m,p,n,e,a,b,h,k,g,j,o
j,d,m,b,l,f,p,n,e,a,i,h,k,g,c,o
c,d,m,b,l,a,p,n,e,f,i,k,h,g,o,j
c,m,d,b,l,f,h,n,e,a,i,k,p,g,o,j
c,d,b,l,m,f,p,n,e,a,g,k,h,i,j,o
d,c,m,b,l,a,p,n,e,f,i,h,k,g,j,o
c,m,d,b,l,f,h,n,e,a,i,p,k,g,j,o
c,a,d,b,l,f,p,n,e,m,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,i,a,h,k,g,o,j
c,g,m,b,l,f,p,n,e,a,i,h,k,d,j,o
d,i,b,m,l,f,p,n,e,a,c,h,k,g,j,o
k,d,m,b,l,f,p,n,e,a,i,h,c,g,j,o
c,m,d,b,l,f,p,n,g,a,i,k,h,e,j,o
l,c,m,b,d,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,f,m,p,n,i,a,e,h,k,g,o,j
c,d,e,l,f,m,p,n,b,a,i,k,h,g,j,o
d,c,m,b,l,f,j,n,e,a,i,k,h,g,p,o
c,d,b,m,j,f,p,n,e,a,i,h,k,g,l,o
d,b,c,l,m,j,p,n,e,a,i,h,k,g,f,o
d,c,m,b,l,f,k,n,e,a,i,p,h,g,j,o
c,d,b,m,l,f,p,n,g,a,i,h,k,e,o,j
c,m,d,b,l,f,p,n,e,g,i,h,k,a,j,o
d,c,m,b,l,f,p,n,e,g,i,k,h,a,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,g,o,j
c,d,m,b,f,l,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,i,a,e,k,h,g,o,j
d,c,f,m,l,b,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,o,e,a,i,k,h,g,n,j
p,b,l,c,f,m,d,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,i,e,a,n,k,h,g,j,o
d,c,b,l,f,p,n,m,e,a,i,k,h,o,g,j
c,d,b,m,l,f,p,n,j,a,i,k,h,g,e,o
c,b,d,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,g,b,l,f,p,n,e,a,i,k,h,d,j,o
d,c,p,b,l,f,m,n,e,a,i,k,h,g,j,o
i,d,b,l,f,p,n,m,e,a,c,k,h,g,o,j
d,c,m,b,l,f,p,n,k,a,i,e,h,g,j,o
d,b,l,e,f,m,p,n,c,a,i,k,h,g,o,j
c,d,b,l,f,m,o,n,e,a,i,k,h,g,j,p
c,d,b,o,m,f,p,n,e,a,i,k,h,g,j,l
d,b,l,f,c,h,p,n,e,a,i,k,m,g,j,o
l,c,b,m,d,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,a,n,e,p,i,k,h,g,o,j
c,m,d,b,l,i,p,n,e,a,f,k,h,g,j,o
d,c,m,b,l,f,p,o,e,a,i,k,h,g,j,n
d,b,l,f,c,m,p,n,e,j,i,k,h,g,a,o
c,d,m,b,l,f,p,o,e,a,i,k,h,g,j,n
d,b,l,c,m,f,p,n,h,a,i,e,k,g,j,o
a,c,b,m,l,f,p,n,e,d,i,h,k,g,j,o
c,m,d,b,k,f,p,n,e,a,i,h,l,g,o,j
c,m,d,b,l,f,p,n,e,a,i,g,k,h,j,o
d,b,c,m,l,f,i,n,e,a,p,h,k,g,o,j
d,c,e,b,l,f,p,n,m,a,i,k,h,g,o,j
h,b,l,c,m,f,p,n,e,a,i,k,d,g,j,o
c,d,l,b,m,f,p,n,e,a,i,h,k,g,j,o
d,c,g,m,l,f,p,n,e,a,i,h,k,b,j,o
b,c,m,d,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,n,f,p,l,e,a,i,k,h,g,o,j
i,m,d,b,l,f,p,n,e,a,c,h,k,g,j,o
d,a,c,l,m,f,p,n,e,b,i,h,k,g,j,o
d,b,l,c,m,f,p,n,k,a,i,h,e,g,o,j
d,b,l,f,c,m,p,n,k,a,i,e,h,g,j,o
c,d,b,l,m,f,p,g,e,a,i,k,h,n,o,j
d,c,m,b,l,f,i,n,e,a,p,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,o,k,h,g,i,j
d,b,c,l,m,f,p,n,e,k,i,a,h,g,o,j
c,m,p,b,l,f,d,n,e,a,i,k,h,g,j,o
d,b,c,m,l,f,p,n,g,a,i,h,k,e,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,j,i,h,k,g,a,o
d,c,b,l,m,f,k,n,e,a,i,p,h,g,o,j
d,b,c,m,l,f,h,n,e,a,i,p,k,g,j,o
c,b,d,m,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,h,i,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,o,g,h,j
c,o,b,l,f,m,p,n,e,a,i,h,k,g,j,d
d,c,m,b,l,g,p,n,e,a,i,h,k,f,o,j
d,c,b,l,n,f,p,m,e,a,i,h,k,g,j,o
n,b,l,c,m,f,p,d,e,a,i,k,h,g,j,o
c,m,d,b,l,p,f,n,e,a,i,k,h,g,o,j
c,d,m,b,l,h,p,n,e,a,i,k,f,g,o,j
c,i,d,b,l,f,p,n,e,a,m,k,h,g,j,o
d,f,m,b,l,c,p,n,e,a,i,h,k,g,o,j
d,a,m,b,l,f,p,n,e,c,i,k,h,g,j,o
f,c,b,l,m,d,p,n,e,a,i,k,h,g,j,o
d,e,b,l,m,f,p,n,c,a,i,h,k,g,j,o
c,d,b,a,l,f,p,n,e,m,i,h,k,g,o,j
c,d,m,b,n,f,p,l,e,a,i,h,k,g,j,o
c,d,b,m,l,f,e,n,p,a,i,h,k,g,j,o
c,m,j,b,l,f,p,n,e,a,i,k,h,g,d,o
c,d,k,l,m,f,p,n,e,a,i,h,b,g,j,o
d,b,l,f,m,c,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,a,p,n,e,f,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,i,a,k,h,g,j,o
d,b,c,l,m,f,o,n,e,a,i,h,k,g,p,j
n,d,m,b,l,f,p,c,e,a,i,k,h,g,o,j
