0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
d,h,b,c,l,m,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,p,k,h,g,j,o
d,b,c,l,f,m,p,n,e,a,i,k,h,g,o,m,j
c,m,d,j,b,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,n,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,h,i,k,h,g,j,o
c,m,d,b,l,f,p,e,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,i,h,k,g,o,j
c,d,d,b,m,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,i,h,g,o,j
d,c,b,l,m,f,p,d,n,e,a,i,h,k,g,o,j
d,b,l,f,p,n,c,m,e,a,i,b,k,h,g,j,o
c,m,d,b,l,f,p,n,m,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,h,e,a,i,h,k,g,o,j
c,d,b,m,l,l,f,p,n,e,a,i,h,k,g,j,o
c,d,p,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,p,c,n,m,e,b,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,k,h,b,g,j,o
d,c,b,m,l,f,p,n,e,n,a,i,k,h,g,o,j
d,c,b,m,l,f,p,o,n,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,p,h,k,g,j,o
c,m,d,b,l,f,p,d,n,e,a,i,k,h,g,j,o
j,c,d,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,j,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,c,p,n,e,a,i,h,k,g,o,j
d,d,b,l,c,f,p,m,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,k,e,a,i,k,h,g,o,j
d,b,l,c,f,m,p,n,e,a,m,i,k,h,g,o,j
c,m,d,b,l,f,p,j,n,e,a,i,k,h,g,j,o
d,b,c,m,l,f,p,n,e,a,i,h,k,g,j,g,o
c,m,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,p,b,l,c,f,p,n,m,e,a,i,h,k,g,j,o
d,b,h,c,l,f,p,m,n,e,a,i,h,k,g,j,o
c,d,l,b,m,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,h,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,m,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,d,h,g,j,o
c,d,m,b,l,f,l,p,n,e,a,i,h,k,g,o,j
d,f,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
p,d,b,c,l,m,f,p,n,e,a,i,h,k,g,j,o
c,d,b,l,n,f,m,p,n,e,a,i,k,h,g,o,j
d,b,l,e,f,p,n,c,m,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,b,e,a,i,h,k,g,j,o
d,c,e,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,l,f,m,p,n,e,a,i,h,p,k,g,j,o
d,c,b,m,l,f,g,p,n,e,a,i,h,k,g,o,j
d,b,c,c,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,k,i,k,h,g,o,j
d,c,b,m,l,f,p,n,i,e,a,i,h,k,g,o,j
k,d,c,b,l,f,m,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,d,e,a,i,h,k,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,k,o
d,b,c,m,l,f,p,n,e,a,i,k,h,p,g,j,o
d,c,m,b,l,n,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,m,p,n,e,a,i,k,h,g,o,j
d,d,c,b,l,f,p,m,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,i,h,k,g,j,o
d,c,b,l,m,f,p,n,e,l,a,i,h,k,g,j,o
d,b,l,f,p,c,m,n,e,a,l,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,a,i,h,k,g,o,j
d,c,b,l,f,m,p,n,e,a,i,k,h,l,g,j,o
c,d,b,l,c,m,f,p,n,e,a,i,k,h,g,j,o
d,c,k,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,i,m,l,f,p,n,e,a,i,h,k,g,o,j
d,b,n,c,l,f,m,p,n,e,a,i,h,k,g,j,o
d,b,c,l,m,f,p,n,e,a,i,k,h,g,o,o,j
d,c,b,m,l,l,f,p,n,e,a,i,h,k,g,o,j
d,c,m,b,l,g,f,p,n,e,a,i,h,k,g,j,o
d,b,l,f,c,m,p,n,e,a,i,h,k,h,g,o,j
c,d,m,b,p,l,f,p,n,e,a,i,h,k,g,o,j
d,c,m,e,b,l,f,p,n,e,a,i,h,k,g,o,j
d,b,l,f,c,m,p,n,e,a,i,h,k,g,f,o,j
d,b,c,m,i,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,a,i,k,h,g,j,o
c,d,b,m,l,f,p,l,n,e,a,i,h,k,g,j,o
d,b,l,h,f,c,p,m,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,n,p,n,e,a,i,h,k,g,j,o
d,c,m,b,o,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,m,f,p,d,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,o,a,i,h,k,g,j,o
c,g,d,b,m,l,f,p,n,e,a,i,k,h,g,j,o
e,d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
d,c,h,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,m,f,p,n,e,a,i,k,h,h,g,j,o
d,b,l,f,c,p,n,m,p,e,a,i,h,k,g,j,o
c,f,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,j,o
c,m,d,b,l,f,p,n,a,e,a,i,k,h,g,o,j
c,m,d,c,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,b,l,c,f,m,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,i,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,h,j
d,c,b,m,l,f,p,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,n,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,a,i,h,k,g,j,o
d,c,b,m,l,f,p,g,n,e,a,i,k,h,g,o,j
d,j,b,l,f,p,n,c,m,e,a,i,k,h,g,j,o
d,a,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,m,f,p,n,e,a,i,h,k,e,g,j,o
c,d,b,l,m,f,p,n,e,a,i,h,k,g,g,j,o
c,m,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,p,l,m,f,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,f,g,j,o
c,o,d,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,b,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,k,o,j
c,d,b,m,l,f,p,j,n,e,a,i,h,k,g,j,o
f,d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,f,p,c,n,m,e,c,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,c,o
c,m,d,b,l,f,p,n,e,a,j,i,h,k,g,o,j
c,m,d,b,l,f,p,p,n,e,a,i,k,h,g,j,o
h,c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,g,n,j,o
c,h,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,f,c,m,p,n,e,a,i,h,k,a,g,j,o
c,d,m,b,l,f,p,k,n,e,a,i,k,h,g,j,o
d,b,l,f,c,p,n,m,n,e,a,i,h,k,g,j,o
d,b,l,c,f,p,m,n,e,k,a,i,h,k,g,j,o
c,o,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,c,f,m,p,n,e,a,i,f,h,k,g,o,j
d,b,l,c,f,m,p,n,h,e,a,i,k,h,g,o,j
c,m,d,b,n,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,c,m,p,n,e,a,i,h,l,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,h,k,g,o,m,j
c,m,d,b,l,f,p,n,e,a,i,h,g,k,g,j,o
c,m,d,b,l,n,f,p,n,e,a,i,h,k,g,j,o
i,c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,a,b,c,l,f,p,n,m,e,a,i,k,h,g,j,o
c,m,d,b,l,f,n,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,m,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,g,o,i,j
c,m,d,h,b,l,f,p,n,e,a,i,k,h,g,o,j
c,d,m,b,l,f,p,n,e,a,i,k,h,g,j,b,o
c,d,b,c,m,l,f,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,l,i,h,k,g,o,j
d,b,l,l,f,c,m,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,j,p,n,e,a,i,k,h,g,o,j
c,d,b,l,f,p,m,n,e,h,a,i,k,h,g,o,j
c,b,d,b,m,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,l,m,f,p,n,e,a,e,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,a,i,k,h,g,f,o,j
d,c,b,l,f,p,m,b,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,a,i,k,h,g,j,o
d,b,l,f,p,c,n,m,e,a,i,k,h,g,i,o,j
d,b,l,c,f,g,p,n,m,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,j,g,o,j
c,d,m,b,l,f,p,n,e,a,a,i,h,k,g,o,j
d,b,l,f,c,m,l,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,b,p,n,e,a,i,k,h,g,o,j
d,b,c,m,l,f,p,n,e,a,i,k,h,g,n,j,o
c,m,d,b,l,f,p,n,l,e,a,i,h,k,g,j,o
c,d,m,b,l,g,f,p,n,e,a,i,k,h,g,j,o
d,b,d,l,f,c,p,n,m,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,g,i,k,h,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,h,g,o,j,o
i,d,b,l,c,m,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,d,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,g,h,j,o
d,c,g,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,f,p,n,e,a,i,h,k,g,j,o
c,a,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,c,b,m,l,f,m,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,o,l,j
d,c,b,m,p,l,f,p,n,e,a,i,k,h,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,p,h,g,o,j
c,d,b,c,m,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,c,f,p,m,n,e,a,i,k,h,f,g,o,j
c,d,m,b,l,f,p,n,e,a,k,i,h,k,g,j,o
c,d,b,m,l,m,f,p,n,e,a,i,h,k,g,o,j
d,c,b,m,l,f,p,n,e,k,a,i,k,h,g,j,o
c,m,d,b,l,f,p,f,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,h,g,n,o,j
c,d,m,b,l,l,f,p,n,e,a,i,k,h,g,j,o
c,a,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,c,f,m,p,n,e,a,i,k,h,g,j,o
d,n,b,c,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,f,p,m,n,e,f,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,p,k,h,g,o,j
d,b,c,c,m,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,d,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,a,k,g,o,j
d,c,b,n,l,m,f,p,n,e,a,i,h,k,g,o,j
d,b,l,c,f,p,n,m,e,a,i,k,h,g,a,o,j
d,b,c,l,f,p,n,m,e,a,i,m,k,h,g,j,o
d,b,c,l,m,j,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,h,j
f,d,b,c,l,f,m,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,i,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,f,k,g,o,j
a,c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,j,c,m,p,n,e,a,i,k,h,g,o,j
d,b,l,c,m,f,p,n,e,a,a,i,k,h,g,j,o
c,m,f,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,m,k,g,j,o
d,b,l,c,m,f,p,n,e,a,i,h,k,g,o,a,j
d,m,b,l,f,p,c,m,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,g,o,j
c,d,m,b,l,f,h,p,n,e,a,i,k,h,g,o,j
d,b,l,f,c,m,p,n,e,i,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,g,j
d,c,m,b,l,f,p,h,n,e,a,i,h,k,g,o,j
c,d,b,o,l,m,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,h,g,o,j
d,b,c,m,l,f,p,n,e,a,k,i,k,h,g,j,o
c,l,d,b,l,m,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,m,e,a,i,k,h,g,o,j
d,c,b,l,m,f,a,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,o,i,k,h,g,j,o
d,b,c,l,f,p,j,n,m,e,a,i,h,k,g,o,j
d,c,m,l,b,l,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,m,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,p,h,k,g,j,o
c,m,d,b,l,f,p,n,e,p,a,i,h,k,g,o,j
c,d,b,m,l,f,b,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,b,i,h,k,g,j,o
c,d,m,b,d,l,f,p,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,g,j,m,o
e,c,d,b,m,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,f,p,m,n,p,e,a,i,h,k,g,j,o
d,c,b,l,f,m,p,n,e,a,i,k,h,f,g,j,o
d,b,l,c,f,m,p,n,e,a,i,k,h,g,p,o,j
c,m,d,b,l,f,l,p,n,e,a,i,k,h,g,o,j
c,l,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,p,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,f,c,p,n,m,e,a,i,h,k,g,l,j,o
d,b,c,m,l,h,f,p,n,e,a,i,k,h,g,o,j
d,i,c,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,n,c,m,l,f,p,n,e,a,i,k,h,g,j,o
d,c,b,l,f,m,p,n,e,a,i,k,h,g,j,m,o
d,c,m,b,l,f,p,n,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,k,h,k,g,j,o
c,m,d,b,l,p,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,p,n,c,m,e,a,i,h,g,k,g,j,o
h,d,b,l,f,c,m,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,k,p,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,p,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,h,g,j,e,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,k,j,o
d,e,b,l,f,c,p,n,m,e,a,i,h,k,g,o,j
d,b,l,f,p,c,n,m,e,a,h,i,h,k,g,j,o
d,b,l,c,m,f,p,n,e,a,d,i,h,k,g,o,j
c,a,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
c,d,m,h,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,f,m,p,n,e,a,i,k,h,g,a,j,o
d,c,b,l,m,f,p,n,e,a,d,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,h,k,g,p,j,o
c,d,m,b,l,f,p,c,n,e,a,i,k,h,g,j,o
c,m,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,h,a,i,h,k,g,o,j
d,b,b,l,c,f,m,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,j,i,k,h,g,o,j
c,d,b,l,f,p,n,d,m,e,a,i,k,h,g,o,j
d,f,c,b,l,f,p,n,m,e,a,i,k,h,g,o,j
c,j,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,b,l,m,f,p,n,l,e,a,i,h,k,g,o,j
h,c,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,l,f,m,p,n,e,a,i,h,k,g,o,j,j
d,b,c,m,l,f,p,n,e,a,i,c,k,h,g,o,j
d,b,l,c,f,m,p,n,p,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,p,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,m,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,p,i,k,h,g,o,j
c,d,b,l,m,f,p,n,e,a,i,k,h,g,d,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,j,g,j,o
c,m,d,b,l,f,p,n,e,a,i,c,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,m,j,o
d,c,m,b,l,f,p,n,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,p,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,i,o
c,d,m,b,l,f,p,n,e,a,i,h,c,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,d,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,j,p,o
d,b,l,c,f,m,p,n,e,a,a,i,h,k,g,o,j
c,d,p,b,l,f,m,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,c,a,i,k,h,g,j,o
l,c,d,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,l,m,f,p,o,n,e,a,i,h,k,g,j,o
d,c,m,b,j,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,a,i,h,k,g,o,j
c,m,d,b,l,f,p,a,n,e,a,i,h,k,g,j,o
d,c,f,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,d,l,f,p,n,e,a,i,k,h,g,o,j
c,d,m,b,l,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,i,k,h,g,o,j
d,c,j,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j,j
d,b,l,c,f,m,p,d,n,e,a,i,h,k,g,j,o
c,d,b,m,f,l,f,p,n,e,a,i,k,h,g,j,o
d,c,b,l,f,k,p,n,m,e,a,i,k,h,g,o,j
c,d,b,f,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,d,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,p,a,i,k,h,g,j,o
c,d,b,l,f,p,p,n,m,e,a,i,k,h,g,o,j
d,c,m,b,l,i,f,p,n,e,a,i,k,h,g,j,o
d,e,b,l,c,f,m,p,n,e,a,i,k,h,g,o,j
c,d,b,l,n,f,m,p,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,n,e,k,a,i,k,h,g,j,o
d,b,l,f,c,l,m,p,n,e,a,i,k,h,g,j,o
d,c,b,m,l,e,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,n,k,h,g,o,j
c,m,d,b,l,f,j,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,g,j,o
d,b,l,f,c,m,p,n,g,e,a,i,k,h,g,j,o
c,d,m,b,l,f,k,p,n,e,a,i,k,h,g,j,o
d,b,l,c,m,f,p,n,e,a,i,d,h,k,g,j,o
d,c,b,m,a,l,f,p,n,e,a,i,h,k,g,j,o
j,c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,g,a,i,h,k,g,j,o
d,h,b,c,m,l,f,p,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,e,p,n,e,a,i,k,h,g,o,j
d,b,l,c,n,m,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,a,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,g,e,a,i,h,k,g,j,o
d,p,c,m,b,l,f,p,n,e,a,i,h,k,g,j,o
c,p,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,d,k,g,j,o
d,b,c,l,m,f,p,n,e,a,g,i,h,k,g,j,o
d,b,l,c,m,f,p,n,e,a,i,h,k,h,g,o,j
d,b,l,f,c,m,p,n,e,a,i,n,k,h,g,j,o
c,d,b,l,m,f,p,n,c,e,a,i,k,h,g,o,j
d,n,c,m,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,o,f,p,n,e,a,i,k,h,g,o,j
d,b,c,l,m,f,p,n,i,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,g,j,o
d,k,b,c,m,l,f,p,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,g,i,k,h,g,o,j
d,c,m,b,l,f,p,p,n,e,a,i,h,k,g,j,o
