0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
d,b,l,c,f,m,p,g,e,a,i,h,k,g,o,j
d,b,l,c,f,m,p,n,e,a,i,k,h,g,o,c
c,m,d,b,l,f,p,b,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,a,k,h,g,o,j
d,b,l,f,c,m,p,n,e,a,e,h,k,g,j,o
c,d,b,m,l,a,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,p,e,a,i,h,k,g,j,o
c,d,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,a,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,l,f,p,n,m,e,a,i,d,h,g,j,o
m,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,n,p,n,e,a,i,k,h,g,j,o
b,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,e,h,g,o,j
c,d,m,b,l,f,p,n,e,a,b,k,h,g,j,o
c,d,b,m,l,f,p,h,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,a,g,o,j
o,b,l,f,c,m,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,c,k,h,g,o,j
c,d,m,l,f,p,m,n,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,h,k,g,o,o
d,c,b,l,m,k,p,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,a,k,k,h,g,o,j
f,c,b,l,f,p,m,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,p,h,g,j,o
d,b,l,f,p,c,n,m,j,a,i,k,h,g,o,j
d,b,p,c,f,p,n,m,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,g,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,h,k,g,n,j
d,b,g,f,c,m,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,d,g,o,j
d,b,c,m,l,f,p,p,e,a,i,k,h,g,j,o
c,m,d,b,l,i,p,n,e,a,i,h,k,g,j,o
n,d,m,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,k,c,p,n,m,e,a,i,k,h,g,j,o
c,d,b,m,l,o,p,n,e,a,i,k,h,g,j,o
d,b,c,m,l,f,p,f,e,a,i,k,h,g,j,o
d,b,l,c,m,f,p,n,e,a,i,j,h,g,j,o
c,m,d,b,l,f,p,d,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,e,g,j,o
d,c,o,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,i,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,d,o
d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,b
d,c,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,m,f,p,n,e,a,i,k,h,g,j,o
d,c,b,m,l,f,o,n,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,e,i,k,h,g,o,j
d,b,l,c,f,p,m,n,e,a,i,k,i,g,o,j
c,d,m,b,l,f,p,n,e,a,i,h,k,g,a,o
c,d,b,m,l,g,p,n,e,a,i,h,k,g,o,j
d,c,b,m,l,o,p,n,e,a,i,k,h,g,j,o
c,m,d,b,d,f,p,n,e,a,i,k,h,g,j,o
b,d,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,h,g,p,j
c,d,m,b,l,f,p,n,e,a,i,k,h,g,j,e
c,m,d,b,l,f,p,n,e,a,i,o,h,g,o,j
d,b,l,c,f,m,p,n,g,a,i,k,h,g,j,o
d,b,g,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,f,p,m,n,e,a,i,d,h,g,o,j
c,m,d,b,l,f,p,n,l,a,i,k,h,g,o,j
d,b,c,m,g,f,p,n,e,a,i,k,h,g,o,j
m,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,h,j
d,c,b,l,m,f,p,n,e,a,i,h,k,g,o,k
d,b,l,c,f,p,n,m,e,n,i,k,h,g,o,j
d,a,c,l,f,p,n,m,e,a,i,k,h,g,j,o
d,b,g,l,m,f,p,n,e,a,i,k,h,g,j,o
f,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
d,b,c,l,f,m,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,a,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,n,g,o,j
c,m,d,b,e,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,c,m,p,n,e,a,i,k,h,g,o,j
d,b,l,c,m,f,p,n,e,a,g,k,h,g,j,o
c,m,d,b,l,f,p,g,e,a,i,h,k,g,j,o
c,l,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,m,f,i,n,e,a,i,h,k,g,o,j
d,b,l,f,e,c,m,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,o,h,g,o,j
c,d,m,b,l,f,p,n,e,a,i,p,h,g,o,j
d,b,l,f,c,m,p,o,e,a,i,k,h,g,o,j
c,m,d,d,l,f,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,i,e,a,i,h,k,g,o,j
c,d,b,l,m,f,p,n,e,a,i,k,h,g,j,k
d,c,m,m,l,f,p,n,e,a,i,h,k,g,o,j
o,b,c,m,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,j,e,a,i,h,k,g,o,j
c,d,b,l,f,p,p,m,e,a,i,k,h,g,o,j
d,c,b,l,m,f,p,f,e,a,i,h,k,g,j,o
d,o,c,m,l,f,p,n,e,a,i,k,h,g,j,o
h,b,c,l,f,p,n,m,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,j,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,n,h,g,j,o
c,d,m,b,l,f,p,n,e,a,f,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,o,h,k,g,o,j
c,f,b,m,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,o
c,d,m,b,l,f,p,n,e,a,i,h,k,g,h,o
c,d,m,b,k,f,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,m,k,h,g,j,o
d,e,c,l,f,p,m,n,e,a,i,h,k,g,j,o
d,c,b,l,f,m,p,n,e,a,i,k,h,g,j,j
d,b,a,c,f,m,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,j,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,j,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,g,l,o
b,b,l,f,c,p,n,m,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,d,g,o,j
d,c,m,b,l,f,p,n,e,a,i,k,h,g,l,j
d,b,c,m,l,f,p,n,e,a,i,k,h,m,j,o
d,c,b,l,f,c,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,f,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,h,i,g,j,o
c,m,d,b,l,f,p,n,e,a,i,l,h,g,o,j
d,b,l,f,p,n,c,m,e,a,i,h,g,g,j,o
d,b,l,f,c,o,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,l,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,j,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,j,n,e,a,i,k,h,g,j,o
c,m,d,b,l,j,p,n,e,a,i,k,h,g,j,o
d,b,l,f,c,p,n,m,e,a,i,h,k,l,o,j
d,b,l,f,p,c,n,m,e,a,i,h,k,g,j,d
d,n,l,c,m,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,p,p,n,e,a,i,k,h,g,o,j
d,d,m,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,f,m,p,n,e,a,i,k,h,g,j,o
d,c,b,l,m,f,p,n,e,a,i,k,h,g,o,o
c,d,b,h,l,f,p,n,e,a,i,h,k,g,j,o
c,b,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,h,j,o
c,d,m,b,l,l,p,n,e,a,i,h,k,g,o,j
d,b,l,c,f,m,p,n,e,a,i,h,k,p,o,j
c,m,d,b,l,f,p,n,e,c,i,k,h,g,o,j
b,d,b,l,f,p,n,m,e,a,i,k,h,g,o,j
d,c,b,g,f,p,n,m,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,m,i,h,k,g,j,o
d,d,b,l,m,f,p,n,e,a,i,h,k,g,o,j
c,d,p,b,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,l,f,m,p,n,e,a,i,h,k,g,o,k
d,b,c,m,l,f,p,n,e,a,i,k,h,g,o,m
d,b,l,c,f,m,p,n,e,a,n,h,k,g,j,o
c,d,m,b,l,f,p,n,e,p,i,h,k,g,j,o
n,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,l,m,f,n,n,e,a,i,k,h,g,j,o
d,c,m,b,l,g,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,p,k,g,j,o
c,m,d,d,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,o,i,h,k,g,o,j
c,d,m,b,l,c,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,c
c,d,m,b,l,f,p,n,e,a,i,h,k,m,j,o
c,m,d,b,b,f,p,n,e,a,i,k,h,g,j,o
o,c,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,f,d,p,n,e,a,i,h,k,g,o,j
c,d,b,l,f,m,p,n,e,a,m,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,a
c,d,b,m,l,f,p,n,m,a,i,h,k,g,j,o
d,b,c,l,m,f,p,p,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,i,g,j,o
c,j,b,m,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,p,p,n,e,a,i,h,k,g,j,o
d,m,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,g,o,c
c,m,m,b,l,f,p,n,e,a,i,k,h,g,j,o
k,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,n,h,g,j,o
c,m,d,b,l,f,p,n,e,a,a,k,h,g,o,j
d,b,l,c,f,m,p,n,e,a,l,h,k,g,j,o
c,d,n,m,l,f,p,n,e,a,i,k,h,g,j,o
d,c,b,l,f,p,n,m,e,a,i,k,k,g,o,j
c,d,b,m,c,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,k,n,e,a,i,h,k,g,j,o
l,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,f,i,k,h,g,j,o
c,d,b,l,f,p,n,f,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,i,i,k,h,g,j,o
d,b,l,c,f,m,j,n,e,a,i,k,h,g,o,j
c,d,b,l,f,m,p,n,e,g,i,k,h,g,j,o
c,d,k,l,m,f,p,n,e,a,i,k,h,g,j,o
d,b,l,f,c,m,p,f,e,a,i,k,h,g,j,o
e,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,d,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,p
d,c,m,b,l,f,p,n,e,a,m,k,h,g,j,o
d,b,l,f,c,m,p,n,e,a,b,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,c,m,f,k,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,m,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,a,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,h,k,g,o,k
d,c,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,c,m,f,p,d,e,a,i,k,h,g,j,o
c,m,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,p
d,c,m,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,o,g,o,j
c,m,d,b,l,f,p,i,e,a,i,h,k,g,j,o
d,b,c,l,m,f,p,n,e,a,i,h,k,g,j,h
d,b,l,c,m,f,p,k,e,a,i,h,k,g,o,j
d,b,l,f,c,m,p,j,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,n,e,a,i,k,h,g,o,j
d,j,m,b,l,f,p,n,e,a,i,h,k,g,j,o
j,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,c,l,m,f,p,n,e,a,i,k,k,g,o,j
c,m,d,b,l,f,p,n,i,a,i,k,h,g,j,o
d,b,c,m,l,f,p,n,e,a,i,h,m,g,j,o
c,d,m,b,l,f,p,n,p,a,i,k,h,g,o,j
d,k,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,b,l,m,f,i,n,e,a,i,k,h,g,o,j
b,b,c,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,p,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,h,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,c,o,j
c,d,b,l,f,m,p,n,e,a,i,h,b,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,b,o,j
d,c,b,l,m,f,p,n,e,a,i,h,k,g,g,o
d,b,l,c,m,d,p,n,e,a,i,k,h,g,j,o
c,f,d,b,l,f,p,n,e,a,i,k,h,g,o,j
c,k,m,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,i,h,g,j,o
d,c,m,b,l,f,p,n,e,a,h,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,k,g,g,j,o
d,c,b,l,m,f,p,n,e,a,i,k,h,b,j,o
d,n,b,l,m,f,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,k,n,e,a,i,h,k,g,o,j
c,d,m,b,l,o,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,i,i,h,k,g,j,o
c,m,d,b,l,f,p,n,k,a,i,k,h,g,j,o
c,d,b,l,m,f,p,k,e,a,i,h,k,g,j,o
d,b,l,f,c,p,p,n,e,a,i,k,h,g,o,j
d,i,m,b,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,k,h,g,j,o
d,j,c,l,m,f,p,n,e,a,i,h,k,g,o,j
b,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
