0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
c,d,b,m,l,f,p,n,e,a,i,k,g,j,o,
d,b,c,l,m,f,p,n,e,a,i,h,k,g,o,
d,b,c,l,m,f,p,n,a,i,k,h,g,j,o,
c,m,b,l,f,p,n,e,a,i,k,h,g,j,o,
d,b,l,f,m,p,n,e,a,i,k,h,g,o,j,
c,m,d,b,l,f,p,n,e,a,i,k,g,o,j,
c,m,d,b,l,f,p,e,a,i,h,k,g,o,j,
d,c,m,b,f,p,n,e,a,i,k,h,g,j,o,
c,m,b,l,f,p,n,e,a,i,k,h,g,o,j,
d,c,b,m,l,f,p,n,e,i,h,k,g,o,j,
c,b,m,l,f,p,n,e,a,i,k,h,g,j,o,
d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,
d,c,b,l,f,p,n,e,a,i,k,h,g,o,j,
d,c,b,l,f,p,n,e,a,i,h,k,g,o,j,
d,b,l,f,p,n,c,m,e,a,i,k,h,g,j,
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,
c,d,b,m,l,f,n,e,a,i,h,k,g,o,j,
c,d,b,m,l,f,p,n,e,a,i,h,k,g,j,
c,d,m,b,l,f,p,n,e,a,i,h,g,o,j,
d,b,l,f,p,c,n,m,e,a,i,k,g,o,j,
c,d,b,m,l,f,p,n,e,a,i,k,h,g,o,
d,c,b,m,l,f,p,n,e,i,k,h,g,o,j,
d,c,b,m,l,p,n,e,a,i,k,h,g,o,j,
d,b,m,l,f,p,n,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,
c,d,b,m,l,f,p,n,e,a,i,k,h,j,o,
c,m,b,l,f,p,n,e,a,i,k,h,g,j,o,
d,c,m,b,l,f,p,n,e,a,i,h,k,o,j,
b,l,c,f,p,m,n,e,a,i,h,k,g,j,o,
c,d,b,l,f,p,n,e,a,i,k,h,g,o,j,
d,b,l,c,f,m,p,n,e,a,k,h,g,o,j,
c,m,d,b,l,f,p,n,e,i,k,h,g,j,o,
d,b,c,m,l,f,n,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,a,i,h,k,g,j,o,
d,b,l,c,f,p,m,e,a,i,h,k,g,j,o,
d,b,c,l,f,p,m,n,e,a,i,h,k,g,j,
c,b,m,l,f,p,n,e,a,i,h,k,g,o,j,
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,
c,m,b,l,f,p,n,e,a,i,k,h,g,o,j,
c,m,d,b,l,f,p,n,e,a,i,h,g,j,o,
c,d,b,l,f,p,n,e,a,i,h,k,g,o,j,
d,c,b,m,l,f,p,n,e,a,i,h,k,j,o,
d,b,c,l,m,f,p,n,e,a,i,h,g,j,o,
c,d,b,l,f,m,p,n,a,i,k,h,g,o,j,
d,b,l,f,p,n,c,m,e,a,i,h,g,j,o,
d,m,b,l,f,p,n,e,a,i,h,k,g,j,o,
c,m,b,l,f,p,n,e,a,i,k,h,g,o,j,
d,c,b,l,f,m,p,n,e,a,i,h,k,j,o,
d,c,b,m,l,f,p,n,e,a,i,k,g,o,j,
d,c,m,l,f,p,n,e,a,i,h,k,g,j,o,
c,m,d,l,f,p,n,e,a,i,k,h,g,o,j,
d,c,b,m,l,f,p,n,a,i,h,k,g,o,j,
d,c,b,l,f,m,p,e,a,i,h,k,g,o,j,
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,
d,b,m,l,f,p,n,e,a,i,h,k,g,j,o,
d,b,c,m,l,p,n,e,a,i,k,h,g,j,o,
d,c,m,b,l,f,p,n,e,a,i,k,g,j,o,
d,c,m,b,l,f,p,n,a,i,k,h,g,o,j,
d,c,b,l,f,p,m,n,e,a,i,k,g,o,j,
d,c,m,b,l,f,p,n,a,i,h,k,g,j,o,
d,c,b,l,m,f,p,n,e,a,i,k,g,j,o,
d,b,l,f,p,c,m,n,e,a,i,h,g,o,j,
c,d,m,b,l,f,p,e,a,i,h,k,g,o,j,
d,c,b,f,m,p,n,e,a,i,k,h,g,j,o,
c,d,b,l,m,f,p,n,e,a,i,k,h,g,j,
d,c,b,m,l,f,p,e,a,i,k,h,g,j,o,
c,d,b,m,l,f,p,n,a,i,h,k,g,o,j,
d,b,c,l,f,p,n,e,a,i,h,k,g,j,o,
d,b,c,l,m,f,p,n,e,a,k,h,g,o,j,
d,c,b,m,l,f,p,n,e,a,i,h,k,g,o,
d,c,m,b,l,f,p,n,e,a,h,k,g,j,o,
d,b,l,f,c,m,p,n,e,i,k,h,g,o,j,
d,m,b,l,f,p,n,e,a,i,h,k,g,o,j,
d,c,m,b,l,f,p,n,e,a,i,h,k,g,j,
d,l,f,c,m,p,n,e,a,i,h,k,g,o,j,
d,b,c,m,l,f,n,e,a,i,h,k,g,j,o,
d,b,c,m,l,f,p,n,e,a,i,k,h,j,o,
c,d,b,m,l,f,n,e,a,i,h,k,g,j,o,
d,b,l,f,c,p,m,n,e,a,i,k,g,j,o,
d,c,m,b,l,f,p,n,e,a,i,h,k,g,o,
d,m,b,l,f,p,n,e,a,i,k,h,g,j,o,
d,b,c,l,f,p,n,e,a,i,h,k,g,o,j,
d,b,c,m,l,f,p,e,a,i,h,k,g,j,o,
c,b,m,l,f,p,n,e,a,i,k,h,g,j,o,
d,c,m,b,l,f,p,n,e,i,k,h,g,j,o,
d,c,m,b,l,f,p,n,a,i,h,k,g,j,o,
d,b,l,m,f,p,n,e,a,i,k,h,g,j,o,
d,b,f,c,p,n,m,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,k,g,j,o,
c,m,b,l,f,p,n,e,a,i,k,h,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,k,h,o,j,
c,m,d,b,l,f,p,n,e,a,i,h,k,j,o,
d,b,l,c,f,m,p,n,e,a,i,h,k,g,j,
c,m,d,b,l,f,p,n,e,a,i,k,g,o,j,
d,c,m,b,l,f,n,e,a,i,h,k,g,o,j,
d,c,b,m,l,f,p,n,a,i,h,k,g,j,o,
c,m,d,b,l,f,n,e,a,i,k,h,g,j,o,
c,d,b,l,f,p,n,e,a,i,h,k,g,j,o,
d,c,b,m,l,f,p,n,e,i,k,h,g,o,j,
d,b,l,f,p,n,c,m,e,a,i,k,h,j,o,
d,c,m,b,l,f,p,n,e,a,k,h,g,j,o,
d,b,c,l,m,f,n,e,a,i,h,k,g,j,o,
c,d,b,l,m,p,n,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,h,g,j,o,
d,b,c,l,f,p,n,e,a,i,k,h,g,o,j,
d,c,m,b,l,f,p,n,a,i,h,k,g,j,o,
c,d,b,m,l,f,p,n,e,a,k,h,g,j,o,
c,m,d,b,l,f,p,n,a,i,h,k,g,j,o,
c,m,d,l,f,p,n,e,a,i,h,k,g,o,j,
c,d,b,m,l,f,n,e,a,i,h,k,g,j,o,
d,c,b,m,l,f,p,n,e,a,i,h,g,j,o,
d,b,l,f,c,n,m,e,a,i,k,h,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,
c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,
c,m,d,b,f,p,n,e,a,i,k,h,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,
c,d,b,l,f,p,n,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,
d,b,f,c,m,p,n,e,a,i,h,k,g,j,o,
c,d,m,b,l,f,p,n,e,a,k,h,g,j,o,
d,b,l,f,c,n,m,e,a,i,h,k,g,j,o,
d,b,c,f,p,m,n,e,a,i,h,k,g,j,o,
c,m,d,l,f,p,n,e,a,i,k,h,g,j,o,
d,b,l,c,f,m,p,n,e,a,i,k,g,o,j,
d,b,l,c,f,m,p,n,e,a,i,k,h,g,o,
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,
c,m,d,b,l,f,p,e,a,i,k,h,g,o,j,
d,b,l,f,c,m,p,n,e,a,i,h,k,g,o,
c,d,m,l,f,p,n,e,a,i,h,k,g,o,j,
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,
c,m,d,l,f,p,n,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,
d,b,c,l,f,p,n,e,a,i,k,h,g,j,o,
c,m,d,b,l,f,p,n,e,a,h,k,g,j,o,
c,m,b,l,f,p,n,e,a,i,k,h,g,j,o,
c,d,m,b,l,f,p,n,e,a,i,h,g,o,j,
c,d,b,l,f,p,n,e,a,i,k,h,g,o,j,
c,d,m,b,l,f,p,n,e,i,k,h,g,j,o,
c,d,b,m,l,f,p,n,e,a,i,k,h,o,j,
d,c,m,b,l,f,p,e,a,i,h,k,g,o,j,
b,l,f,c,m,p,n,e,a,i,h,k,g,j,o,
c,d,b,m,l,f,p,n,e,a,i,k,h,g,o,
c,d,b,l,f,p,m,n,e,a,i,k,h,g,j,
c,d,b,m,l,f,p,n,e,a,i,h,k,o,j,
d,c,b,l,m,f,p,n,e,a,i,h,k,o,j,
d,b,c,m,l,f,p,n,a,i,k,h,g,o,j,
d,c,b,f,p,m,n,e,a,i,h,k,g,j,o,
c,d,b,l,f,p,n,e,a,i,k,h,g,j,o,
d,b,l,f,c,n,m,e,a,i,k,h,g,o,j,
d,b,l,c,f,p,m,e,a,i,k,h,g,j,o,
d,c,m,b,l,f,p,n,e,a,i,h,k,g,j,
c,d,m,b,l,f,p,n,e,a,i,h,k,g,j,
d,b,l,f,c,m,p,e,a,i,k,h,g,j,o,
c,d,m,b,l,f,p,n,e,a,i,h,g,o,j,
d,b,c,m,f,p,n,e,a,i,k,h,g,j,o,
c,m,d,b,l,f,n,e,a,i,h,k,g,j,o,
c,d,m,b,l,f,p,n,e,a,i,k,h,j,o,
d,b,l,f,c,p,n,m,e,a,i,k,h,g,o,
c,d,b,m,l,f,p,n,e,i,k,h,g,j,o,
d,b,c,m,l,f,p,n,e,a,i,k,h,g,o,
d,b,l,c,m,f,p,n,e,i,k,h,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,h,k,j,o,
d,c,b,m,l,f,p,n,e,a,i,k,h,j,o,
d,c,m,b,l,f,p,n,e,a,i,h,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,
c,m,d,b,l,f,p,n,e,a,i,k,g,j,o,
d,c,b,m,l,f,p,n,e,a,i,h,k,g,o,
d,c,m,b,l,f,p,e,a,i,k,h,g,o,j,
c,b,m,l,f,p,n,e,a,i,k,h,g,j,o,
d,c,b,m,l,f,n,e,a,i,k,h,g,o,j,
c,d,b,m,l,f,p,n,e,a,i,k,h,g,j,
b,l,c,f,p,m,n,e,a,i,k,h,g,o,j,
c,d,m,b,l,f,p,n,e,i,h,k,g,j,o,
c,d,b,m,l,f,p,n,a,i,h,k,g,o,j,
d,c,b,m,l,f,p,n,e,a,i,k,g,j,o,
c,m,d,b,l,f,p,n,a,i,k,h,g,j,o,
c,d,m,b,l,f,p,n,a,i,h,k,g,j,o,
d,b,c,m,f,p,n,e,a,i,k,h,g,o,j,
c,d,m,b,f,p,n,e,a,i,k,h,g,j,o,
c,m,d,b,l,p,n,e,a,i,k,h,g,o,j,
d,b,l,c,f,m,p,n,e,a,i,h,g,j,o,
d,b,c,l,f,p,n,e,a,i,h,k,g,j,o,
d,b,l,c,f,p,m,n,e,a,i,k,h,o,j,
c,m,d,b,l,f,n,e,a,i,k,h,g,o,j,
d,b,c,l,f,p,n,e,a,i,k,h,g,o,j,
d,c,b,m,l,f,p,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,h,k,o,j,
d,b,l,m,f,p,n,e,a,i,h,k,g,o,j,
d,b,l,c,f,p,n,m,a,i,k,h,g,o,j,
d,b,c,l,f,p,n,m,e,a,i,k,h,g,j,
d,b,c,l,m,f,p,n,e,a,i,k,h,g,o,
c,m,d,b,f,p,n,e,a,i,h,k,g,o,j,
d,b,c,l,f,m,p,n,e,a,i,h,g,o,j,
c,m,d,b,l,f,p,n,a,i,h,k,g,o,j,
c,m,d,b,l,f,p,n,a,i,h,k,g,o,j,
c,d,b,l,f,p,n,e,a,i,k,h,g,o,j,
d,l,f,c,m,p,n,e,a,i,k,h,g,o,j,
d,b,l,c,m,f,p,n,e,a,i,k,h,g,j,
c,m,d,b,l,f,p,n,e,a,i,h,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,k,g,j,o,
d,b,l,c,m,f,p,n,e,i,h,k,g,o,j,
d,b,l,f,p,c,m,e,a,i,k,h,g,o,j,
c,m,d,b,l,f,p,e,a,i,k,h,g,o,j,
d,m,b,l,f,p,n,e,a,i,k,h,g,o,j,
d,b,l,f,c,p,n,e,a,i,k,h,g,o,j,
c,m,d,b,l,f,p,n,e,a,i,k,g,o,j,
d,c,m,b,l,f,n,e,a,i,h,k,g,o,j,
c,b,l,m,f,p,n,e,a,i,k,h,g,j,o,
d,c,b,l,f,p,n,e,a,i,h,k,g,o,j,
d,b,c,l,f,p,n,e,a,i,k,h,g,j,o,
c,d,b,l,m,f,p,n,e,a,h,k,g,o,j,
c,d,l,f,p,n,m,e,a,i,k,h,g,o,j,
d,c,b,m,f,p,n,e,a,i,h,k,g,j,o,
d,b,c,m,l,p,n,e,a,i,k,h,g,j,o,
b,c,l,f,p,n,m,e,a,i,h,k,g,o,j,
d,c,m,b,l,f,p,n,a,i,h,k,g,o,j,
c,d,m,b,l,p,n,e,a,i,k,h,g,j,o,
c,m,b,l,f,p,n,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,
c,d,b,m,l,f,p,n,a,i,k,h,g,o,j,
c,m,d,b,l,p,n,e,a,i,h,k,g,j,o,
c,d,m,b,l,f,p,n,e,a,h,k,g,j,o,
c,d,m,b,l,f,p,e,a,i,h,k,g,j,o,
c,d,b,m,f,p,n,e,a,i,k,h,g,j,o,
b,c,l,f,p,m,n,e,a,i,h,k,g,j,o,
d,c,b,l,f,m,p,n,e,a,i,k,g,j,o,
d,b,l,c,f,m,p,n,e,a,i,k,h,g,o,
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,
c,m,d,b,l,p,n,e,a,i,k,h,g,j,o,
c,d,m,b,l,f,p,n,e,a,i,h,k,g,j,
d,b,l,f,c,p,n,e,a,i,h,k,g,j,o,
d,c,m,l,f,p,n,e,a,i,k,h,g,o,j,
c,m,b,l,f,p,n,e,a,i,k,h,g,o,j,
d,b,c,m,l,f,p,e,a,i,k,h,g,j,o,
d,c,b,f,m,p,n,e,a,i,k,h,g,j,o,
d,m,b,l,f,p,n,e,a,i,h,k,g,o,j,
c,d,m,l,f,p,n,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,a,i,k,h,g,o,j,
d,b,f,p,n,c,m,e,a,i,h,k,g,j,o,
d,b,l,f,c,m,p,n,a,i,k,h,g,o,j,
d,c,b,m,l,p,n,e,a,i,k,h,g,o,j,
d,c,b,m,l,f,p,n,e,a,i,k,g,j,o,
d,b,c,m,l,f,p,n,e,a,i,k,h,j,o,
c,m,d,b,l,f,p,n,e,a,i,h,g,j,o,
d,b,l,f,c,p,n,m,e,a,i,h,k,o,j,
d,b,l,f,p,c,n,m,e,a,i,h,k,g,j,
d,b,l,c,m,f,p,n,e,a,i,h,k,o,j,
c,m,d,b,l,f,p,n,a,i,k,h,g,o,j,
c,d,m,b,l,f,p,e,a,i,k,h,g,j,o,
d,b,c,l,m,p,n,e,a,i,k,h,g,j,o,
d,c,b,m,f,p,n,e,a,i,k,h,g,j,o,
c,d,b,m,f,p,n,e,a,i,h,k,g,j,o,
c,d,m,b,l,f,p,e,a,i,k,h,g,j,o,
c,m,d,l,f,p,n,e,a,i,h,k,g,j,o,
c,d,m,b,f,p,n,e,a,i,h,k,g,o,j,
d,b,l,c,m,p,n,e,a,i,h,k,g,o,j,
m,d,b,l,f,p,n,e,a,i,k,h,g,o,j,
c,d,l,f,p,n,m,e,a,i,k,h,g,o,j,
d,c,b,l,f,p,n,m,e,i,k,h,g,o,j,
c,m,d,b,l,f,p,n,e,a,i,k,g,j,o,
d,c,b,l,m,f,p,n,a,i,h,k,g,o,j,
c,d,m,b,l,f,p,n,e,a,i,h,g,o,j,
c,d,b,l,f,p,n,e,a,i,h,k,g,o,j,
d,b,c,m,f,p,n,e,a,i,k,h,g,o,j,
d,b,c,f,m,p,n,e,a,i,h,k,g,j,o,
c,d,b,l,f,p,n,e,a,i,h,k,g,j,o,
c,d,m,b,l,f,p,n,e,a,i,k,g,o,j,
c,m,d,b,l,f,p,n,e,a,i,k,g,o,j,
c,d,b,l,m,f,p,n,a,i,k,h,g,j,o,
d,c,m,b,l,f,n,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,n,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,h,g,j,o,
d,c,m,b,l,f,p,n,e,a,i,h,k,o,j,
c,m,b,l,f,p,n,e,a,i,h,k,g,j,o,
d,c,m,l,f,p,n,e,a,i,h,k,g,j,o,
c,d,m,b,l,f,n,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,
d,c,m,b,l,f,p,n,e,a,i,h,g,j,o,
d,b,l,c,f,m,n,e,a,i,h,k,g,o,j,
d,b,l,f,m,p,n,e,a,i,k,h,g,j,o,
d,c,m,b,l,f,p,n,e,a,i,k,h,g,o,
c,d,b,m,l,f,p,n,e,a,i,h,k,g,j,
d,b,c,l,m,f,p,n,e,a,i,h,k,g,j,
d,c,m,l,f,p,n,e,a,i,k,h,g,j,o,
c,d,b,m,l,f,p,n,e,a,i,k,g,o,j,
c,m,d,b,l,f,p,n,e,i,h,k,g,j,o,
d,c,b,l,f,p,n,e,a,i,k,h,g,j,o,
c,d,m,l,f,p,n,e,a,i,k,h,g,o,j,
c,d,m,b,l,f,p,n,e,a,i,k,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,k,h,o,j,
d,c,b,m,l,f,p,n,e,a,k,h,g,j,o,
c,m,d,b,f,p,n,e,a,i,k,h,g,o,j,
d,b,l,c,m,p,n,e,a,i,h,k,g,j,o,
c,d,b,m,l,f,p,n,a,i,k,h,g,j,o,
d,c,b,l,f,p,n,m,e,a,i,h,g,o,j,
c,d,b,m,l,f,p,e,a,i,k,h,g,j,o,
c,m,d,b,f,p,n,e,a,i,h,k,g,j,o,
c,m,d,b,f,p,n,e,a,i,k,h,g,j,o,
d,c,m,b,l,f,p,n,e,a,i,k,g,j,o,
c,d,b,l,f,p,n,m,e,a,k,h,g,o,j,
d,c,m,b,l,f,p,n,e,a,i,h,g,j,o,
d,b,l,c,f,m,p,n,e,a,i,h,g,o,j,
d,b,l,f,m,p,n,e,a,i,k,h,g,j,o,
c,d,l,m,f,p,n,e,a,i,k,h,g,j,o,
d,b,l,f,c,m,p,n,a,i,k,h,g,j,o,
d,b,m,l,f,p,n,e,a,i,k,h,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,k,h,o,j,
c,m,d,b,l,f,p,n,e,i,k,h,g,j,o,
d,c,m,b,l,f,p,n,e,a,k,h,g,j,o,
d,b,l,f,c,m,p,n,e,a,i,h,g,j,o,
d,m,b,l,f,p,n,e,a,i,k,h,g,j,o,
d,b,l,c,m,f,n,e,a,i,h,k,g,j,o,
d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,
c,m,d,b,l,f,p,e,a,i,h,k,g,o,j,
c,m,d,b,l,f,p,n,e,a,i,k,g,j,o,
d,b,m,l,f,p,n,e,a,i,h,k,g,o,j,
d,c,m,b,l,f,p,n,e,a,i,k,h,o,j,
d,b,l,c,m,f,p,n,e,a,i,k,h,g,o,
c,d,m,b,l,f,p,n,e,a,i,h,k,g,j,
d,c,b,m,l,f,p,n,e,i,h,k,g,j,o,
d,c,m,b,l,f,p,e,a,i,h,k,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,
c,m,d,b,l,f,p,n,e,a,i,k,g,j,o,
d,b,c,l,m,f,p,n,a,i,h,k,g,j,o,
d,b,l,m,f,p,n,e,a,i,h,k,g,o,j,
d,b,l,f,c,m,p,n,e,a,i,k,h,g,o,
c,d,b,l,m,f,p,n,e,a,i,k,g,o,j,
d,c,m,b,f,p,n,e,a,i,h,k,g,j,o,
c,m,b,l,f,p,n,e,a,i,k,h,g,o,j,
d,c,l,m,f,p,n,e,a,i,k,h,g,o,j,
c,m,d,b,l,f,p,n,e,a,i,k,h,j,o,
d,b,c,m,l,f,p,n,e,a,h,k,g,j,o,
d,m,b,l,f,p,n,e,a,i,k,h,g,o,j,
d,c,m,b,l,f,p,n,e,a,i,h,k,j,o,
d,c,b,l,m,f,n,e,a,i,k,h,g,o,j,
d,c,m,l,f,p,n,e,a,i,h,k,g,j,o,
m,d,b,l,f,p,n,e,a,i,k,h,g,j,o,
c,d,b,m,l,f,p,n,a,i,h,k,g,j,o,
d,c,m,l,f,p,n,e,a,i,k,h,g,o,j,
c,d,l,f,m,p,n,e,a,i,h,k,g,j,o,
d,c,b,l,f,p,n,e,a,i,h,k,g,o,j,
d,c,b,l,m,f,p,n,e,a,i,h,k,g,o,
d,b,l,c,m,f,p,n,e,a,i,h,g,j,o,
c,m,d,b,l,f,p,n,a,i,k,h,g,o,j,
c,d,m,b,l,p,n,e,a,i,k,h,g,o,j,
m,d,b,l,f,p,n,e,a,i,k,h,g,j,o,
d,c,b,l,f,p,n,e,a,i,h,k,g,o,j,
d,c,m,b,l,f,p,n,a,i,k,h,g,j,o,
d,c,b,l,m,f,p,n,e,a,i,k,h,g,j,
c,b,l,m,f,p,n,e,a,i,h,k,g,j,o,
c,d,b,m,l,f,p,n,e,i,h,k,g,o,j,
c,d,m,b,l,f,n,e,a,i,h,k,g,j,o,
c,d,b,m,l,f,p,n,e,i,h,k,g,j,o,
c,m,d,b,l,f,n,e,a,i,k,h,g,j,o,
c,d,b,m,f,p,n,e,a,i,h,k,g,j,o,
d,l,f,c,m,p,n,e,a,i,k,h,g,o,j,
d,c,m,b,l,f,p,n,e,a,i,k,h,o,j,
c,d,b,m,l,f,n,e,a,i,k,h,g,j,o,
d,c,l,m,f,p,n,e,a,i,h,k,g,o,j,
c,d,m,b,l,f,p,n,e,a,k,h,g,o,j,
c,m,d,b,l,f,p,n,e,i,h,k,g,j,o,
d,c,m,b,f,p,n,e,a,i,k,h,g,o,j,
m,d,b,l,f,p,n,e,a,i,h,k,g,o,j,
d,c,b,l,m,f,p,n,e,a,h,k,g,o,j,
c,m,d,b,f,p,n,e,a,i,k,h,g,o,j,
d,b,l,f,c,p,n,m,e,a,i,k,h,j,o,
d,b,c,m,l,p,n,e,a,i,h,k,g,o,j,
c,d,m,b,l,f,p,n,e,a,i,h,g,o,j,
c,d,m,l,f,p,n,e,a,i,k,h,g,j,o,
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,
c,d,b,f,m,p,n,e,a,i,k,h,g,j,o,
d,b,c,l,m,p,n,e,a,i,k,h,g,o,j,
d,b,l,f,c,p,m,n,e,a,h,k,g,o,j,
d,c,m,b,l,p,n,e,a,i,k,h,g,o,j,
