0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
c,d,b,m,l,f,p,n,e,a,i,j,k,g,h,o
c,m,d,b,l,f,p,n,e,a,j,h,k,g,o,i
d,c,l,b,m,f,p,n,e,a,i,k,h,g,o,j
d,c,b,l,f,p,n,e,m,a,i,k,h,g,j,o
d,c,m,b,l,a,p,n,e,f,i,k,h,g,j,o
d,b,c,m,l,f,p,k,e,a,i,h,n,g,o,j
c,d,a,b,l,f,p,n,e,m,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,j,h,g,k,o
c,d,m,b,e,f,p,n,l,a,i,h,k,g,o,j
c,d,m,l,b,f,p,n,e,a,i,h,k,g,j,o
c,m,d,h,l,f,p,n,e,a,i,b,k,g,j,o
d,c,o,m,l,f,p,n,e,a,i,h,k,g,b,j
c,m,d,b,l,f,p,n,h,a,i,k,e,g,o,j
d,o,c,m,l,f,p,n,e,a,i,k,h,g,j,b
d,a,m,b,l,f,p,n,e,c,i,k,h,g,j,o
c,b,d,m,l,f,p,n,e,a,i,k,h,g,o,j
l,m,d,b,c,f,p,n,e,a,i,h,k,g,j,o
c,l,d,b,m,f,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,g,a,i,k,h,e,o,j
c,m,d,b,o,f,p,n,e,a,i,k,h,g,j,l
h,m,d,b,l,f,p,n,e,a,i,k,c,g,o,j
c,d,l,b,m,f,p,n,e,a,i,k,h,g,o,j
c,d,m,b,l,f,p,n,e,a,j,h,k,g,i,o
d,p,c,l,f,m,b,n,e,a,i,h,k,g,o,j
c,m,d,b,l,o,p,n,e,a,i,k,h,g,f,j
c,m,d,b,j,f,p,n,e,a,i,k,h,g,o,l
c,d,b,l,f,p,m,n,j,a,i,k,h,g,e,o
c,d,m,o,l,f,p,n,e,a,i,h,k,g,b,j
c,m,d,h,l,f,p,n,e,a,i,k,b,g,j,o
c,n,d,b,l,f,p,m,e,a,i,k,h,g,j,o
c,m,o,b,l,f,p,n,e,a,i,k,h,g,j,d
d,b,l,c,m,o,p,n,e,a,i,h,k,g,f,j
d,c,b,l,f,m,n,p,e,a,i,h,k,g,j,o
c,h,d,b,l,f,p,n,e,a,i,m,k,g,j,o
c,g,b,m,l,f,p,n,e,a,i,k,h,d,j,o
d,b,g,l,m,f,p,n,e,a,i,h,k,c,o,j
d,b,c,l,m,f,p,n,e,a,i,k,h,j,g,o
a,c,m,b,l,f,p,n,e,d,i,k,h,g,j,o
d,b,o,l,f,m,p,n,e,a,i,k,h,g,c,j
c,m,d,b,l,e,p,n,f,a,i,h,k,g,o,j
c,m,d,b,l,f,n,p,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,a,e,i,k,h,g,j,o
c,p,d,b,l,f,m,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,g,a,i,h,k,e,o,j
c,d,b,m,l,p,f,n,e,a,i,k,h,g,j,o
d,c,m,b,h,f,p,n,e,a,i,l,k,g,j,o
d,c,m,b,l,f,p,n,a,e,i,k,h,g,o,j
d,c,b,l,m,f,p,n,e,a,i,h,k,j,o,g
d,b,l,f,j,n,c,m,e,a,i,k,h,g,p,o
c,m,d,b,l,p,f,n,e,a,i,h,k,g,j,o
c,d,b,m,l,o,p,n,e,a,i,h,k,g,f,j
c,d,b,m,a,f,p,n,e,l,i,h,k,g,j,o
c,d,m,b,l,g,p,n,e,a,i,k,h,f,o,j
d,b,l,f,p,c,n,g,e,a,i,k,h,m,o,j
b,d,c,m,l,f,p,n,e,a,i,k,h,g,j,o
d,c,b,f,l,m,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,k,a,i,e,h,g,o,j
c,d,b,m,l,f,p,k,e,a,i,h,n,g,j,o
c,m,d,b,g,f,p,n,e,a,i,k,h,l,j,o
c,d,b,m,l,f,p,n,e,a,i,o,h,g,j,k
c,m,d,b,l,j,p,n,e,a,i,k,h,g,f,o
d,c,m,b,p,f,l,n,e,a,i,h,k,g,o,j
m,b,l,c,f,p,d,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,g,e,a,i,k,h,n,o,j
j,b,l,c,f,m,p,n,e,a,i,k,h,g,o,d
p,m,d,b,l,f,c,n,e,a,i,k,h,g,j,o
i,b,c,m,l,f,p,n,e,a,d,h,k,g,j,o
c,m,d,b,a,f,p,n,e,l,i,h,k,g,j,o
d,b,l,c,e,p,n,m,f,a,i,h,k,g,j,o
i,b,c,l,f,p,m,n,e,a,d,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,o,k,g,h,j
c,g,d,b,l,f,p,n,e,a,i,k,h,m,j,o
h,d,m,b,l,f,p,n,e,a,i,k,c,g,o,j
c,m,d,b,l,f,p,n,o,a,i,k,h,g,j,e
c,d,m,b,l,p,f,n,e,a,i,h,k,g,o,j
d,c,b,m,l,k,p,n,e,a,i,h,f,g,j,o
d,b,c,l,m,f,p,n,e,i,a,h,k,g,j,o
c,d,b,l,f,m,p,n,g,a,i,k,h,e,o,j
d,o,l,f,p,n,c,m,e,a,i,k,h,g,j,b
c,d,m,b,l,f,p,n,e,a,o,h,k,g,j,i
d,c,m,b,l,p,f,n,e,a,i,k,h,g,o,j
d,c,b,l,f,m,p,n,e,a,i,g,k,h,j,o
d,c,b,f,l,m,p,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,i,e,a,n,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,j,h,g,o,k
d,c,b,m,l,n,p,f,e,a,i,h,k,g,o,j
d,c,b,m,f,l,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,n,p,f,e,a,i,h,k,g,o,j
d,c,p,m,l,f,b,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,a,n,e,p,i,k,h,g,j,o
d,o,m,b,l,f,p,n,e,a,i,k,h,g,j,c
d,c,m,g,l,f,p,n,e,a,i,k,h,b,o,j
d,f,b,l,c,p,m,n,e,a,i,h,k,g,o,j
d,c,m,e,l,f,p,n,b,a,i,h,k,g,j,o
d,c,b,l,m,f,p,e,n,a,i,h,k,g,j,o
b,d,l,f,p,c,m,n,e,a,i,h,k,g,o,j
c,d,m,b,l,k,p,n,e,a,i,h,f,g,o,j
d,c,g,l,f,m,p,n,e,a,i,k,h,b,j,o
c,d,b,l,m,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,o,p,n,e,a,i,k,h,g,j,f
c,d,b,h,l,f,p,n,e,a,i,m,k,g,o,j
d,i,c,l,f,m,p,n,e,a,b,h,k,g,j,o
d,b,c,l,m,g,p,n,e,a,i,k,h,f,o,j
d,c,e,m,l,f,p,n,b,a,i,h,k,g,o,j
d,c,m,b,l,g,p,n,e,a,i,h,k,f,j,o
d,n,l,f,c,m,p,b,e,a,i,k,h,g,o,j
c,d,m,b,l,f,p,n,e,a,i,g,k,h,o,j
d,c,m,b,l,n,p,f,e,a,i,h,k,g,o,j
d,b,l,f,c,m,p,n,e,h,i,a,k,g,o,j
d,b,c,m,l,f,p,n,e,a,i,h,o,g,j,k
d,b,c,m,l,f,a,n,e,p,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,h,o,g,j,k
d,b,l,f,c,h,m,n,e,a,i,k,p,g,j,o
d,c,m,b,l,n,p,f,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,o,k,h,g,j,i
g,b,c,l,m,f,p,n,e,a,i,h,k,d,o,j
d,b,c,f,l,m,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,a,p,n,e,f,i,k,h,g,j,o
d,g,m,b,l,f,p,n,e,a,i,k,h,c,j,o
d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,m,f,h,n,e,a,i,k,p,g,j,o
d,k,l,f,c,p,n,m,e,a,i,h,b,g,j,o
c,f,d,b,l,m,p,n,e,a,i,h,k,g,j,o
c,m,d,b,o,f,p,n,e,a,i,k,h,g,j,l
c,m,f,b,l,d,p,n,e,a,i,k,h,g,o,j
c,m,b,d,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,f,m,p,n,e,a,i,h,k,o,j,g
c,m,d,b,l,g,p,n,e,a,i,h,k,f,o,j
d,c,m,b,l,a,p,n,e,f,i,h,k,g,o,j
d,c,b,m,l,f,p,n,a,e,i,h,k,g,j,o
c,m,d,b,l,f,p,o,e,a,i,k,h,g,j,n
c,m,d,b,l,f,p,a,e,n,i,h,k,g,j,o
d,c,b,m,l,p,f,n,e,a,i,k,h,g,o,j
d,b,l,f,p,o,c,m,e,a,i,k,h,g,j,n
d,c,m,b,l,f,p,n,e,a,i,k,h,j,g,o
d,b,c,l,m,h,p,n,e,a,i,f,k,g,j,o
c,d,b,l,m,f,k,n,e,a,i,h,p,g,j,o
c,m,d,b,l,f,p,n,e,o,i,k,h,g,j,a
d,b,c,l,m,f,p,g,e,a,i,k,h,n,o,j
d,c,m,b,l,f,p,n,e,g,i,h,k,a,j,o
c,d,i,m,l,f,p,n,e,a,b,k,h,g,j,o
c,m,l,b,d,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,n,f,p,l,e,a,i,h,k,g,o,j
c,d,i,m,l,f,p,n,e,a,b,h,k,g,j,o
d,c,e,m,l,f,p,n,b,a,i,h,k,g,j,o
d,b,l,f,p,c,n,m,a,e,i,k,h,g,j,o
c,e,d,b,l,f,p,n,m,a,i,h,k,g,j,o
c,o,d,b,l,f,p,n,e,a,i,h,k,g,m,j
c,m,d,b,n,f,p,l,e,a,i,k,h,g,j,o
e,m,d,b,l,f,p,n,c,a,i,k,h,g,j,o
c,d,m,b,l,i,p,n,e,a,f,h,k,g,j,o
m,c,d,b,l,f,p,n,e,a,i,h,k,g,j,o
a,b,l,f,c,m,p,n,e,d,i,h,k,g,j,o
c,d,m,g,l,f,p,n,e,a,i,k,h,b,j,o
d,b,l,f,c,a,n,m,e,p,i,h,k,g,j,o
d,b,l,c,f,p,m,n,e,i,a,h,k,g,j,o
c,m,d,b,l,f,p,o,e,a,i,k,h,g,j,n
d,b,l,f,c,m,p,n,e,a,i,h,k,g,o,j
d,c,l,b,f,m,p,n,e,a,i,k,h,g,o,j
c,n,d,b,l,f,p,m,e,a,i,k,h,g,o,j
c,m,e,b,l,f,p,n,d,a,i,k,h,g,o,j
d,b,l,f,c,m,e,n,p,a,i,h,k,g,j,o
c,o,b,m,l,f,p,n,e,a,i,h,k,g,d,j
c,m,n,b,l,f,p,d,e,a,i,h,k,g,j,o
b,m,d,c,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,e,n,a,i,h,k,g,j,o
d,b,c,m,f,p,n,l,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,k,h,i,g,j,o
d,c,m,b,l,f,p,e,n,a,i,k,h,g,j,o
c,d,m,b,l,k,p,n,e,a,i,f,h,g,o,j
c,m,d,b,l,f,p,n,e,j,i,k,h,g,o,a
d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,j,o,g
d,c,m,b,l,f,h,n,e,a,i,p,k,g,o,j
d,b,l,f,c,m,p,n,i,a,e,h,k,g,j,o
c,d,b,m,l,f,p,n,g,a,i,k,h,e,o,j
c,d,b,l,f,p,m,n,j,a,i,k,h,g,o,e
c,d,b,m,l,f,p,g,e,a,i,h,k,n,o,j
d,c,b,p,m,f,l,n,e,a,i,h,k,g,o,j
d,b,c,i,l,f,p,n,e,a,m,k,h,g,o,j
d,c,b,l,f,p,g,n,e,a,i,h,k,m,j,o
c,d,m,b,l,f,p,n,e,a,i,o,h,g,j,k
d,b,p,f,l,c,n,m,e,a,i,k,h,g,o,j
d,b,l,c,f,p,n,m,e,k,i,a,h,g,j,o
d,c,m,b,l,h,p,n,e,a,i,f,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,g,k,h,o,j
d,b,l,j,c,m,p,n,e,a,i,k,h,g,f,o
c,d,m,b,l,f,g,n,e,a,i,k,h,p,o,j
d,b,c,m,l,f,p,n,e,k,i,a,h,g,j,o
c,m,d,h,l,f,p,n,e,a,i,b,k,g,j,o
c,d,k,b,l,f,p,n,e,a,i,m,h,g,j,o
d,b,f,l,c,p,n,m,e,a,i,k,h,g,j,o
d,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,m,l,f,p,n,j,a,i,k,h,g,e,o
d,b,k,c,m,f,p,n,e,a,i,l,h,g,j,o
c,m,d,b,l,f,p,e,n,a,i,h,k,g,j,o
b,c,d,m,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,h,p,n,e,a,i,k,f,g,j,o
c,n,d,b,l,f,p,m,e,a,i,h,k,g,j,o
c,m,b,d,l,f,p,n,e,a,i,k,h,g,j,o
d,c,b,m,l,f,p,n,o,a,i,h,k,g,j,e
d,c,n,b,l,f,p,m,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
d,c,b,m,l,f,p,n,k,a,i,e,h,g,o,j
c,d,i,m,l,f,p,n,e,a,b,k,h,g,o,j
d,b,l,c,m,p,f,n,e,a,i,k,h,g,o,j
c,d,m,l,b,f,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,j,e,a,i,h,k,g,o,n
d,e,b,m,l,f,p,n,c,a,i,k,h,g,j,o
c,m,f,b,l,d,p,n,e,a,i,k,h,g,j,o
n,d,m,b,l,f,p,c,e,a,i,h,k,g,j,o
d,b,c,f,l,m,p,n,e,a,i,k,h,g,o,j
c,d,m,b,l,f,p,n,e,a,j,k,h,g,i,o
c,m,d,b,l,k,p,n,e,a,i,f,h,g,o,j
i,b,l,c,f,m,p,n,e,a,d,k,h,g,j,o
d,b,c,m,l,h,p,n,e,a,i,f,k,g,j,o
d,b,k,c,f,p,m,n,e,a,i,l,h,g,o,j
c,m,d,l,b,f,p,n,e,a,i,k,h,g,o,j
d,b,c,m,l,f,o,n,e,a,i,k,h,g,p,j
d,j,b,m,l,f,p,n,e,a,i,h,k,g,c,o
c,m,d,b,l,f,p,n,e,a,j,h,k,g,o,i
d,c,b,l,n,f,p,m,e,a,i,h,k,g,o,j
d,b,l,c,f,p,n,h,e,a,i,k,m,g,o,j
d,b,c,l,a,p,n,m,e,f,i,k,h,g,j,o
d,b,c,n,m,f,p,l,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,i,a,h,k,g,o,j
d,b,c,l,f,m,p,n,i,a,e,k,h,g,o,j
c,o,d,b,l,f,p,n,e,a,i,h,k,g,m,j
c,m,l,b,d,f,p,n,e,a,i,h,k,g,o,j
c,m,d,o,l,f,p,n,e,a,i,k,h,g,b,j
d,b,i,f,c,m,p,n,e,a,l,k,h,g,o,j
d,b,l,c,m,e,p,n,f,a,i,k,h,g,j,o
c,b,d,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,n,l,f,p,b,e,a,i,h,k,g,j,o
c,b,l,d,m,f,p,n,e,a,i,h,k,g,o,j
d,b,l,f,c,p,m,n,e,a,i,k,h,g,o,j
c,m,d,b,h,f,p,n,e,a,i,k,l,g,o,j
c,d,m,b,l,f,p,n,e,j,i,k,h,g,o,a
d,b,l,f,c,m,p,n,h,a,i,k,e,g,o,j
c,m,l,b,d,f,p,n,e,a,i,k,h,g,o,j
d,c,m,e,l,f,p,n,b,a,i,h,k,g,o,j
e,d,b,l,m,f,p,n,c,a,i,k,h,g,j,o
d,c,m,b,l,a,p,n,e,f,i,h,k,g,o,j
d,b,c,m,l,f,p,i,e,a,n,k,h,g,j,o
a,d,b,l,m,f,p,n,e,c,i,h,k,g,o,j
c,a,b,l,f,p,n,m,e,d,i,k,h,g,o,j
d,c,o,l,m,f,p,n,e,a,i,h,k,g,j,b
d,b,n,m,l,f,p,c,e,a,i,k,h,g,j,o
d,b,c,l,f,a,n,m,e,p,i,h,k,g,o,j
d,c,m,b,l,f,n,p,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,g,e,a,i,k,h,n,j,o
c,d,m,b,l,f,h,n,e,a,i,p,k,g,j,o
c,m,d,b,l,f,p,n,k,a,i,h,e,g,o,j
c,d,b,m,l,f,p,j,e,a,i,k,h,g,o,n
c,m,l,b,d,f,p,n,e,a,i,h,k,g,j,o
c,k,m,b,l,f,p,n,e,a,i,h,d,g,j,o
c,d,j,b,l,f,p,n,e,a,i,h,k,g,m,o
c,d,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,l,f,p,o,n,e,a,i,h,k,g,j,m
d,c,l,b,f,m,p,n,e,a,i,k,h,g,j,o
d,c,l,b,f,m,p,n,e,a,i,k,h,g,o,j
c,m,d,o,l,f,p,n,e,a,i,k,h,g,b,j
c,p,d,b,l,f,m,n,e,a,i,k,h,g,j,o
h,d,m,b,l,f,p,n,e,a,i,c,k,g,j,o
d,b,l,f,j,p,n,m,e,a,i,h,k,g,c,o
d,b,c,j,l,f,p,n,e,a,i,k,h,g,o,m
d,c,m,b,f,l,p,n,e,a,i,k,h,g,o,j
d,b,c,m,f,l,p,n,e,a,i,k,h,g,j,o
d,c,b,l,f,m,p,h,e,a,i,k,n,g,j,o
d,c,m,b,l,f,p,n,g,a,i,h,k,e,o,j
c,d,m,b,l,f,p,h,e,a,i,n,k,g,j,o
c,o,d,b,l,f,p,n,e,a,i,k,h,g,m,j
d,b,a,f,p,n,c,m,e,l,i,h,k,g,j,o
d,b,l,f,c,m,p,n,e,a,i,k,h,o,g,j
d,c,o,m,l,f,p,n,e,a,i,k,h,g,b,j
d,c,b,m,l,f,p,n,g,a,i,h,k,e,j,o
d,b,c,m,l,p,f,n,e,a,i,k,h,g,j,o
a,m,d,b,l,f,p,n,e,c,i,k,h,g,j,o
d,b,o,f,c,p,n,m,e,a,i,h,k,g,l,j
d,k,l,f,p,c,n,m,e,a,i,h,b,g,j,o
d,b,a,c,m,f,p,n,e,l,i,h,k,g,o,j
c,i,d,b,l,f,p,n,e,a,m,k,h,g,o,j
c,d,m,b,o,f,p,n,e,a,i,k,h,g,j,l
m,b,c,l,f,d,p,n,e,a,i,k,h,g,j,o
d,c,b,l,m,f,p,o,e,a,i,k,h,g,j,n
c,e,b,m,l,f,p,n,d,a,i,h,k,g,j,o
c,k,m,b,l,f,p,n,e,a,i,d,h,g,j,o
c,m,o,b,l,f,p,n,e,a,i,h,k,g,j,d
n,d,m,b,l,f,p,c,e,a,i,h,k,g,o,j
d,b,l,c,f,m,p,n,e,a,i,j,k,g,o,h
c,m,d,b,l,f,p,n,e,h,i,k,a,g,o,j
c,d,b,l,f,g,n,m,e,a,i,k,h,p,o,j
d,c,b,p,f,l,n,m,e,a,i,k,h,g,o,j
g,m,d,b,l,f,p,n,e,a,i,h,k,c,j,o
i,c,b,l,m,f,p,n,e,a,d,h,k,g,o,j
c,d,m,b,e,f,p,n,l,a,i,k,h,g,o,j
c,d,b,l,f,m,n,p,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,a,i,k,h,j,o,g
d,b,l,c,f,m,p,n,e,a,h,i,k,g,j,o
c,d,l,b,m,f,p,n,e,a,i,h,k,g,j,o
c,d,m,j,l,f,p,n,e,a,i,k,h,g,o,b
c,m,d,b,l,f,p,n,e,a,j,k,h,g,o,i
c,d,o,l,m,f,p,n,e,a,i,k,h,g,j,b
d,c,j,b,l,f,p,n,e,a,i,h,k,g,m,o
c,m,d,b,l,f,p,e,n,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,k,i,h,a,g,j,o
d,c,m,b,i,f,p,n,e,a,l,h,k,g,o,j
c,d,m,n,l,f,p,b,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,k,h,i,g,j,o
c,n,m,b,l,f,p,d,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,o,k,h,g,j,i
d,c,e,b,l,f,p,n,m,a,i,h,k,g,j,o
d,b,l,c,f,m,p,o,e,a,i,h,k,g,n,j
c,d,b,l,f,m,i,n,e,a,p,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,k,i,h,g,j,o
c,d,b,m,l,k,p,n,e,a,i,h,f,g,j,o
d,b,c,l,m,f,p,n,g,a,i,h,k,e,j,o
d,c,m,b,l,f,p,n,e,j,i,k,h,g,a,o
c,d,b,m,l,k,p,n,e,a,i,h,f,g,o,j
c,m,e,b,l,f,p,n,d,a,i,h,k,g,j,o
b,c,m,d,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,h,i,k,a,g,o,j
c,d,m,b,l,f,p,n,e,a,o,k,h,g,j,i
c,m,d,b,l,f,p,e,n,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,h,k,i,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,j,g,o,h
d,b,l,f,c,m,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,j,p,n,e,a,i,k,h,g,f,o
d,c,b,l,f,p,n,m,o,a,i,k,h,g,e,j
c,d,b,p,l,f,m,n,e,a,i,k,h,g,j,o
c,p,d,b,l,f,m,n,e,a,i,h,k,g,j,o
i,m,d,b,l,f,p,n,e,a,c,k,h,g,j,o
d,h,m,b,l,f,p,n,e,a,i,k,c,g,j,o
n,d,b,l,f,p,c,m,e,a,i,k,h,g,o,j
d,c,m,e,l,f,p,n,b,a,i,k,h,g,j,o
d,b,l,c,f,m,p,i,e,a,n,k,h,g,o,j
c,d,b,l,f,p,m,n,e,a,i,k,h,g,j,o
c,d,b,l,k,f,p,n,e,a,i,m,h,g,j,o
d,b,l,f,c,m,p,n,k,a,i,e,h,g,j,o
d,c,b,m,j,f,p,n,e,a,i,k,h,g,l,o
c,n,d,b,l,f,p,m,e,a,i,k,h,g,o,j
c,j,d,b,l,f,p,n,e,a,i,k,h,g,m,o
d,c,m,b,g,f,p,n,e,a,i,k,h,l,j,o
d,b,l,f,e,m,p,n,c,a,i,k,h,g,j,o
c,d,m,b,l,f,n,p,e,a,i,k,h,g,j,o
d,b,e,c,m,f,p,n,l,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,h,i,k,g,j,o
g,m,d,b,l,f,p,n,e,a,i,h,k,c,o,j
c,m,l,b,d,f,p,n,e,a,i,h,k,g,j,o
d,b,c,f,l,m,p,n,e,a,i,h,k,g,o,j
d,c,j,b,l,f,p,n,e,a,i,k,h,g,o,m
d,b,o,c,m,f,p,n,e,a,i,k,h,g,j,l
c,d,m,b,l,f,p,j,e,a,i,h,k,g,n,o
d,c,b,m,l,n,p,f,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,h,i,k,g,j,o
c,m,d,o,l,f,p,n,e,a,i,k,h,g,b,j
c,m,d,b,l,f,p,n,e,a,g,h,k,i,j,o
d,b,c,l,m,f,p,n,e,a,i,h,o,g,j,k
d,l,b,c,m,f,p,n,e,a,i,h,k,g,o,j
d,b,l,f,c,m,k,n,e,a,i,p,h,g,j,o
c,d,b,l,m,k,p,n,e,a,i,f,h,g,o,j
d,c,e,b,l,f,p,n,m,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,k,a,i,e,h,g,o,j
d,b,c,l,n,f,p,m,e,a,i,k,h,g,o,j
g,m,d,b,l,f,p,n,e,a,i,k,h,c,j,o
d,b,c,m,l,f,p,n,e,g,i,h,k,a,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,g,k,h,j,o
d,c,b,l,m,f,p,n,k,a,i,e,h,g,o,j
d,p,c,m,l,f,b,n,e,a,i,h,k,g,j,o
c,j,d,b,l,f,p,n,e,a,i,k,h,g,m,o
c,e,b,m,l,f,p,n,d,a,i,h,k,g,j,o
d,c,b,m,l,i,p,n,e,a,f,k,h,g,o,j
d,c,b,l,f,m,p,n,e,a,i,h,k,g,j,o
d,c,m,p,l,f,b,n,e,a,i,h,k,g,o,j
d,c,b,l,m,f,p,n,h,a,i,e,k,g,j,o
d,b,l,c,m,n,p,f,e,a,i,k,h,g,j,o
c,m,d,b,l,n,p,f,e,a,i,k,h,g,o,j
c,d,m,b,l,e,p,n,f,a,i,k,h,g,o,j
c,m,d,f,l,b,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,j,i,h,k,g,o,a
d,c,m,b,l,f,e,n,p,a,i,k,h,g,j,o
d,c,b,l,m,f,p,n,g,a,i,k,h,e,j,o
d,c,b,l,m,f,p,n,e,k,i,h,a,g,j,o
c,d,b,m,l,f,p,n,e,a,j,h,k,g,o,i
c,d,m,b,l,f,p,n,e,h,i,a,k,g,j,o
j,d,b,m,l,f,p,n,e,a,i,h,k,g,c,o
c,m,d,b,l,f,p,n,e,a,h,k,i,g,j,o
c,d,b,l,f,m,p,n,e,a,i,h,k,g,j,o
d,b,l,f,c,k,p,n,e,a,i,m,h,g,o,j
d,c,m,b,l,f,p,n,e,k,i,a,h,g,o,j
c,d,b,o,l,f,p,n,e,a,i,k,h,g,j,m
d,b,c,l,g,f,p,n,e,a,i,h,k,m,o,j
c,d,m,h,l,f,p,n,e,a,i,k,b,g,o,j
