0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
d,c,m,b,l,f,p,n,e,a,i,k,b,h,g,j,o
d,b,c,m,l,f,p,n,e,a,i,h,k,g,i,o,j
c,d,m,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,b,e,a,i,k,h,g,j,o
p,c,d,m,b,l,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,g,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,g,o
d,c,b,m,l,k,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,p,j
d,b,c,m,l,f,p,n,e,a,i,k,h,g,n,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,e,o
c,m,d,b,l,f,h,p,n,e,a,i,k,h,g,o,j
l,c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,m,h,k,g,j,o
d,c,b,d,m,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,d,o
c,m,d,b,l,f,p,n,e,a,i,k,h,f,g,o,j
c,d,m,b,l,f,p,n,e,a,i,k,h,g,o,e,j
c,d,m,b,l,f,p,n,e,a,a,i,h,k,g,j,o
d,g,b,c,l,f,m,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,l,k,h,g,o,j
c,m,d,b,l,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,l,f,p,m,j,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,f,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,n,a,i,k,h,g,j,o
c,m,e,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,c,m,f,p,n,e,a,k,i,h,k,g,o,j
d,c,b,l,h,f,p,n,m,e,a,i,h,k,g,j,o
c,m,d,b,l,f,a,p,n,e,a,i,h,k,g,j,o
i,c,d,b,m,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,m,f,p,n,e,a,j,i,h,k,g,o,j
d,b,c,l,m,f,p,n,e,a,i,k,j,h,g,j,o
d,c,m,n,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,l,f,m,p,n,e,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,h,j
j,c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,m,k,h,g,j,o
c,m,d,f,b,l,f,p,n,e,a,i,k,h,g,o,j
d,c,b,c,m,l,f,p,n,e,a,i,h,k,g,o,j
c,d,b,m,l,f,p,n,e,l,a,i,k,h,g,j,o
d,c,g,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,l,p,n,e,a,i,k,h,g,o,j
d,c,b,l,m,k,f,p,n,e,a,i,h,k,g,o,j
d,b,l,f,p,n,c,m,e,a,i,k,h,g,j,g,o
c,m,d,b,l,f,p,n,e,a,o,i,h,k,g,j,o
c,f,d,b,m,l,f,p,n,e,a,i,h,k,g,o,j
m,c,d,b,m,l,f,p,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,k,f,h,g,o,j
d,b,l,f,p,c,n,m,e,a,i,k,h,g,o,m,j
c,d,b,m,l,f,p,n,e,a,m,i,k,h,g,j,o
d,c,b,m,l,f,p,e,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,k,n,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,h,k,g,j,k,o
c,m,d,b,l,f,p,n,e,a,i,k,h,e,g,j,o
c,f,d,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,o,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,o,g,o,j
d,b,l,c,f,p,a,m,n,e,a,i,h,k,g,j,o
c,m,k,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,k,h,m,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,h,k,j,g,j,o
c,f,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,l,c,f,p,n,m,e,a,n,i,h,k,g,j,o
d,b,i,c,l,f,p,m,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,n,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,b,i,k,h,g,j,o
c,d,m,a,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,p,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,d,g,o,j
d,c,b,m,l,f,p,g,n,e,a,i,h,k,g,j,o
n,d,b,c,l,m,f,p,n,e,a,i,h,k,g,j,o
c,d,b,l,f,m,p,n,e,a,i,p,k,h,g,o,j
d,b,l,f,p,n,c,m,e,a,i,k,h,n,g,j,o
c,d,m,b,l,f,j,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,a,i,k,h,g,o,j
d,c,b,l,f,m,p,n,e,m,a,i,h,k,g,j,o
i,d,c,b,m,l,f,p,n,e,a,i,h,k,g,o,j
n,d,b,c,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j,j
d,c,b,m,l,f,p,n,e,a,a,i,h,k,g,o,j
d,c,b,l,b,f,m,p,n,e,a,i,h,k,g,o,j
c,m,d,b,m,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,m,l,f,p,n,c,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,h,g,c,j,o
d,c,m,b,l,f,b,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,a,i,k,h,g,o,j
d,c,b,i,l,f,p,m,n,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,o,g,j,o
d,c,b,l,m,f,p,n,e,d,a,i,h,k,g,j,o
d,b,l,f,p,c,m,n,e,a,i,h,k,i,g,o,j
c,d,m,b,l,f,p,n,e,a,m,i,h,k,g,o,j
d,c,b,l,f,m,p,n,e,a,i,k,h,g,l,j,o
c,g,d,b,l,m,f,p,n,e,a,i,k,h,g,j,o
p,d,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,e,m,l,f,p,n,e,a,i,h,k,g,o,j
d,n,b,c,l,f,m,p,n,e,a,i,h,k,g,j,o
d,b,c,l,m,f,p,n,e,a,c,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,p,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,i,h,k,g,j,o
d,b,l,f,c,m,p,n,e,a,c,i,k,h,g,o,j
c,d,m,b,l,f,p,n,e,h,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,o,i,h,k,g,o,j
d,b,l,e,f,c,m,p,n,e,a,i,h,k,g,o,j
d,b,c,m,l,i,f,p,n,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,j,h,g,j,o
c,d,b,m,l,f,p,n,e,a,d,i,h,k,g,j,o
d,b,l,f,c,p,m,n,e,f,a,i,k,h,g,j,o
d,c,m,b,l,m,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,k,o
d,b,e,c,l,m,f,p,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,a,i,h,k,g,d,j,o
c,m,d,b,m,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,m,p,n,e,a,i,k,h,g,j,o
d,c,m,b,i,l,f,p,n,e,a,i,h,k,g,j,o
b,d,b,l,c,m,f,p,n,e,a,i,k,h,g,j,o
d,b,l,f,c,p,n,m,e,a,i,j,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,j,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,g,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,b,h,g,o,j
c,m,d,p,b,l,f,p,n,e,a,i,h,k,g,j,o
o,d,b,l,c,f,m,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,h,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,k,i,h,k,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,i,k,g,j,o
c,m,d,b,l,a,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,e,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,c,k,h,g,o,j
d,b,l,f,p,n,c,m,e,a,i,k,h,g,g,j,o
d,c,m,b,l,f,p,n,e,a,i,k,f,h,g,j,o
d,b,c,l,m,f,p,n,e,e,a,i,h,k,g,j,o
c,d,b,l,m,f,p,n,o,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,l,i,k,h,g,j,o
d,b,c,l,m,f,f,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,g,l,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,n,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,o,a,j
c,d,b,m,l,f,c,p,n,e,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,b,i,h,k,g,j,o
d,b,p,l,f,p,c,n,m,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,n,h,k,g,j,o
c,m,d,b,b,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,e,g,j,o
o,c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,o,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,f,g,j,o
d,b,l,f,c,m,p,n,e,a,i,h,i,k,g,j,o
c,d,m,b,l,k,f,p,n,e,a,i,k,h,g,j,o
h,d,b,l,f,c,p,n,m,e,a,i,h,k,g,j,o
d,b,a,l,c,f,p,m,n,e,a,i,h,k,g,j,o
c,m,d,b,e,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,c,f,m,p,h,n,e,a,i,h,k,g,o,j
d,b,l,c,f,m,c,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,b,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,i,k,h,g,o,j
d,n,b,l,f,c,m,p,n,e,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,d,h,k,g,o,j
c,m,d,b,l,f,h,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,o,i,h,k,g,j,o
c,m,g,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,c,l,f,p,n,m,e,a,i,k,h,h,g,j,o
c,m,d,b,l,f,k,p,n,e,a,i,h,k,g,j,o
d,a,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
g,c,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,m,f,p,n,e,a,i,k,h,g,o,j
c,d,m,b,l,f,m,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,d,f,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,p,n,e,a,i,h,k,g,o,j
d,b,l,f,c,m,p,n,e,o,a,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,c,h,g,o,j
c,d,b,l,f,p,m,n,n,e,a,i,k,h,g,o,j
c,d,n,b,m,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,l,m,f,p,m,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,p,n,e,a,i,l,k,h,g,o,j
d,c,b,l,f,p,m,n,e,a,i,h,k,g,e,j,o
c,d,m,b,l,f,p,n,e,a,i,k,p,h,g,j,o
d,b,l,f,p,c,n,m,e,a,i,k,h,g,g,o,j
d,b,b,l,c,f,p,n,m,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,b,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,b,n,e,a,i,h,k,g,o,j
d,b,l,f,c,m,p,n,e,a,i,f,k,h,g,j,o
c,d,m,b,l,f,p,n,k,e,a,i,k,h,g,o,j
d,d,b,c,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,a,o
c,d,m,b,l,f,p,n,e,a,i,k,h,g,b,j,o
d,b,l,f,c,p,a,n,m,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,g,c,j,o
d,b,c,m,l,f,p,n,e,a,i,k,h,g,l,j,o
d,b,l,c,m,f,c,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,i,a,i,h,k,g,j,o
d,c,b,m,l,f,p,n,e,a,i,a,k,h,g,j,o
d,c,m,p,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,b,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o,o
d,c,b,m,l,f,p,n,e,a,i,h,o,k,g,j,o
d,c,m,b,l,f,p,i,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,f,e,a,i,k,h,g,j,o
d,c,c,b,m,l,f,p,n,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,n,e,a,i,k,h,h,g,o,j
d,b,l,m,c,f,p,m,n,e,a,i,k,h,g,o,j
c,d,m,b,l,f,p,n,d,e,a,i,h,k,g,j,o
c,d,b,m,l,d,f,p,n,e,a,i,h,k,g,o,j
d,c,b,m,l,f,p,n,e,a,i,k,h,i,g,j,o
c,k,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,p,m,b,l,f,p,n,e,a,i,h,k,g,j,o
d,b,i,c,m,l,f,p,n,e,a,i,k,h,g,o,j
c,d,m,n,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,k,h,g,j,h,o
d,b,c,m,l,f,p,n,e,a,c,i,h,k,g,j,o
d,b,l,c,f,p,m,o,n,e,a,i,k,h,g,o,j
c,d,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,c,m,l,i,f,p,n,e,a,i,k,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,h,o
c,i,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
d,c,b,f,l,m,f,p,n,e,a,i,h,k,g,o,j
d,b,l,c,f,p,n,m,e,a,i,k,h,g,c,o,j
d,b,c,l,f,p,n,m,e,a,i,k,h,f,g,j,o
d,b,c,l,m,f,p,n,e,a,i,k,a,h,g,j,o
c,m,d,b,l,f,p,n,e,a,a,i,h,k,g,o,j
d,b,c,l,f,m,p,n,e,a,g,i,k,h,g,o,j
c,p,m,d,b,l,f,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,c,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,l,g,o,j
d,b,l,f,c,m,p,n,e,a,i,k,h,g,o,i,j
d,b,l,c,o,m,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,n,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,d,i,h,k,g,j,o
d,b,l,c,m,f,p,n,e,a,i,h,k,p,g,o,j
d,b,l,m,f,p,c,m,n,e,a,i,k,h,g,o,j
c,m,d,b,p,l,f,p,n,e,a,i,k,h,g,o,j
c,d,m,b,l,e,f,p,n,e,a,i,k,h,g,o,j
d,b,l,f,c,m,p,n,e,a,i,p,k,h,g,o,j
c,m,d,b,l,f,i,p,n,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,h,k,g,b,o,j
c,d,b,l,m,f,h,p,n,e,a,i,k,h,g,j,o
d,c,m,b,a,l,f,p,n,e,a,i,h,k,g,o,j
d,l,b,c,m,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,f,p,n,e,a,i,h,k,g,o,j
c,d,b,g,l,f,p,n,m,e,a,i,k,h,g,o,j
d,c,b,l,m,f,p,n,e,a,i,h,k,g,j,o,o
d,b,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,k,l,f,p,n,m,e,a,i,h,k,g,o,j
d,c,m,b,l,f,p,n,e,a,i,c,h,k,g,o,j
c,o,d,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,n,e,a,i,n,h,k,g,j,o
c,m,j,d,b,l,f,p,n,e,a,i,h,k,g,o,j
c,d,b,m,l,f,n,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,g,k,j,o
c,d,m,b,l,f,p,e,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,i,h,k,g,k,j,o
c,d,b,m,l,f,p,j,n,e,a,i,k,h,g,j,o
d,b,c,l,f,p,m,n,e,a,i,h,m,k,g,j,o
d,b,c,b,l,f,m,p,n,e,a,i,k,h,g,j,o
d,b,l,g,c,f,m,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,d,j
c,m,d,b,l,f,p,n,e,a,i,k,h,g,l,j,o
c,d,m,b,l,f,p,h,n,e,a,i,h,k,g,j,o
d,b,l,c,f,c,p,n,m,e,a,i,h,k,g,j,o
d,b,c,m,l,f,p,n,e,a,i,k,h,g,e,o,j
d,c,d,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,c,m,l,f,p,n,e,p,a,i,k,h,g,j,o
d,c,b,l,f,m,p,n,e,a,i,k,h,g,n,j,o
d,p,c,m,b,l,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,h,k,g,n,j,o
c,m,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
d,o,b,l,f,p,n,c,m,e,a,i,h,k,g,j,o
d,b,l,f,c,m,p,n,e,a,i,k,h,g,g,o,j
d,c,b,m,l,f,p,n,e,a,i,k,p,h,g,o,j
d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,d,o
d,b,c,m,l,f,p,n,e,a,i,f,k,h,g,j,o
c,m,n,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,f,c,p,n,m,e,a,a,i,h,k,g,o,j
d,b,l,f,p,c,n,m,f,e,a,i,h,k,g,j,o
d,b,l,c,m,f,c,p,n,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,n,h,e,a,i,k,h,g,o,j
c,d,d,m,b,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,m,l,f,m,p,n,e,a,i,k,h,g,j,o
d,c,b,l,m,h,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,h,k,g,f,j,o
c,g,d,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,m,e,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,d,m,f,b,l,f,p,n,e,a,i,h,k,g,o,j
d,b,l,c,f,m,p,n,a,e,a,i,h,k,g,o,j
c,m,d,b,l,f,p,f,n,e,a,i,k,h,g,o,j
c,d,d,b,l,f,p,n,m,e,a,i,k,h,g,o,j
d,k,c,b,l,f,p,n,m,e,a,i,k,h,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,b,g,j,o
d,c,c,b,l,m,f,p,n,e,a,i,h,k,g,o,j
c,d,m,b,l,b,f,p,n,e,a,i,k,h,g,o,j
c,d,b,l,f,f,m,p,n,e,a,i,h,k,g,o,j
d,b,c,m,l,f,f,p,n,e,a,i,k,h,g,o,j
d,b,l,h,c,f,m,p,n,e,a,i,h,k,g,j,o
c,d,m,c,b,l,f,p,n,e,a,i,h,k,g,j,o
c,d,m,l,b,l,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,l,f,l,p,n,e,a,i,k,h,g,o,j
c,d,b,l,m,f,p,n,e,a,p,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,e,a,i,h,k,g,j,o
c,m,p,d,b,l,f,p,n,e,a,i,h,k,g,j,o
c,m,g,d,b,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,h,a,i,h,k,g,o,j
c,d,m,b,l,f,p,n,e,a,i,h,k,g,j,f,o
d,c,b,m,l,n,f,p,n,e,a,i,h,k,g,j,o
c,d,m,e,b,l,f,p,n,e,a,i,h,k,g,j,o
g,c,m,d,b,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,n,e,a,h,i,h,k,g,j,o
d,b,l,c,f,m,p,n,e,a,i,h,k,g,o,i,j
c,d,b,l,o,f,m,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,a,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,a,p,n,e,a,i,h,k,g,j,o
d,b,c,l,d,m,f,p,n,e,a,i,h,k,g,j,o
d,c,m,e,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,p,h,k,g,o,j
l,c,m,d,b,l,f,p,n,e,a,i,h,k,g,j,o
j,d,c,m,b,l,f,p,n,e,a,i,k,h,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,j,g,o,j
c,d,m,k,b,l,f,p,n,e,a,i,k,h,g,j,o
p,c,m,d,b,l,f,p,n,e,a,i,k,h,g,o,j
b,d,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,k,o,h,g,o,j
d,b,l,c,f,m,p,n,e,a,i,i,h,k,g,j,o
c,d,b,m,l,f,p,n,e,a,i,k,h,g,g,j,o
d,c,b,l,f,p,n,a,m,e,a,i,k,h,g,o,j
c,d,b,m,l,f,p,o,n,e,a,i,k,h,g,j,o
c,m,d,b,l,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,d,n,e,a,i,k,h,g,j,o
c,c,d,b,l,f,p,n,m,e,a,i,k,h,g,o,j
d,c,m,b,l,l,f,p,n,e,a,i,k,h,g,j,o
d,b,l,l,c,f,m,p,n,e,a,i,k,h,g,o,j
c,d,b,l,f,m,p,n,e,a,i,k,h,g,j,g,o
c,d,k,b,l,m,f,p,n,e,a,i,k,h,g,j,o
d,b,l,f,c,m,p,f,n,e,a,i,k,h,g,j,o
n,d,c,b,m,l,f,p,n,e,a,i,k,h,g,j,o
c,m,d,b,l,f,p,n,e,a,i,l,k,h,g,o,j
c,m,d,b,j,l,f,p,n,e,a,i,k,h,g,j,o
d,c,m,b,l,f,p,a,n,e,a,i,k,h,g,j,o
d,b,l,f,g,c,m,p,n,e,a,i,k,h,g,j,o
c,d,m,b,l,f,p,h,n,e,a,i,k,h,g,j,o
d,b,l,c,m,f,p,n,e,a,i,h,k,g,c,j,o
d,c,b,b,m,l,f,p,n,e,a,i,h,k,g,j,o
c,m,d,b,l,f,p,n,e,a,n,i,h,k,g,o,j
c,m,d,b,l,f,p,n,e,a,i,h,k,j,g,j,o
d,b,c,m,l,f,p,n,e,c,a,i,h,k,g,o,j
d,b,c,m,b,l,f,p,n,e,a,i,k,h,g,o,j
d,b,l,c,m,f,p,j,n,e,a,i,k,h,g,j,o
c,d,h,m,b,l,f,p,n,e,a,i,h,k,g,j,o
c,d,c,b,m,l,f,p,n,e,a,i,h,k,g,j,o
d,c,m,b,l,f,p,n,e,a,i,h,k,g,i,j,o
c,m,d,b,l,f,p,n,e,a,i,k,h,g,a,o,j
c,m,d,b,l,f,i,p,n,e,a,i,h,k,g,j,o
d,b,c,l,m,f,p,n,e,a,o,i,h,k,g,j,o
d,b,l,c,m,f,p,n,e,a,i,h,p,k,g,o,j
d,b,l,f,c,m,p,n,n,e,a,i,k,h,g,j,o
c,d,b,l,m,f,p,n,l,e,a,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,i,h,k,g,j,o
c,m,d,b,l,f,p,e,n,e,a,i,k,h,g,o,j
d,b,c,o,l,m,f,p,n,e,a,i,k,h,g,o,j
c,m,d,b,n,l,f,p,n,e,a,i,k,h,g,j,o
d,b,c,m,l,o,f,p,n,e,a,i,h,k,g,j,o
c,d,m,b,l,f,p,n,e,a,d,i,k,h,g,o,j
d,c,m,b,l,f,p,n,e,a,i,i,h,k,g,j,o
